tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	100049707	0	live	SPG38		spastic paraplegia 38 (autosomal dominant, Silver syndrome)		4p16-p15	4						612335	
9606	Homo sapiens	100048906	0	live	GBD3		gallbladder disease 3		1p34.3	1						609919	
9606	Homo sapiens	100048905	0	live	GBD2		gallbladder disease 2		1p36.21	1						609918	
9606	Homo sapiens	780900	0	live	FGS5		FG syndrome 5		Xq22.3	X						300581	
9606	Homo sapiens	677663	0	live	PAND3		panic disorder 3		4q31-q34	4						609985	
9606	Homo sapiens	664728	0	live	CMD1Q		cardiomyopathy, dilated 1Q (autosomal dominant)		7q22.3-q31.1	7						609915	
9606	Homo sapiens	619397	0	live	FEB6		febrile convulsions 6		18p11.2	18						609253	
9606	Homo sapiens	619379	0	live	SPG29		spastic paraplegia 29 (autosomal dominant)		1p31.1-p21.1	1						609727	
9606	Homo sapiens	574078	0	live	GLC1J	JOAG2	glaucoma 1, open angle, J (juvenile-onset)		9q22	9						608695	
9606	Homo sapiens	574077	0	live	GLC1K	JOAG3	glaucoma 1, open angle, K (juvenile-onset)		20p12	20						608696	
9606	Homo sapiens	554316	0	live	BMND4		Bone mineral density variation QTL 4		Xq27	X						300536	
9606	Homo sapiens	554315	0	live	BMND5		Bone mineral density variation QTL 5		11q23	11						609354	
9606	Homo sapiens	449018	0	live	EJM3		Epilepsy, juvenile myoclonic 3		6p21	6						608816	
9606	Homo sapiens	449017	0	live	BMIQ6		body mass index QTL 6	Body mass index quantitative trait locus on chromosome 20, in children	20pter-p11.2	20						608559	
9606	Homo sapiens	449016	0	live	BMIQ5		body mass index QTL 5	Body mass index quantitative trait locus on chromosome 16, in children	16p13	16						608558	
9606	Homo sapiens	431710	0	live	ASPG1		Asperger syndrome, susceptibility to, 1		3q25-q27	3						608638	
9606	Homo sapiens	408257	0	live	CILD4		Ciliary dyskinesia, primary, 4		15q13.1-q15.1	15						608646	
9606	Homo sapiens	406238	0	live	ALS7		amyotrophic lateral sclerosis 7		20p13	20						608031	
9606	Homo sapiens	404719	0	live	HSCR8	HSCRM2	Hirschsprung disease modifier 2		16q23	16						608462	
9606	Homo sapiens	387584	0	live	CHDS2		Coronary heart disease, susceptibility to, 2		2q21.1-q22	2						608316	
9606	Homo sapiens	353124	0	live	EIG2	EGI14	Epilepsy, idiopathic generalized, susceptibility to 2		14q23	14						606972	
9606	Homo sapiens	282553	0	live	AUTS8	AUTS2	Autism, susceptibility to, 8	Autism, susceptibility to, 2, formerly	3q25-q27	3						607373	
9606	Homo sapiens	266691	0	live	DYX6	DYXQTL18	dyslexia susceptibility 6	Dyslexia QTL on 18	18p11.2	18						606616	
9606	Homo sapiens	260432	0	live	SLSN3		Senior-Loken syndrome 3		3q22	3						606995	
9606	Homo sapiens	171014	0	live	SLI2		Specific language impairment QTL, 2		19q	19						606712	
9606	Homo sapiens	140805	0	live	HT		Hashimoto thyroiditis		8q23-q24	8						140300	
9606	Homo sapiens	117188	0	live	ATOD5	ATPD5	Dermatitis, atopic, 5		13q12-q14	13						605844	
9606	Homo sapiens	114477	0	live	ATOD6		Dermatitis, atopic, 6		5q31-q33	5						605845	
9606	Homo sapiens	114475	0	live	AD7		Alzheimer disease 7		10p13	10						606187	
9606	Homo sapiens	94003	0	live	PDB4		Paget disease of bone 4		5q31	5						606263	
9606	Homo sapiens	85505	0	live	ACRPS		Acropectoral syndrome		7q36	7						605967	
9606	Homo sapiens	65077	0	live	AOMS2		abdominal obesity-metabolic syndrome QTL2		17p12	17						605572	
9606	Homo sapiens	65076	0	live	AOMS1	SYNX	Abdominal obesity-metabolic syndrome QTL1		3q27	3						605552	
9606	Homo sapiens	65014	0	live	CMD1K		cardiomyopathy, dilated 1K (autosomal dominant)		6q12-q16	6						605582	
9606	Homo sapiens	50979	0	live	MHW2		Mental health wellness 2		4q	4						603664	
9606	Homo sapiens	27038	0	live	ARVD6		arrhythmogenic right ventricular dysplasia 6		10p14-p12	10						604401	
9606	Homo sapiens	10386	0	live	MHW1		Mental health wellness 1		4p	4						603663	
9606	Homo sapiens	8201	0	live	MLRL	MLRG, MTS	Myeloid leukemia-related gene (myeloid tumor suppressor)		20q11.2-q12	20						601308	
9606	Homo sapiens	8129	0	live	HBHR	ATR1	alpha-thalassemia/mental retardation syndrome, type 1		16pter-p13.3	16						141750	
9606	Homo sapiens	7933	0	live	OPLL		ossification of posterior longitudinal ligament of spine									602475	
9606	Homo sapiens	7926	0	live	IGLP2		immune response to synthetic polypeptides 2		6p21.3	6						147090	
9606	Homo sapiens	7925	0	live	IGLP1		immune response to synthetic polypeptides 1	Immune response to synthetic polypeptides-1	6p21.3	6						147080	
9606	Homo sapiens	7880	0	live	MBS2	HCFP1	Moebius syndrome 2	hereditary congenital facial paresis 1	3q21-q22	3						601471	
9606	Homo sapiens	7488	0	live	WS2B		Waardenburg syndrome, type 2B		1p21-p13.3	1						600193	
9606	Homo sapiens	4266	0	live	MHS6		malignant hyperthermia susceptibility 6		5p	5						601888	
9606	Homo sapiens	3548	0	live	IHG1	IHG	iris hypoplasia with glaucoma 1			X						308500	
9606	Homo sapiens	3247	0	live	HPFH2		hereditary persistence of fetal hemoglobin, heterocellular, Indian type		7q36	7						142335	
9606	Homo sapiens	100190929	0	live	IBD15		Inflammatory bowel disease-15		10q21	10						612255	
9606	Homo sapiens	100310785	0	live	ALL1		Leukemia, acute lymphocytic, susceptibility to, 1		10q21	10						613065	
9606	Homo sapiens	100529099	0	live	DUP2Q31.1	C2DUPq31.1	Chromosome 2q31.1 duplication syndrome		2q31.1	2						613681	
9606	Homo sapiens	100306940	0	live	FL1		Follicular lymphoma, susceptibility to, 1		6p21.33	6						613024	
9606	Homo sapiens	100233147	0	live	ARHI1		Age-related hearing impairment 1		8q24.13-q24.22	8						612448	
9606	Homo sapiens	450090	0	live	ADHD4		Attention deficit-hyperactivity disorder, susceptibility to, 4		5p13	5						608906	
9606	Homo sapiens	450089	0	live	ADHD3	LOAS	Attention deficit-hyperactivity disorder, susceptibility to, 3		6q12	6						608905	
9606	Homo sapiens	450088	0	live	ADHD2		Attention deficit-hyperactivity disorder, susceptibility to, 2		17p11	17						608904	
9606	Homo sapiens	387581	0	live	AITD4		Autoimmune thyroid disease, susceptibility to, 4		10q	10						608176	
9606	Homo sapiens	387578	0	live	AITD1		Autoimmune thyroid disease, susceptibility to, 1		6p11	6						608173	
9606	Homo sapiens	387577	0	live	AUTS3		Autism, susceptibility to, 3		13q13.2-q14.1	13						608049	
9606	Homo sapiens	378427	0	live	AIS3	VAMAS4	autoimmune susceptibility 3 (vitiligo specific)			8						608392	
9606	Homo sapiens	378426	0	live	AIS2	VAMAS3	autoimmune susceptibility 2			7						608391	
9606	Homo sapiens	282849	0	live	SLEN3		systemic lupus erythematosus with nephritis 3		11p15.5	11						607967	
9606	Homo sapiens	282552	0	live	IS2	AIS2	Scoliosis, idiopathic 2		17p11.2	17						607354	
9606	Homo sapiens	192679	0	live	SLEN2		systemic lupus erythematosus with nephritis 2		2q34-q35	2						607966	
9606	Homo sapiens	192677	0	live	SLEN1		systemic lupus erythematosus with nephritis 1		10q22.3	10						607965	
9606	Homo sapiens	117187	0	live	ATOD3		Dermatitis, atopic, 3		20p	20						605804	
9606	Homo sapiens	85502	0	live	SCAR3	SCABD	spinocerebellar ataxia, autosomal recessive 3	spinocerebellar ataxia with blindness and deafness	6p23-p21	6							
9606	Homo sapiens	7939	0	live	LAP		Laryngeal adductor paralysis		6p21.3-p21.2	6						150270	
9606	Homo sapiens	100188832	0	live	AUTS1		Autism, susceptibility to, 1		7q22	7						209850	
9606	Homo sapiens	100151644	0	live	OTSC8		otosclerosis 8		9p13.1-q21.11	9						612096	
9606	Homo sapiens	100038248	0	live	PSNP3		Supranuclear palsy, progressive, 3		11p12-p11	11						610898	
9606	Homo sapiens	553194	0	live	MYP9		myopia 9		4q12	4						609258	
9606	Homo sapiens	553192	0	live	MYP8		myopia 8		3q26	3						609257	
9606	Homo sapiens	553190	0	live	MYP7		myopia 7		11p13	11						609256	
9606	Homo sapiens	282550	0	live	STQTL4		stature quantitative trait locus 4		13q32-q33	13						606258	
9606	Homo sapiens	282549	0	live	STQTL3		stature quantitative trait locus 3		12p11.2-q14	12						606257	
9606	Homo sapiens	192149	0	live	BMIQ2		body mass index QTL 2	Body mass index QTL on chromosome 13|body mass index quantitative trait 2	13q14	13						606643	
9606	Homo sapiens	170815	0	live	BMIQ1		body mass index QTL 1	Body mass index QTL on chromosome 7|body mass index quantitative trait 1	7q32.3	7						606641	
9606	Homo sapiens	3244	0	live	HPE1	HPEC	holoprosencephaly 1, alobar		21q22.3	21						236100	
9606	Homo sapiens	1884	0	live	EBR3	ULG4	epidermolysis bullosa 3, progressiva									226500	
9606	Homo sapiens	100329169	0	live	CRCS9		colorectal cancer, susceptibility to, 9		16q22.1	16						612590	
9606	Homo sapiens	100271692	0	live	CRCS11		Colorectal cancer, susceptibility to, 11		20p12.3	20						612592	
9606	Homo sapiens	100188887	0	live	CRCS5		Colorectal cancer, susceptibility to, 5		10p14	10						612230	
9606	Homo sapiens	100188865	0	live	LMPH1B		Lymphedema, hereditary, IB		6q16.2-q22.1	6						611944	
9606	Homo sapiens	100187710	0	live	CRCS6		colorectal cancer, susceptibility to, 6		8q23	8						612231	
9606	Homo sapiens	100101426	0	live	MRT11		mental retardation, non-syndromic, autosomal recessive, 11		19q13.2-q13.3	19						611097	
9606	Homo sapiens	100101425	0	live	MRT10	MRT20	mental retardation, non-syndromic, autosomal recessive, 10		16p12-q12	16						611096	
9606	Homo sapiens	100101424	0	live	MRT9	MRT26	mental retardation, non-syndromic, autosomal recessive, 9		14q11.2-q12	14						611095	
9606	Homo sapiens	100359400	0	live	DFNB83		deafness, autosomal recessive 83		9p23-p21.2	9						613685	
9606	Homo sapiens	100359399	0	live	DFNB85		deafness, autosomal recessive 85		17p12-q11.2	17						613392	
9606	Homo sapiens	100270641	0	live	MYP16		myopia 16		5p15.33-p15.2	5						612554	
9606	Homo sapiens	619406	0	live	HPE8		holoprosencephaly 8		14q13	14						609408	
9606	Homo sapiens	4096	0	live	MAFD2	BPAD, MDI, MDX	major affective disorder 2		Xq27-q28	X						309200	
9606	Homo sapiens	1858	0	live	DWS	C3DELq22q24, DEL3q22q24	dandy-walker syndrome		3q22-q24	3						220200	
9606	Homo sapiens	619469	0	live	DELYQ11	CYDELq11, SCO, SPGFY1	Sertoli cell-only syndrome, Y-linked		Yq11	Y						400042	
9606	Homo sapiens	171157	0	live	SHFM5		split hand/foot malformation (ectrodactyly) type 5		2q31	2						606708	
9606	Homo sapiens	100302563	0	live	MENAQ3		Menarche, age at, QTL3		9q31.2	9						612883	
9606	Homo sapiens	7908	0	live	EOS		eosinophilia, familial		5q31-q33	5						131400	
9606	Homo sapiens	100852403	0	live	MRT25		mental retardation, non-syndromic, autosomal recessive, 25		12q13-q15	12						614346	
9606	Homo sapiens	100852402	0	live	MRT24		mental retardation, non-syndromic, autosomal recessive, 24		6p12	6						614345	
9606	Homo sapiens	100852398	0	live	MRT23		mental retardation, non-syndromic, autosomal recessive, 23		11p13-q14	11						614344	
9606	Homo sapiens	100852396	0	live	MRT28		mental retardation, non-syndromic, autosomal recessive, 28		6q26-q27	6						614347	
9606	Homo sapiens	100852395	0	live	MRT19		mental retardation, non-syndromic, autosomal recessive, 19		18p11	18						614343	
9606	Homo sapiens	6762	0	live	ST3	CCTS, TSHL	suppression of tumorigenicity 3	tumor-suppressor, HELA cell type	11q13-q23	11						191181	
9606	Homo sapiens	387569	0	live	ACF		Asymmetric crying facies (Cayler cardiofacial syndrome)		22q11	22						125520	
9606	Homo sapiens	100302515	0	live	OFC12		Orofacial cleft 12		8q24.3	8						612858	
9606	Homo sapiens	100188776	0	live	HEY		hairy ears, Y-linked		Yq	Y						425500	
9606	Homo sapiens	5953	0	live	RCD1		retinal cone dystrophy 1		6q25-q26	6						180020	
9606	Homo sapiens	140892	0	live	TCPT		thrombocytopenia, Paris-Trousseau type		11q23	11						188025	
9606	Homo sapiens	100049542	0	live	SHFM3	C10DUPq24, DUP10q24, SHSF3	Split-hand/foot malformation 3		10q24	10						246560	
9606	Homo sapiens	8213	0	live	BAS		Beta-adrenergic stimulation, response to			21						109670	
9606	Homo sapiens	8205	0	live	TAM	MST	Myeloproliferative syndrome, transient (transient abnormal	Myeloproliferative syndrome, transient (transient abnormal myelopoiesis)	21q11.2	21						159595	
9606	Homo sapiens	141462386	0	live	ASRT2		Asthma-related traits, susceptibilty to, 2		7p15-p14	7						608584	
9606	Homo sapiens	141445967	0	live	RDXGH		Retinal dystrophy, X-linked, Gardener-Hardcastle type		Xq27	X						301149	
9606	Homo sapiens	140918576	0	live	ADLDAT		Leukodystrophy, demyelinating, adult-onset, autosomal dominant, atypical		5q23.2	5						621061	
9606	Homo sapiens	138637319	0	live	DHRSY	CDG1DD	Congenital disorder of glycosylation, type 1DD		Yp11.2	Y						400049	
9606	Homo sapiens	137587484	0	live	ANIB5		Aneurysm, intracranial berry, 5		Xp22	X						300870	
9606	Homo sapiens	137299212	0	live	PAINQTL1		?Pain sensitivity QTL1		1p33	1						618377	
9606	Homo sapiens	137299211	0	live	THPH9		?Thrombophilia 9 due to decreased release of tissue plasminogen		8p12	8						612348	
9606	Homo sapiens	137299210	0	live	HDCPH1		?Hydrocephalus, autosomal dominant		8q12.2-q21.2	8						123155	
9606	Homo sapiens	135933881	0	live	MRXS32		Intellectual developmental disorder, X-linked, syndromic 32			X						300886	
9606	Homo sapiens	134198642	0	live	PSS3		Peeling skin syndrome 3		19q13	19						616265	
9606	Homo sapiens	132660286	0	live	LBNBG		Liebenberg syndrome		5q31.1	5						186550	
9606	Homo sapiens	131554434	0	live	TFQTL2		Transferrin serum level quantitative trait locus 2		6p22.2	6						614193	
9606	Homo sapiens	131554433	0	live	MVCD7		Microvascular complications of diabetes, susceptibility to, 7		6p22.2	6						612635	
9606	Homo sapiens	131341973	0	live	HDLCQ7		High density lipoprotein cholesterol level QTL7		6p24.1	6						618979	
9606	Homo sapiens	130068899	0	live	CMTD1A		Charcot-Marie-Tooth disease, dominant intermediate A		10q24.1-q25.1	10						620378	
9606	Homo sapiens	128251602	0	live	OBHP		Obesity and hypopigmentation		20q11	20						620195	
9606	Homo sapiens	126980184	0	live	APOGCDS		Familial apolipoprotein gene cluster deletion syndrome		11q23	11						620058	
9606	Homo sapiens	126057104	0	live	BRDCS1	C21DELq22, DEL21q22	Braddock-Carey syndrome 1		21q22	21						619980	
9606	Homo sapiens	124225058	0	live	DUPXQ13		Chromosome Xq13 duplication syndrome		Xq13.2-q13.3	X						301069	
9606	Homo sapiens	123670537	0	live	DEL1P36	C1DELp36	Chromosome 1p36 deletion syndrome, proximal		1p36	1						619343	
9606	Homo sapiens	123575591	0	live	C16DUPQ12	DUP16q12	Chromosome 16q12 duplication syndrome		16q12	16						619649	
9606	Homo sapiens	122757968	0	live	DFNB118		Deafness, autosomal recessive 118, with cochlear aplasia		8q22	8						619553	
9606	Homo sapiens	122757967	0	live	HYPOFP		Hypoplastic femurs and pelvis		10q24	10						619545	
9606	Homo sapiens	120623201	0	live	ENDOVESL		ENDOVE syndrome, limb-only type		2q14	2						619217	
9606	Homo sapiens	120325367	0	live	GEFSP7	FEB3B	Generalized epilepsy with febrile seizures plus, type 7		2q23-q24	2						613863	
9606	Homo sapiens	120284188	0	live	FGLDS2		Feingold syndrome 2		13q31.3	13						614326	
9606	Homo sapiens	119979774	0	live	DEL13Q33Q34	C13DELq33q34	Chromosome 13q33-q34 deletion syndrome		13q33-q34	13						619148	
9606	Homo sapiens	118027463	0	live	SRS2		Silver-Russell syndrome 2		7p13-q32	7						618905	
9606	Homo sapiens	117532354	0	live	DUP17Q11.2	C17DUPq11.2	Chromosome 17q11.2 duplication syndrome, 1.4-Mb		17q11.2	17						618874	
9606	Homo sapiens	117204004	0	live	C1DUPP36.33	DUP1p36.33	Chromosome 1p36.33 duplication syndrome, ATAD3 gene cluster		1p36.33	1						618815	
9606	Homo sapiens	117204003	0	live	MGR11		Migraine with or without aura, susceptibility to, 11		18q12.1	18						610209	
9606	Homo sapiens	117204002	0	live	MGR10		Migraine with or without aura, susceptibility to, 10		17p13.1	17						610208	
9606	Homo sapiens	116814567	0	live	BDPLT9		Bleeding disorder, platelet-type, 9		5q11.2	5						614200	
9606	Homo sapiens	116814566	0	live	BDPLT14		Bleeding disorder, platelet-type, 14		7q34	7						614158	
9606	Homo sapiens	115029024	0	live	DYT23		Dystonia 23		9q34	9						614860	
9606	Homo sapiens	114349542	0	live	MXLPO		Myxoid liposarcoma		12q13.1	12						613488	
9606	Homo sapiens	112499599	0	live	C1DELP35	DEL1p35	Chromosome 1p35 deletion syndrome		1p35	1						617930	
9606	Homo sapiens	112441440	0	live	MRD4		Mental retardation, autosomal dominant 4		11q24.2	11						612581	
9606	Homo sapiens	112272595	0	live	TTPP3		Thyrotoxic periodic paralysis, susceptibility to, 3		17q24.3	17						614834	
9606	Homo sapiens	110366357	0	live	PACD		Corneal dystrophy, posterior amorphous		12q21.33	12						612868	
9606	Homo sapiens	109819370	0	live	MBCS		Mulchandani-Bhoj-Conlin syndrome		20q11-q13	20						617352	
9606	Homo sapiens	109136577	0	live	DEL19Q13.11P	C19DELq13.11p	Chromosome 19q13.11 deletion syndrome, proximal		19q13.11	19						617219	
9606	Homo sapiens	108684029	0	live	DUPXQ25		Xq25 duplication syndrome		Xq25	X						300979	
9606	Homo sapiens	108353827	0	live	PARK21		Parkinson disease 21		3q22	3						616361	
9606	Homo sapiens	107648861	0	live	DEL11P13	C11DELp13	Chromosome 11p13 deletion syndrome, distal		11p13	11						616902	
9606	Homo sapiens	107522105	0	live	DEL15Q14	C15DELq14	Chromosome 15q14 deletion syndrome		15q14	15						616898	
9606	Homo sapiens	107181289	0	live	NBLST7		Neuroblastoma, susceptibility to, 7		11p15	11						616792	
9606	Homo sapiens	107063609	0	live	KAOGS		Kagami-Ogata syndrome		14q32	14						608149	
9606	Homo sapiens	106865367	0	live	MRD2		Mental retardation, autosomal dominant 2		9p24	9						614113	
9606	Homo sapiens	106799914	0	live	YUHAL		Yuan-Harel-Lupski syndrome		17p12-p11.2	17						616652	
9606	Homo sapiens	106699576	0	live	RC14S		Ring chromosome 14 syndrome			14						616606	
9606	Homo sapiens	106699575	0	live	DUP14Q32	C14DUPq32	Myeloproliferative neoplasms, familial, susceptibility to		14q32	14						616604	
9606	Homo sapiens	105463129	0	live	MRX88		Mental retardation, X-linked 88		Xq24	X						300852	
9606	Homo sapiens	105463127	0	live	PFHB2		Progressive familial heart block, type II		1q32	1						140400	
9606	Homo sapiens	105463126	0	live	ATOD9		Dermatitis, atopic, 9		3p24	3						613519	
9606	Homo sapiens	105463125	0	live	ATOD8		Dermatitis, atopic, 8		4q22.1	4						613518	
9606	Homo sapiens	105274375	0	live	TEMPS		Temple syndrome		14q32	14						616222	
9606	Homo sapiens	105180377	0	live	CMTS		Chronic mountain sickness, susceptibility to		12q13	12						616182	
9606	Homo sapiens	105031671	0	live	VVS		Syncope, familial vasovagal		15q26	15						609289	
9606	Homo sapiens	104326187	0	live	EA8		Episodic ataxia, type 8		1p36.13-p34.3	1						616055	
9606	Homo sapiens	103875461	0	live	SPDT		Spondyloepiphyseal dysplasia tarda, autosomal dominant		12q13	12						184100	
9606	Homo sapiens	103753528	0	live	DUPXP11.22	MRX17, MRX31	Xp11.22 microduplication syndrome		Xp11.22	X						300705	
9606	Homo sapiens	103611079	0	live	ASOBS		Asthma and obesity susceptibility, chromosome 16p11 inversion related		16p11	16						615835	
9606	Homo sapiens	103581096	0	live	OFC14		Orofacial cleft 14		1p31	1						615892	
9606	Homo sapiens	103344927	0	live	FRIASS	C14DELq22, DEL14q22	Frias syndrome		14q22.1-q22.3	14						609640	
9606	Homo sapiens	103171572	0	live	DUP8Q22.1	C8DUPq22.1	Leri pleonosteosis chromosome duplication syndrome		8q22.1	8						151200	
9606	Homo sapiens	103106902	0	live	ETL6		Epilepsy, familial temporal lobe, 6		3q25-q26	3						615697	
9606	Homo sapiens	102997065	0	live	DDD3		Dowling-Degos disease 3		17p13.3	17						615674	
9606	Homo sapiens	102997064	0	live	DEL5Q12	C5DELq12	Chromosome 5q12 deletion sydrome		5q12	5						615668	
9606	Homo sapiens	102775568	0	live	MRX95		Mental retardation, X-linked 95			X						300716	
9606	Homo sapiens	102775567	0	live	DDH2		Developmental dysplasia of the hip 2		3p22.2	3						615612	
9606	Homo sapiens	102775565	0	live	MRX92		Mental retardation, X-linked 92		Xp11.3	X						300851	
9606	Homo sapiens	102503428	0	live	DUP22Q13	C22DUPq13	Chromosome 22q13 duplication syndrome		22q13	22						615538	
9606	Homo sapiens	102216266	0	live	DEL3Q13.31	C13DELq13.31	Chromosome 3q13.31 deletion syndrome		3q13.31	3						615433	
9606	Homo sapiens	102095631	0	live	VUR7		Vesicoureteral reflux 7		12p11-q13	12						615390	
9606	Homo sapiens	101910199	0	live	PFFE1		Plasmodium falciparum fever episodes QTL1		10p15	10						611384	
9606	Homo sapiens	101867602	0	live	CTRCT29		Cataract 29, coralliform		2pter-p24	2						115800	
9606	Homo sapiens	101669760	0	live	PAURT1		Preauricular tag, isolated, autosomal dominant, 1		14q11.2-q12	14						610420	
9606	Homo sapiens	101448072	0	live	RLS8		Restless legs syndrome, susceptibility to, 8		5q31	5						615197	
9606	Homo sapiens	101448071	0	live	BWQTL4		Birth weight QTL4		6p22.3	6						615192	
9606	Homo sapiens	101409266	0	live	MRT35		Mental retardation, autosomal recessive 35		17q21.31-q22	17						615162	
9606	Homo sapiens	101290499	0	live	OPHLC	C1DUPp31.3, DUP1p31.3	Omphalocele due to duplication of 1p31.3		1p31.3	1						164750	
9606	Homo sapiens	101241899	0	live	KAZA3		Kala-azar, susceptibility to, 3		6q27	6						611382	
9606	Homo sapiens	101241898	0	live	KAZA2		Kala-azar, susceptibility to, 2		1p22	1						611381	
9606	Homo sapiens	101241897	0	live	PAPA5		Polydactyly, postaxial, type A5		13q13.3-q21	13						263450	
9606	Homo sapiens	101202686	0	live	ARCI7		Ichthyosis, congenital, autosomal recessive 7		12p11.2-q13.1	12						615022	
9606	Homo sapiens	101154752	0	live	PPKP1B		Keratoderma, palmoplantar, punctate type IB		8q24.13-q24.21	8						614936	
9606	Homo sapiens	101154649	0	live	MBNP		?Membranous nephropathy, susceptibility to		6p21.3	6						614692	
9606	Homo sapiens	101154642	0	live	CHDT3		Congenital heart defects, multiple types, 3		9q31.1	9						614954	
9606	Homo sapiens	101101770	0	live	ECTD6		Ectodermal dysplasia 6, hair/nail type		17p12-q21.2	17						614928	
9606	Homo sapiens	101101769	0	live	ECTD5		Ectodermal dysplasia 5, hair/nail type		10q24.32-q25.1	10						614927	
9606	Homo sapiens	101101768	0	live	ECTD8		Ectodermal dysplasia 8, hair/tooth/nail type		18q22.1-q22.3	18						602401	
9606	Homo sapiens	101060869	0	live	LVSKS		Levy-Shanske syndrome		15q26-qter	15						614846	
9606	Homo sapiens	101059903	0	live	HMSN5		Hereditary motor and sensory neuropathy V		4q34.3-q35.2	4						600361	
9606	Homo sapiens	101056702	0	live	HHV8S		Human herpesvirus 8, susceptibility to		3p22	3						614836	
9606	Homo sapiens	101027378	0	live	ETM3		Tremor, hereditary essential, 3		6p23	6						611456	
9606	Homo sapiens	100996949	0	live	PDA1		Patent ductus arteriosus, susceptibility to		12q24	12						607411	
9606	Homo sapiens	100996935	0	live	UAQTL6		Uric acid concentration, serum, QTL6		1q21.1	1						614747	
9606	Homo sapiens	100996934	0	live	UAQTL5		Uric acid concentration, serum, QTL5		19q13	19						614746	
9606	Homo sapiens	100913186	0	live	BDLN1		body length, human homolog of mouse body length 1		Xq24-q28	X						300054	
9606	Homo sapiens	100909387	0	live	CMH21		Cardiomyopathy, familial hypertrophic, 21		7p12.1-q21	7						614676	
9606	Homo sapiens	100909386	0	live	STUT3		Stuttering, familial persistent, 3		3q13.2-q13.33	3						614655	
9606	Homo sapiens	100909385	0	live	STUT4		Stuttering, familial persistent, 4		16q12.1-q23.1	16						614668	
9606	Homo sapiens	100887822	0	live	KTCN7		Keratoconus 7		13q32	13						614629	
9606	Homo sapiens	100887753	0	live	MPVQTL4		Mean platelet volume QTL4		6p21.3-p21.2	6						614644	
9606	Homo sapiens	100887752	0	live	MPVQTL5		Mean platelet volume QTL5		6q23.3	6						614645	
9606	Homo sapiens	100887751	0	live	MPVQTL6		Mean platelet volume QTL6		7q22.3	7						614646	
9606	Homo sapiens	100887743	0	live	DELXQ21	CXDELq21	Choroideremia, deafness, and mental retardation		Xq21	X						303110	
9606	Homo sapiens	100885803	0	live	KTCN8		Keratoconus 8		14q24.3	14						614628	
9606	Homo sapiens	100885802	0	live	KTCN6		Keratoconus 6		9q34	9						614623	
9606	Homo sapiens	100885801	0	live	KTCN5		Keratoconus 5		5q14.1-q21.3	5						614622	
9606	Homo sapiens	100885788	0	live	OTDD	C11DELq13, DEL11q13	Otodental dysplasia chromosome deletion syndrome		11q13	11						166750	
9606	Homo sapiens	100885787	0	live	DEL8Q12Q21	C8DELq12q21	Bor-Duane hydrocephalus contiguous gene syndrome		8q12.2-q21.2	8						600257	
9606	Homo sapiens	100885786	0	live	NMLFS	C8DELq22.1, DEL8q22.1	Nablus mask-like facial syndrome		8q22.1	8						608156	
9606	Homo sapiens	100885774	0	live	PDCOS		Podoconiosis, susceptibility to		6p21.3	6						614590	
9606	Homo sapiens	100884129	0	live	DUP17Q12	C17DUPq12	Chromosome 17q12 duplication syndrome		17q12	17						614526	
9606	Homo sapiens	100874533	0	live	DUPXQ27.3Q28	CXDUPq27.3q28	Chromosome Xq27.3-q28 duplication syndrome		Xq27.3-q28	X						300869	
9606	Homo sapiens	100874527	0	live	C16DELQ22	DEL16q22	Chromosome 16q22 deletion syndrome		16q22	16						614541	
9606	Homo sapiens	100861529	0	live	HHPP		Hyperhidrosis palmaris et plantaris		14q11.2-q13	14						144110	
9606	Homo sapiens	100859928	0	live	BMIQ16	C16DELp11.2, DEL16p.11.2	Chromosome 16p11.2 deletion syndrome, 220kb		16p11.2	16						613444	
9606	Homo sapiens	100859927	0	live	AAA4		Aortic aneurysm, familial abdominal, 4		12q13.3	12						614375	
9606	Homo sapiens	100852404	0	live	DEL17Q11.2	C17DELq11.2	chromosome 17q11.2 deletion syndrome	NF1 microdeletion syndrome|neurofibromatosis 1 microdeletion syndrome	17q11.2	17						613675	
9606	Homo sapiens	100852401	0	live	MRT30		Mental retardation, autosomal recessive 30		6q12-q15	6						614342	
9606	Homo sapiens	100852399	0	live	MRT31		Mental retardation, autosomal recessive 31		4q12-q13.1	4						614329	
9606	Homo sapiens	100852394	0	live	MRT33		Mental retardation, autosomal recessive 33		17p13.2-p13.1	17						614341	
9606	Homo sapiens	100852393	0	live	MRT29		Mental retardation, autosomal recessive 29		4q27-q28.2	4						614333	
9606	Homo sapiens	100820763	0	live	VUR6		Vesicoureteral reflux 6		18q12.3	18						614319	
9606	Homo sapiens	100820761	0	live	MRXSCS		Mental retardation, X-linked, syndromic, Chudley-Schwartz type		Xq21.33-q23	X						300861	
9606	Homo sapiens	100820760	0	live	VUR5		Vesicoureteral reflux 5		13q33.2	13						614318	
9606	Homo sapiens	100820758	0	live	CCCSX		Cerebral-cerebellar-coloboma syndrome, X-linked			X						300864	
9606	Homo sapiens	100820757	0	live	VUR4		Vesicoureteral reflux 4		5q14.2	5						614317	
