Conversion table of Accession No/ FLJ ID/ Clone ID/ Sequence ID/ Another Sequence ID
(Data by Extracting System of Accurate ORFs)

Accesion No	FLJ ID	Clone ID	Sequence ID	Another Sequence ID
AK057968	FLJ25239	STM02435	C-STM02435	
AK057969	FLJ25240	STM02519	C-STM02519	
AK057970	FLJ25241	STM02689	C-STM02689	
AK057971	FLJ25242	STM02717	C-STM02717	
AK057972	FLJ25243	STM03010	C-STM03010	
AK057973	FLJ25244	STM03069	C-STM03069	
AK057974	FLJ25245	STM03340	C-STM03340	
AK057975	FLJ25246	STM03354	C-STM03354	
AK057976	FLJ25247	STM03466	C-STM03466	
AK057977	FLJ25248	STM03469	C-STM03469	
AK057978	FLJ25249	STM03473	C-STM03473	
AK057979	FLJ25250	STM03501	C-STM03501	
AK057980	FLJ25251	STM03603	C-STM03603	
AK057981	FLJ25252	STM03814	C-STM03814	
AK057982	FLJ25253	STM03864	C-STM03864	
AK057983	FLJ25254	STM03907	C-STM03907	
AK057984	FLJ25255	STM03941	C-STM03941	
AK057985	FLJ25256	STM03946	C-STM03946	
AK057986	FLJ25257	STM04517	C-STM04517	
AK057987	FLJ25258	STM04577	C-STM04577	
AK057988	FLJ25259	STM04589	C-STM04589	
AK057989	FLJ25260	STM04650	C-STM04650	
AK057990	FLJ25261	STM04691	C-STM04691	
AK057991	FLJ25262	STM04837	C-STM04837	
AK057992	FLJ25263	STM05053	C-STM05053	
AK057993	FLJ25264	STM05057	C-STM05057	
AK057994	FLJ25265	STM05317	C-STM05317	
AK057995	FLJ25266	STM05361	C-STM05361	
AK057996	FLJ25267	STM05473	C-STM05473	
AK057997	FLJ25268	STM05518	C-STM05518	
AK057998	FLJ25269	STM05532	C-STM05532	
AK057999	FLJ25270	STM05566	C-STM05566	
AK058000	FLJ25271	STM05584	C-STM05584	
AK058001	FLJ25272	STM05694	C-STM05694	
AK058002	FLJ25273	STM05946	C-STM05946	
AK058003	FLJ25274	STM05962	C-STM05962	
AK058004	FLJ25275	STM06043	C-STM06043	
AK058005	FLJ25276	STM06239	C-STM06239	
AK058006	FLJ25277	STM06387	C-STM06387	
AK058007	FLJ25278	STM06393	C-STM06393	
AK058009	FLJ25280	STM06543	C-STM06543	
AK058010	FLJ25281	STM06612	C-STM06612	
AK058011	FLJ25282	STM06685	C-STM06685	
AK058012	FLJ25283	STM06716	C-STM06716	
AK058013	FLJ25284	STM06787	C-STM06787	
AK058014	FLJ25285	STM06796	C-STM06796	
AK058015	FLJ25286	STM06909	C-STM06909	
AK058016	FLJ25287	STM06919	C-STM06919	
AK058017	FLJ25288	STM07104	C-STM07104	
AK058018	FLJ25289	STM07125	C-STM07125	
AK058019	FLJ25290	STM07156	C-STM07156	
AK058020	FLJ25291	STM07183	C-STM07183	
AK058021	FLJ25292	STM07318	C-STM07318	
AK058022	FLJ25293	STM07384	C-STM07384	
AK058023	FLJ25294	STM07436	C-STM07436	
AK058024	FLJ25295	STM07531	C-STM07531	
AK058025	FLJ25296	STM07640	C-STM07640	
AK058026	FLJ25297	STM07657	C-STM07657	
AK058027	FLJ25298	STM07683	C-STM07683	
AK058028	FLJ25299	STM07710	C-STM07710	
AK058029	FLJ25300	STM07743	C-STM07743	
AK058030	FLJ25301	STM07812	C-STM07812	
AK058031	FLJ25302	STM07845	C-STM07845	
AK058032	FLJ25303	STM07904	C-STM07904	
AK058033	FLJ25304	SYN00206	C-SYN00206	
AK058034	FLJ25305	SYN00254	C-SYN00254	
AK058035	FLJ25306	SYN00262	C-SYN00262	
AK058036	FLJ25307	SYN00302	C-SYN00302	
AK058037	FLJ25308	SYN00939	C-SYN00939	
AK058038	FLJ25309	SYN00985	C-SYN00985	
AK058039	FLJ25310	SYN00991	C-SYN00991	
AK058040	FLJ25311	SYN01066	C-SYN01066	
AK058041	FLJ25312	SYN01070	C-SYN01070	
AK058042	FLJ25313	SYN01128	C-SYN01128	
AK058043	FLJ25314	SYN01173	C-SYN01173	
AK058044	FLJ25315	TST00114	C-TST00114	
AK058045	FLJ25316	TST00188	C-TST00188	
AK058046	FLJ25317	TST00194	C-TST00194	
AK058047	FLJ25318	TST00248	C-TST00248	
AK058048	FLJ25319	TST00259	C-TST00259	
AK058049	FLJ25320	TST00267	C-TST00267	
AK058050	FLJ25321	TST00273	C-TST00273	
AK058051	FLJ25322	TST00283	C-TST00283	
AK058052	FLJ25323	TST00323	C-TST00323	
AK058053	FLJ25324	TST00330	C-TST00330	
AK058054	FLJ25325	TST00332	C-TST00332	
AK058055	FLJ25326	TST00424	C-TST00424	
AK058056	FLJ25327	TST00450	C-TST00450	
AK058057	FLJ25328	TST00484	C-TST00484	
AK058058	FLJ25329	TST00542	C-TST00542	
AK058059	FLJ25330	TST00576	C-TST00576	
AK058060	FLJ25331	TST00608	C-TST00608	
AK058061	FLJ25332	TST00642	C-TST00642	
AK058062	FLJ25333	TST00656	C-TST00656	
AK058063	FLJ25334	TST00701	C-TST00701	
AK058064	FLJ25335	TST00708	C-TST00708	
AK058065	FLJ25336	TST00709	C-TST00709	
AK058066	FLJ25337	TST00714	C-TST00714	
AK058067	FLJ25338	TST00948	C-TST00948	
AK058068	FLJ25339	TST00959	C-TST00959	
AK058069	FLJ25340	TST00961	C-TST00961	
AK058070	FLJ25341	TST00973	C-TST00973	
AK058071	FLJ25342	TST01018	C-TST01018	
AK058073	FLJ25344	TST01087	C-TST01087	
AK058074	FLJ25345	TST01118	C-TST01118	
AK058075	FLJ25346	TST01172	C-TST01172	
AK058076	FLJ25347	TST01287	C-TST01287	
AK058077	FLJ25348	TST01415	C-TST01415	
AK058078	FLJ25349	TST01443	C-TST01443	
AK058079	FLJ25350	TST01503	C-TST01503	
AK058080	FLJ25351	TST01519	C-TST01519	
AK058081	FLJ25352	TST01556	C-TST01556	
AK058082	FLJ25353	TST01569	C-TST01569	
AK058083	FLJ25354	TST01578	C-TST01578	
AK058084	FLJ25355	TST01593	C-TST01593	
AK058085	FLJ25356	TST01687	C-TST01687	
AK058086	FLJ25357	TST01690	C-TST01690	
AK058087	FLJ25358	TST01694	C-TST01694	
AK058088	FLJ25359	TST01707	C-TST01707	
AK058089	FLJ25360	TST01708	C-TST01708	
AK058090	FLJ25361	TST01713	C-TST01713	
AK058091	FLJ25362	TST01724	C-TST01724	
AK058092	FLJ25363	TST01725	C-TST01725	
AK058093	FLJ25364	TST01761	C-TST01761	
AK058094	FLJ25365	TST01766	C-TST01766	
AK058095	FLJ25366	TST01784	C-TST01784	
AK058096	FLJ25367	TST01791	C-TST01791	
AK058097	FLJ25368	TST01809	C-TST01809	
AK058098	FLJ25369	TST01830	C-TST01830	
AK058099	FLJ25370	TST01870	C-TST01870	
AK058100	FLJ25371	TST01885	C-TST01885	
AK058101	FLJ25372	TST01887	C-TST01887	
AK172866	FLJ29002	TST01896	C-TST01896	
AK058102	FLJ25373	TST01951	C-TST01951	
AK058103	FLJ25374	TST01955	C-TST01955	
AK058104	FLJ25375	TST01981	C-TST01981	
AK058105	FLJ25376	TST02010	C-TST02010	
AK058106	FLJ25377	TST02084	C-TST02084	
AK058107	FLJ25378	TST02085	C-TST02085	
AK058108	FLJ25379	TST02111	C-TST02111	
AK058109	FLJ25380	TST02157	C-TST02157	
AK058110	FLJ25381	TST02166	C-TST02166	
AK058111	FLJ25382	TST02229	C-TST02229	
AK058112	FLJ25383	TST02290	C-TST02290	
AK058113	FLJ25384	TST02292	C-TST02292	
AK058114	FLJ25385	TST02301	C-TST02301	
AK058115	FLJ25386	TST02309	C-TST02309	
AK058116	FLJ25387	TST02319	C-TST02319	
AK058117	FLJ25388	TST02351	C-TST02351	
AK058118	FLJ25389	TST02354	C-TST02354	
AK058119	FLJ25390	TST02370	C-TST02370	
AK058120	FLJ25391	TST02371	C-TST02371	
AK058121	FLJ25392	TST02422	C-TST02422	
AK058122	FLJ25393	TST02536	C-TST02536	
AK058124	FLJ25395	TST02553	C-TST02553	
AK058125	FLJ25396	TST02591	C-TST02591	
AK058126	FLJ25397	TST02641	C-TST02641	
AK058127	FLJ25398	TST02653	C-TST02653	
AK058128	FLJ25399	TST02783	C-TST02783	
AK058129	FLJ25400	TST02788	C-TST02788	
AK058130	FLJ25401	TST02852	C-TST02852	
AK058131	FLJ25402	TST02870	C-TST02870	
AK058132	FLJ25403	TST02879	C-TST02879	
AK058133	FLJ25404	TST02888	C-TST02888	
AK058134	FLJ25405	TST02892	C-TST02892	
AK058135	FLJ25406	TST02903	C-TST02903	
AK058136	FLJ25407	TST02904	C-TST02904	
AK058137	FLJ25408	TST02965	C-TST02965	
AK058138	FLJ25409	TST03074	C-TST03074	
AK058139	FLJ25410	TST03087	C-TST03087	
AK058140	FLJ25411	TST03333	C-TST03333	
AK058141	FLJ25412	TST03394	C-TST03394	
AK058142	FLJ25413	TST03402	C-TST03402	
AK058143	FLJ25414	TST03428	C-TST03428	
AK058144	FLJ25415	TST03443	C-TST03443	
AK058145	FLJ25416	TST03452	C-TST03452	
AK058146	FLJ25417	TST03508	C-TST03508	
AK058147	FLJ25418	TST03512	C-TST03512	
AK058148	FLJ25419	TST03533	C-TST03533	
AK058149	FLJ25420	TST03665	C-TST03665	
AK058150	FLJ25421	TST03713	C-TST03713	
AK058151	FLJ25422	TST03753	C-TST03753	
AK058152	FLJ25423	TST03986	C-TST03986	
AK058153	FLJ25424	TST04169	C-TST04169	
AK058154	FLJ25425	TST04436	C-TST04436	
AK058155	FLJ25426	TST04705	C-TST04705	
AK058156	FLJ25427	TST04774	C-TST04774	
AK058157	FLJ25428	TST05354	C-TST05354	
AK058158	FLJ25429	TST05630	C-TST05630	
AK058159	FLJ25430	TST06262	C-TST06262	
AK058160	FLJ25431	TST06424	C-TST06424	
AK058161	FLJ25432	TST06444	C-TST06444	
AK058162	FLJ25433	TST06506	C-TST06506	
AK058163	FLJ25434	TST06728	C-TST06728	
AK058164	FLJ25435	TST08040	C-TST08040	
AK058165	FLJ25436	TST08261	C-TST08261	
AK058166	FLJ25437	TST08312	C-TST08312	
AK058167	FLJ25438	TST08327	C-TST08327	
AK058168	FLJ25439	TST08330	C-TST08330	
AK058169	FLJ25440	TST08383	C-TST08383	
AK058170	FLJ25441	TST08455	C-TST08455	
AK058171	FLJ25442	TST08489	C-TST08489	
AK058172	FLJ25443	TST08530	C-TST08530	
AK058173	FLJ25444	TST08539	C-TST08539	
AK058174	FLJ25445	TST08542	C-TST08542	
AK058175	FLJ25446	TST08605	C-TST08605	
AK058176	FLJ25447	TST08747	C-TST08747	
AK058177	FLJ25448	TST08756	C-TST08756	
AK058178	FLJ25449	TST08763	C-TST08763	
AK058179	FLJ25450	TST08764	C-TST08764	
AK058180	FLJ25451	TST08779	C-TST08779	
AK058181	FLJ25452	TST08814	C-TST08814	
AK058182	FLJ25453	TST08820	C-TST08820	
AK058183	FLJ25454	TST08839	C-TST08839	
AK058184	FLJ25455	TST08884	C-TST08884	
AK058185	FLJ25456	TST08919	C-TST08919	
AK058186	FLJ25457	TST08959	C-TST08959	
AK058187	FLJ25458	TST08962	C-TST08962	
AK058188	FLJ25459	TST09038	C-TST09038	
AK058189	FLJ25460	TST09046	C-TST09046	
AK058190	FLJ25461	TST09091	C-TST09091	
AK058191	FLJ25462	TST09217	C-TST09217	
AK058192	FLJ25463	TST09242	C-TST09242	
AK058193	FLJ25464	TST09243	C-TST09243	
AK058194	FLJ25465	TST09279	C-TST09279	
AK058195	FLJ25466	TST09304	C-TST09304	
AK058196	FLJ25467	TST09387	C-TST09387	
AK058197	FLJ25468	TST09451	C-TST09451	
AK058198	FLJ25469	TST09518	C-TST09518	
AK058199	FLJ25470	TST09537	C-TST09537	
AK058200	FLJ25471	TST09553	C-TST09553	
AK058201	FLJ25472	TST09616	C-TST09616	
AK058202	FLJ25473	TST09650	C-TST09650	
AK055720	FLJ31158	KIDNE1000008	C-KIDNE1000008	
AK055721	FLJ31159	KIDNE1000012	C-KIDNE1000012	
AK055722	FLJ31160	KIDNE1000015	C-KIDNE1000015	
AK055723	FLJ31161	KIDNE1000028	C-KIDNE1000028	
AK055724	FLJ31162	KIDNE1000036	C-KIDNE1000036	
AK055725	FLJ31163	KIDNE1000050	C-KIDNE1000050	
AK122599	FLJ16006	KIDNE1000064	C-KIDNE1000064	
AK055726	FLJ31164	KIDNE1000104	C-KIDNE1000104	
AK055727	FLJ31165	KIDNE1000121	C-KIDNE1000121	
AK055728	FLJ31166	KIDNE1000143	C-KIDNE1000143	
AK055729	FLJ31167	KIDNE1000145	C-KIDNE1000145	
AK055730	FLJ31168	KIDNE1000152	C-KIDNE1000152	
AK055731	FLJ31169	KIDNE2000026	C-KIDNE2000026	
AK055732	FLJ31170	KIDNE2000041	C-KIDNE2000041	
AK055733	FLJ31171	KIDNE2000046	C-KIDNE2000046	
AK055734	FLJ31172	KIDNE2000051	C-KIDNE2000051	
AK055735	FLJ31173	KIDNE2000070	C-KIDNE2000070	
AK055736	FLJ31174	KIDNE2000085	C-KIDNE2000085	
AK055737	FLJ31175	KIDNE2000167	C-KIDNE2000167	
AK055738	FLJ31176	KIDNE2000174	C-KIDNE2000174	
AK055739	FLJ31177	KIDNE2000192	C-KIDNE2000192	
AK055740	FLJ31178	KIDNE2000244	C-KIDNE2000244	
AK055741	FLJ31179	KIDNE2000245	C-KIDNE2000245	
AK055742	FLJ31180	KIDNE2000266	C-KIDNE2000266	
AK055743	FLJ31181	KIDNE2000287	C-KIDNE2000287	
AK055744	FLJ31182	KIDNE2000315	C-KIDNE2000315	
AK055745	FLJ31183	KIDNE2000317	C-KIDNE2000317	
AK055746	FLJ31184	KIDNE2000328	C-KIDNE2000328	
AK055747	FLJ31185	KIDNE2000330	C-KIDNE2000330	
AK055748	FLJ31186	KIDNE2000335	C-KIDNE2000335	
AK055749	FLJ31187	KIDNE2000349	C-KIDNE2000349	
AK055750	FLJ31188	KIDNE2000375	C-KIDNE2000375	
AK055751	FLJ31189	KIDNE2000383	C-KIDNE2000383	
AK055752	FLJ31190	KIDNE2000403	C-KIDNE2000403	
AK055753	FLJ31191	KIDNE2000422	C-KIDNE2000422	
AK055754	FLJ31192	KIDNE2000493	C-KIDNE2000493	
AK055755	FLJ31193	KIDNE2000497	C-KIDNE2000497	
AK055756	FLJ31194	KIDNE2000510	C-KIDNE2000510	
AK055757	FLJ31195	KIDNE2000513	C-KIDNE2000513	
AK055758	FLJ31196	KIDNE2000517	C-KIDNE2000517	
AK055759	FLJ31197	KIDNE2000519	C-KIDNE2000519	
AK055760	FLJ31198	KIDNE2000543	C-KIDNE2000543	
AK055761	FLJ31199	KIDNE2000555	C-KIDNE2000555	
AK055762	FLJ31200	KIDNE2000574	C-KIDNE2000574	
AK055763	FLJ31201	KIDNE2003185	C-KIDNE2003185	
AK055764	FLJ31202	KIDNE2003188	C-KIDNE2003188	
AK055765	FLJ31203	KIDNE2003233	C-KIDNE2003233	
AK055766	FLJ31204	KIDNE2003305	C-KIDNE2003305	
AK055767	FLJ31205	KIDNE2003316	C-KIDNE2003316	
AK055768	FLJ31206	KIDNE2003335	C-KIDNE2003335	
AK055769	FLJ31207	KIDNE2003357	C-KIDNE2003357	
AK055770	FLJ31208	KIDNE2003373	C-KIDNE2003373	
AK055771	FLJ31209	KIDNE2003377	C-KIDNE2003377	
AK055772	FLJ31210	KIDNE2003752	C-KIDNE2003752	
AK055773	FLJ31211	KIDNE2003764	C-KIDNE2003764	
AK055774	FLJ31212	KIDNE2003941	C-KIDNE2003941	
AK055775	FLJ31213	KIDNE2003994	C-KIDNE2003994	
AK055776	FLJ31214	KIDNE2004034	C-KIDNE2004034	
AK055777	FLJ31215	KIDNE2004054	C-KIDNE2004054	
AK055778	FLJ31216	KIDNE2004084	C-KIDNE2004084	
AK055779	FLJ31217	KIDNE2004095	C-KIDNE2004095	
AK055780	FLJ31218	KIDNE2004115	C-KIDNE2004115	
AK055781	FLJ31219	KIDNE2004233	C-KIDNE2004233	
AK055782	FLJ31220	KIDNE2004262	C-KIDNE2004262	
AK055783	FLJ31221	KIDNE2004279	C-KIDNE2004279	
AK055784	FLJ31222	KIDNE2004294	C-KIDNE2004294	
AK055785	FLJ31223	KIDNE2004295	C-KIDNE2004295	
AK055786	FLJ31224	KIDNE2004305	C-KIDNE2004305	
AK055787	FLJ31225	KIDNE2004344	C-KIDNE2004344	
AK055788	FLJ31226	KIDNE2004394	C-KIDNE2004394	
AK055789	FLJ31227	KIDNE2004411	C-KIDNE2004411	
AK055790	FLJ31228	KIDNE2004475	C-KIDNE2004475	
AK055791	FLJ31229	KIDNE2004519	C-KIDNE2004519	
AK055792	FLJ31230	KIDNE2004520	C-KIDNE2004520	
AK055793	FLJ31231	KIDNE2004534	C-KIDNE2004534	
AK055794	FLJ31232	KIDNE2004562	C-KIDNE2004562	
AK055795	FLJ31233	KIDNE2004579	C-KIDNE2004579	
AK055796	FLJ31234	KIDNE2004626	C-KIDNE2004626	
AK055797	FLJ31235	KIDNE2004681	C-KIDNE2004681	
AK055798	FLJ31236	KIDNE2004828	C-KIDNE2004828	
AK055799	FLJ31237	KIDNE2004846	C-KIDNE2004846	
AK055800	FLJ31238	KIDNE2004864	C-KIDNE2004864	
AK055801	FLJ31239	KIDNE2004879	C-KIDNE2004879	
AK055802	FLJ31240	KIDNE2004981	C-KIDNE2004981	
AK055803	FLJ31241	KIDNE2004985	C-KIDNE2004985	
AK055804	FLJ31242	KIDNE2004999	C-KIDNE2004999	
AK055805	FLJ31243	KIDNE2005038	C-KIDNE2005038	
AK055806	FLJ31244	KIDNE2005042	C-KIDNE2005042	
AK055807	FLJ31245	KIDNE2005062	C-KIDNE2005062	
AK055808	FLJ31246	KIDNE2005266	C-KIDNE2005266	
AK055809	FLJ31247	KIDNE2005296	C-KIDNE2005296	
AK055810	FLJ31248	KIDNE2005321	C-KIDNE2005321	
AK055811	FLJ31249	KIDNE2005327	C-KIDNE2005327	
AK055812	FLJ31250	KIDNE2005336	C-KIDNE2005336	
AK055813	FLJ31251	KIDNE2005400	C-KIDNE2005400	
AK055814	FLJ31252	KIDNE2005424	C-KIDNE2005424	
AK055815	FLJ31253	KIDNE2005477	C-KIDNE2005477	
AK055816	FLJ31254	KIDNE2005526	C-KIDNE2005526	
AK055817	FLJ31255	KIDNE2005603	C-KIDNE2005603	
AK055818	FLJ31256	KIDNE2005629	C-KIDNE2005629	
AK055819	FLJ31257	KIDNE2005676	C-KIDNE2005676	
AK055820	FLJ31258	KIDNE2005781	C-KIDNE2005781	
AK055821	FLJ31259	KIDNE2005798	C-KIDNE2005798	
AK055822	FLJ31260	KIDNE2005854	C-KIDNE2005854	
AK055823	FLJ31261	KIDNE2005908	C-KIDNE2005908	
AK055824	FLJ31262	KIDNE2005937	C-KIDNE2005937	
AK055825	FLJ31263	KIDNE2006009	C-KIDNE2006009	
AK055826	FLJ31264	KIDNE2006014	C-KIDNE2006014	
AK055827	FLJ31265	KIDNE2006030	C-KIDNE2006030	
AK055828	FLJ31266	KIDNE2006039	C-KIDNE2006039	
AK055829	FLJ31267	KIDNE2006053	C-KIDNE2006053	
AK055830	FLJ31268	KIDNE2006062	C-KIDNE2006062	
AK055831	FLJ31269	KIDNE2006092	C-KIDNE2006092	
AK055832	FLJ31270	KIDNE2006145	C-KIDNE2006145	
AK055833	FLJ31271	KIDNE2006149	C-KIDNE2006149	
AK055834	FLJ31272	KIDNE2006248	C-KIDNE2006248	
AK055835	FLJ31273	KIDNE2006299	C-KIDNE2006299	
AK055836	FLJ31274	KIDNE2006334	C-KIDNE2006334	
AK055837	FLJ31275	KIDNE2006353	C-KIDNE2006353	
AK055838	FLJ31276	KIDNE2006376	C-KIDNE2006376	
AK055839	FLJ31277	KIDNE2006378	C-KIDNE2006378	
AK055840	FLJ31278	KIDNE2006465	C-KIDNE2006465	
AK122600	FLJ16007	KIDNE2006580	C-KIDNE2006580	
AK055841	FLJ31279	KIDNE2006652	C-KIDNE2006652	
AK055842	FLJ31280	KIDNE2006687	C-KIDNE2006687	
AK055843	FLJ31281	KIDNE2006760	C-KIDNE2006760	
AK055844	FLJ31282	KIDNE2006775	C-KIDNE2006775	
AK055845	FLJ31283	KIDNE2006820	C-KIDNE2006820	
AK055846	FLJ31284	KIDNE2006880	C-KIDNE2006880	
AK055847	FLJ31285	KIDNE2007005	C-KIDNE2007005	
AK055848	FLJ31286	KIDNE2007077	C-KIDNE2007077	
AK055849	FLJ31287	KIDNE2007186	C-KIDNE2007186	
AK055850	FLJ31288	KIDNE2007222	C-KIDNE2007222	
AK055851	FLJ31289	KIDNE2007328	C-KIDNE2007328	
AK055852	FLJ31290	KIDNE2007352	C-KIDNE2007352	
AK055853	FLJ31291	KIDNE2007356	C-KIDNE2007356	
AK055854	FLJ31292	KIDNE2007422	C-KIDNE2007422	
AK055855	FLJ31293	KIDNE2007569	C-KIDNE2007569	
AK055856	FLJ31294	KIDNE2007810	C-KIDNE2007810	
AK055857	FLJ31295	KIDNE2007811	C-KIDNE2007811	
AK123036	FLJ41040	LIVER1000017	C-LIVER1000017	
AK055858	FLJ31296	LIVER1000050	C-LIVER1000050	
AK055859	FLJ31297	LIVER1000055	C-LIVER1000055	
AK055860	FLJ31298	LIVER1000058	C-LIVER1000058	
AK055861	FLJ31299	LIVER1000063	C-LIVER1000063	
AK055862	FLJ31300	LIVER1000067	C-LIVER1000067	
AK055863	FLJ31301	LIVER1000073	C-LIVER1000073	
AK055864	FLJ31302	LIVER1000079	C-LIVER1000079	
AK055865	FLJ31303	LIVER1000082	C-LIVER1000082	
AK055866	FLJ31304	LIVER1000099	C-LIVER1000099	
AK055867	FLJ31305	LIVER1000104	C-LIVER1000104	
AK055868	FLJ31306	LIVER1000111	C-LIVER1000111	
AK055869	FLJ31307	LIVER1000132	C-LIVER1000132	
AK055870	FLJ31308	LIVER1000139	C-LIVER1000139	
AK055871	FLJ31309	LIVER1000155	C-LIVER1000155	
AK055872	FLJ31310	LIVER1000165	C-LIVER1000165	
AK055873	FLJ31311	LIVER1000175	C-LIVER1000175	
AK055874	FLJ31312	LIVER1000224	C-LIVER1000224	
AK055875	FLJ31313	LIVER1000230	C-LIVER1000230	
AK055876	FLJ31314	LIVER1000278	C-LIVER1000278	
AK055877	FLJ31315	LIVER1000303	C-LIVER1000303	
AK055878	FLJ31316	LIVER1000397	C-LIVER1000397	
AK055879	FLJ31317	LIVER1000421	C-LIVER1000421	
AK055880	FLJ31318	LIVER1000433	C-LIVER1000433	
AK055881	FLJ31319	LIVER1000482	C-LIVER1000482	
AK055882	FLJ31320	LIVER1000542	C-LIVER1000542	
AK055883	FLJ31321	LIVER2000003	C-LIVER2000003	
AK055884	FLJ31322	LIVER2000033	C-LIVER2000033	
AK055885	FLJ31323	LIVER2000037	C-LIVER2000037	
AK055886	FLJ31324	LIVER2000158	C-LIVER2000158	
AK131206	FLJ16074	LIVER2000247	C-LIVER2000247	
AK055887	FLJ31325	LIVER2000360	C-LIVER2000360	
AK055888	FLJ31326	LIVER2000416	C-LIVER2000416	
AK055889	FLJ31327	LIVER2000446	C-LIVER2000446	
AK055890	FLJ31328	LIVER2000515	C-LIVER2000515	
AK055891	FLJ31329	MAMGL1000032	C-MAMGL1000032	
AK055892	FLJ31330	MAMGL1000035	C-MAMGL1000035	
AK055893	FLJ31331	MAMGL1000056	C-MAMGL1000056	
AK055894	FLJ31332	MAMGL1000096	C-MAMGL1000096	
AK055895	FLJ31333	MAMGL1000100	C-MAMGL1000100	
AK055896	FLJ31334	MAMGL1000132	C-MAMGL1000132	
AK055897	FLJ31335	MAMGL1000151	C-MAMGL1000151	
AK122646	FLJ16075	MAMGL1000173	C-MAMGL1000173	
AK055898	FLJ31336	MAMGL1000178	C-MAMGL1000178	
AK055899	FLJ31337	MAMGL1000182	C-MAMGL1000182	
AK055900	FLJ31338	MAMGL1000184	C-MAMGL1000184	
AK055901	FLJ31339	MESAN1000032	C-MESAN1000032	
AK055902	FLJ31340	MESAN1000035	C-MESAN1000035	
AK055903	FLJ31341	MESAN1000050	C-MESAN1000050	
AK055904	FLJ31342	MESAN1000079	C-MESAN1000079	
AK055905	FLJ31343	MESAN1000101	C-MESAN1000101	
AK055906	FLJ31344	MESAN1000121	C-MESAN1000121	
AK055907	FLJ31345	MESAN1000147	C-MESAN1000147	
AK055908	FLJ31346	MESAN1000180	C-MESAN1000180	
AK055909	FLJ31347	MESAN2000023	C-MESAN2000023	
AK055910	FLJ31348	MESAN2000026	C-MESAN2000026	
AK055911	FLJ31349	MESAN2000092	C-MESAN2000092	
AK055912	FLJ31350	MESAN2000149	C-MESAN2000149	
AK055913	FLJ31351	MESAN2000167	C-MESAN2000167	
AK055914	FLJ31352	MESAN2000238	C-MESAN2000238	
AK055915	FLJ31353	MESAN2000264	C-MESAN2000264	
AK055916	FLJ31354	MESAN2000267	C-MESAN2000267	
AK055917	FLJ31355	MESAN2000291	C-MESAN2000291	
AK055918	FLJ31356	MESAN2000337	C-MESAN2000337	
AK055919	FLJ31357	MESAN2000410	C-MESAN2000410	
AK055920	FLJ31358	MESAN2000434	C-MESAN2000434	
AK055921	FLJ31359	MESAN2000501	C-MESAN2000501	
AK055922	FLJ31360	MESAN2000572	C-MESAN2000572	
AK055923	FLJ31361	MESAN2008460	C-MESAN2008460	
AK055924	FLJ31362	NB9N41000011	C-NB9N41000011	
AK055925	FLJ31363	NB9N41000047	C-NB9N41000047	
AK055926	FLJ31364	NB9N41000121	C-NB9N41000121	
AK055927	FLJ31365	NB9N41000135	C-NB9N41000135	
AK055928	FLJ31366	NB9N41000142	C-NB9N41000142	
AK055929	FLJ31367	NB9N41000146	C-NB9N41000146	
AK055930	FLJ31368	NB9N42000042	C-NB9N42000042	
AK055931	FLJ31369	NB9N42000104	C-NB9N42000104	
AK055932	FLJ31370	NB9N42000122	C-NB9N42000122	
AK055933	FLJ31371	NB9N42000196	C-NB9N42000196	
AK055934	FLJ31372	NB9N42000281	C-NB9N42000281	
AK055935	FLJ31373	NB9N42000342	C-NB9N42000342	
AK055936	FLJ31374	NB9N42000430	C-NB9N42000430	
AK055937	FLJ31375	NB9N42000495	C-NB9N42000495	
AK055938	FLJ31376	NESOP1000010	C-NESOP1000010	
AK055939	FLJ31377	NESOP1000087	C-NESOP1000087	
AK055940	FLJ31378	NHNPC1000037	C-NHNPC1000037	
AK055941	FLJ31379	NHNPC1000084	C-NHNPC1000084	
AK055942	FLJ31380	NHNPC1000101	C-NHNPC1000101	
AK055943	FLJ31381	NHNPC1000124	C-NHNPC1000124	
AK055944	FLJ31382	NHNPC2000187	C-NHNPC2000187	
AK055945	FLJ31383	NHNPC2000206	C-NHNPC2000206	
AK055946	FLJ31384	NHNPC2000212	C-NHNPC2000212	
AK055947	FLJ31385	NT2NE1000004	C-NT2NE1000004	
AK055948	FLJ31386	NT2NE1000014	C-NT2NE1000014	
AK055949	FLJ31387	NT2NE1000018	C-NT2NE1000018	
AK055950	FLJ31388	NT2NE1000023	C-NT2NE1000023	
AK055951	FLJ31389	NT2NE1000024	C-NT2NE1000024	
AK055952	FLJ31390	NT2NE1000059	C-NT2NE1000059	
AK055953	FLJ31391	NT2NE1000063	C-NT2NE1000063	
AK055954	FLJ31392	NT2NE1000073	C-NT2NE1000073	
AK055955	FLJ31393	NT2NE1000083	C-NT2NE1000083	
AK055956	FLJ31394	NT2NE1000120	C-NT2NE1000120	
AK055957	FLJ31395	NT2NE1000122	C-NT2NE1000122	
AK055958	FLJ31396	NT2NE1000156	C-NT2NE1000156	
AK055959	FLJ31397	NT2NE1000163	C-NT2NE1000163	
AK055960	FLJ31398	NT2NE1000175	C-NT2NE1000175	
AK055961	FLJ31399	NT2NE1000181	C-NT2NE1000181	
AK055962	FLJ31400	NT2NE1000185	C-NT2NE1000185	
