ENSG_ID,NCBI_ID,HGNC_ID,collision,primary_gene_symbol,source
ENSG00000073670,GENE ID:4185,HGNC:189,MDC,ADAM11,ENSG
ENSG00000109436,GENE ID:23158,HGNC:21710,MDR1,TBC1D9,ENSG
ENSG00000085563,GENE ID:5243,HGNC:40,MDR1,ABCB1,ENSG
ENSG00000079393,GENE ID:51207,HGNC:19681,MDSP,DUSP13B,ENSG
ENSG00000293542,GENE ID:51207,,MDSP,DUSP13B,ENSG
ENSG00000293543,GENE ID:128854680,HGNC:56772,MDSP,DUSP13A,ENSG
ENSG00000197479,GENE ID:56125,HGNC:8682,ME2,PCDHB11,ENSG
ENSG00000291690,GENE ID:56125,HGNC:8682,ME2,PCDHB11,ENSG
ENSG00000075275,GENE ID:9620,HGNC:1850,ME2,CELSR1,ENSG
ENSG00000105664,GENE ID:1311,HGNC:2227,MED,COMP,ENSG
ENSG00000092758,GENE ID:1299,HGNC:2219,MED,COL9A3,ENSG
ENSG00000049089,GENE ID:1298,HGNC:2218,MED,COL9A2,ENSG
ENSG00000196876,GENE ID:6334,HGNC:10596,MED,SCN8A,ENSG
ENSG00000102034,GENE ID:2000,HGNC:3319,MEF,ELF4,ENSG
ENSG00000103313,GENE ID:4210,HGNC:6998,MEF,MEFV,ENSG
ENSG00000231265,,HGNC:44307,MEF,TRERNA1,ENSG
ENSG00000234443,GENE ID:110599563,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000258635,GENE ID:110599563,HGNC:38821,MEGT1,LY6G6F-LY6G6D,ENSG
ENSG00000236902,GENE ID:110599563,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000236902,GENE ID:58530,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000206402,GENE ID:110599563,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000234443,GENE ID:58530,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000226603,GENE ID:110599563,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000244355,GENE ID:110599563,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000244355,GENE ID:58530,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000225993,GENE ID:110599563,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000226603,GENE ID:58530,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000258880,GENE ID:110599563,HGNC:38821,MEGT1,LY6G6F-LY6G6D,ENSG
ENSG00000235302,GENE ID:110599563,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000259101,GENE ID:110599563,HGNC:38821,MEGT1,LY6G6F-LY6G6D,ENSG
ENSG00000235302,GENE ID:58530,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000250641,GENE ID:110599563,HGNC:38821,MEGT1,LY6G6F-LY6G6D,ENSG
ENSG00000225993,GENE ID:58530,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000206402,GENE ID:58530,HGNC:13935,MEGT1,LY6G6D,ENSG
ENSG00000087995,GENE ID:339175,HGNC:25755,METTL2,METTL2A,ENSG
ENSG00000165055,GENE ID:55798,HGNC:18272,METTL2,METTL2B,ENSG
ENSG00000163900,GENE ID:90407,HGNC:30544,MGC15397,TMEM41A,ENSG
ENSG00000166840,GENE ID:92292,HGNC:30519,MGC15397,GLYATL1,ENSG
ENSG00000213160,GENE ID:151230,HGNC:27506,MGC22679,KLHL23,ENSG
ENSG00000213160,GENE ID:100526832,HGNC:27506,MGC22679,KLHL23,ENSG
ENSG00000144362,GENE ID:493911,HGNC:28316,MGC22679,PHOSPHO2,ENSG
ENSG00000159214,GENE ID:149473,HGNC:28688,MGC45441,CCDC24,ENSG
ENSG00000177868,GENE ID:374969,HGNC:29204,MGC45441,SVBP,ENSG
ENSG00000136450,GENE ID:6426,HGNC:10780,MGC5228,SRSF1,ENSG
ENSG00000292376,GENE ID:124221,HGNC:28753,MGC5228,PRSS30P,ENSG
ENSG00000283070,,HGNC:28753,MGC5228,PRSS30P,ENSG
ENSG00000172460,,HGNC:28753,MGC5228,PRSS30P,ENSG
ENSG00000291300,GENE ID:124221,HGNC:28753,MGC5228,PRSS30P,ENSG
ENSG00000126561,GENE ID:6776,HGNC:11366,MGF,STAT5A,ENSG
ENSG00000049130,GENE ID:4254,HGNC:6343,MGF,KITLG,ENSG
ENSG00000261857,GENE ID:8190,HGNC:7076,MIA1,MIA,ENSG
ENSG00000163885,GENE ID:348807,HGNC:26842,MIA1,CFAP100,ENSG
ENSG00000130513,GENE ID:9518,HGNC:30142,MIC1,GDF15,ENSG
ENSG00000141452,GENE ID:29919,HGNC:24326,MIC1,RMC1,ENSG
ENSG00000117335,GENE ID:4179,HGNC:6953,MIC10,CD46,ENSG
ENSG00000173436,GENE ID:440574,HGNC:32068,MIC10,MICOS10,ENSG
ENSG00000104899,GENE ID:268,HGNC:464,MIF,AMH,ENSG
ENSG00000163220,GENE ID:6280,HGNC:10499,MIF,S100A9,ENSG
ENSG00000099977,GENE ID:100037417,HGNC:2732,MIF2,DDT,ENSG
ENSG00000275003,GENE ID:1652,HGNC:2732,MIF2,DDT,ENSG
ENSG00000275003,GENE ID:100037417,HGNC:2732,MIF2,DDT,ENSG
ENSG00000099977,GENE ID:1652,HGNC:2732,MIF2,DDT,ENSG
ENSG00000145241,GENE ID:1060,HGNC:1854,MIF2,CENPC,ENSG
ENSG00000189409,GENE ID:8510,HGNC:7171,MIFR,MMP23B,ENSG
ENSG00000215914,,HGNC:7170,MIFR,MMP23A,ENSG
ENSG00000118855,GENE ID:64747,HGNC:25874,MINERVA,MFSD1,ENSG
ENSG00000136830,GENE ID:64855,HGNC:25282,MINERVA,NIBAN2,ENSG
ENSG00000141503,GENE ID:50488,HGNC:17565,MINK,MINK1,ENSG
ENSG00000180509,GENE ID:3753,HGNC:6240,MINK,KCNE1,ENSG
ENSG00000274768,GENE ID:284106,HGNC:27578,MINT,CISD3,ENSG
ENSG00000065526,GENE ID:23013,HGNC:17575,MINT,SPEN,ENSG
ENSG00000277972,GENE ID:284106,HGNC:27578,MINT,CISD3,ENSG
ENSG00000009950,GENE ID:51085,HGNC:12744,MIO,MLXIPL,ENSG
ENSG00000164654,GENE ID:54468,HGNC:21905,MIO,MIOS,ENSG
ENSG00000027001,GENE ID:4285,HGNC:7104,MIP,MIPEP,ENSG
ENSG00000274847,GENE ID:727764,HGNC:31102,MIP,MAFIP,ENSG
ENSG00000083312,GENE ID:3842,HGNC:6401,MIP,TNPO1,ENSG
ENSG00000196459,GENE ID:6399,HGNC:23068,MIP-2A,TRAPPC2,ENSG
ENSG00000256060,GENE ID:10597,HGNC:10710,MIP-2A,TRAPPC2B,ENSG
ENSG00000081041,GENE ID:2920,HGNC:4603,MIP-2A,CXCL2,ENSG
ENSG00000141564,GENE ID:57521,HGNC:30287,MIP1,RPTOR,ENSG
ENSG00000083312,GENE ID:3842,HGNC:6401,MIP1,TNPO1,ENSG
ENSG00000119487,GENE ID:79109,HGNC:18752,MIP1,MAPKAP1,ENSG
ENSG00000281178,GENE ID:22877,HGNC:17055,MIR,MLXIP,ENSG
ENSG00000175727,GENE ID:22877,HGNC:17055,MIR,MLXIP,ENSG
ENSG00000165406,GENE ID:220972,HGNC:23356,MIR,MARCHF8,ENSG
ENSG00000278545,GENE ID:220972,HGNC:23356,MIR,MARCHF8,ENSG
ENSG00000007944,GENE ID:29116,HGNC:21155,MIR,MYLIP,ENSG
ENSG00000108175,GENE ID:57178,HGNC:16493,MIZ,ZMIZ1,ENSG
ENSG00000078043,GENE ID:9063,HGNC:17311,MIZ,PIAS2,ENSG
ENSG00000110492,GENE ID:4192,HGNC:6972,MK,MDK,ENSG
ENSG00000110921,GENE ID:4598,HGNC:7530,MK,MVK,ENSG
ENSG00000177272,GENE ID:3738,HGNC:6221,MK3,KCNA3,ENSG
ENSG00000114738,GENE ID:7867,HGNC:6888,MK3,MAPKAPK3,ENSG
ENSG00000112116,GENE ID:112744,HGNC:16404,ML-1,IL17F,ENSG
ENSG00000132932,GENE ID:51761,HGNC:13533,ML-1,ATP8A2,ENSG
ENSG00000140795,GENE ID:91807,HGNC:29826,MLCK,MYLK3,ENSG
ENSG00000065534,GENE ID:4638,HGNC:7590,MLCK,MYLK,ENSG
ENSG00000167548,GENE ID:8085,HGNC:7133,MLL2,KMT2D,ENSG
ENSG00000272333,GENE ID:9757,HGNC:15840,MLL2,KMT2B,ENSG
ENSG00000272333,GENE ID:9757,HGNC:15840,MLL4,KMT2B,ENSG
ENSG00000167548,GENE ID:8085,HGNC:7133,MLL4,KMT2D,ENSG
ENSG00000198788,GENE ID:4583,HGNC:7512,MLP,MUC2,ENSG
ENSG00000278466,GENE ID:4583,HGNC:7512,MLP,MUC2,ENSG
ENSG00000175130,GENE ID:65108,HGNC:7142,MLP,MARCKSL1,ENSG
ENSG00000293532,GENE ID:4583,HGNC:7512,MLP,MUC2,ENSG
ENSG00000129170,GENE ID:8048,HGNC:2472,MLP,CSRP3,ENSG
ENSG00000275331,GENE ID:368,HGNC:57,MLP1,ABCC6,ENSG
ENSG00000175130,GENE ID:65108,HGNC:7142,MLP1,MARCKSL1,ENSG
ENSG00000091262,GENE ID:368,HGNC:57,MLP1,ABCC6,ENSG
ENSG00000170180,GENE ID:2993,HGNC:4702,MN,GYPA,ENSG
ENSG00000107159,GENE ID:768,HGNC:1383,MN,CA9,ENSG
ENSG00000165204,GENE ID:392392,HGNC:8212,MNAB,OR1K1,ENSG
ENSG00000056586,GENE ID:54542,HGNC:21461,MNAB,RC3H2,ENSG
ENSG00000170180,GENE ID:2993,HGNC:4702,MNS,GYPA,ENSG
ENSG00000250361,GENE ID:2994,HGNC:4703,MNS,GYPB,ENSG
ENSG00000197465,GENE ID:2996,HGNC:4705,MNS,GYPE,ENSG
ENSG00000122375,GENE ID:94233,HGNC:14449,MOP,OPN4,ENSG
ENSG00000112038,GENE ID:4988,HGNC:8156,MOP,OPRM1,ENSG
ENSG00000139697,GENE ID:55206,HGNC:22973,MOP3,SBNO1,ENSG
ENSG00000133794,GENE ID:406,HGNC:701,MOP3,BMAL1,ENSG
ENSG00000007952,GENE ID:27035,HGNC:7889,MOX1,NOX1,ENSG
ENSG00000005102,GENE ID:4222,HGNC:7013,MOX1,MEOX1,ENSG
ENSG00000091972,GENE ID:4345,HGNC:7203,MOX1,CD200,ENSG
ENSG00000106511,GENE ID:4223,HGNC:7014,MOX2,MEOX2,ENSG
ENSG00000091972,GENE ID:4345,HGNC:7203,MOX2,CD200,ENSG
ENSG00000109270,GENE ID:8649,HGNC:15606,MP1,LAMTOR3,ENSG
ENSG00000107959,GENE ID:10531,HGNC:17663,MP1,PITRM1,ENSG
ENSG00000129422,GENE ID:57509,HGNC:29789,MP44,MTUS1,ENSG
ENSG00000163002,GENE ID:129401,HGNC:29797,MP44,NUP35,ENSG
ENSG00000135698,GENE ID:10200,HGNC:7214,MPP6,MPHOSPH6,ENSG
ENSG00000105926,GENE ID:51678,HGNC:18167,MPP6,PALS2,ENSG
ENSG00000177954,GENE ID:6232,HGNC:10416,MPS1,RPS27,ENSG
ENSG00000127415,GENE ID:3425,HGNC:5391,MPS1,IDUA,ENSG
ENSG00000112742,GENE ID:7272,HGNC:12401,MPS1,TTK,ENSG
ENSG00000101608,GENE ID:10627,HGNC:16701,MRCL3,MYL12A,ENSG
ENSG00000157335,GENE ID:283971,HGNC:28538,MRCL3,CLEC18C,ENSG
ENSG00000157335,GENE ID:348174,HGNC:28538,MRCL3,CLEC18C,ENSG
ENSG00000157335,GENE ID:124907806,HGNC:28538,MRCL3,CLEC18C,ENSG
ENSG00000134138,GENE ID:4212,HGNC:7001,MRG1,MEIS2,ENSG
ENSG00000218283,,HGNC:20400,MRG1,MORF4L1P1,ENSG
ENSG00000164442,GENE ID:10370,HGNC:1987,MRG1,CITED2,ENSG
ENSG00000105419,GENE ID:56917,HGNC:29537,MRG2,MEIS3,ENSG
ENSG00000179277,,HGNC:7002,MRG2,MEIS3P1,ENSG
ENSG00000112144,GENE ID:22858,HGNC:21219,MRK,CILK1,ENSG
ENSG00000091436,GENE ID:51776,HGNC:17797,MRK,MAP3K20,ENSG
ENSG00000118680,GENE ID:103910,HGNC:29827,MRLC2,MYL12B,ENSG
ENSG00000180209,GENE ID:29895,HGNC:29824,MRLC2,MYL11,ENSG
ENSG00000278183,GENE ID:4363,HGNC:51,MRP,ABCC1,ENSG
ENSG00000103222,GENE ID:4363,HGNC:51,MRP,ABCC1,ENSG
ENSG00000116729,GENE ID:79971,HGNC:30238,MRP,WLS,ENSG
ENSG00000137547,GENE ID:29088,HGNC:14054,MRP-L15,MRPL15,ENSG
ENSG00000115364,GENE ID:9801,HGNC:14052,MRP-L15,MRPL19,ENSG
ENSG00000106591,GENE ID:64983,HGNC:14035,MRP-L32,MRPL32,ENSG
ENSG00000180992,GENE ID:64928,HGNC:14279,MRP-L32,MRPL14,ENSG
ENSG00000103222,GENE ID:4363,HGNC:51,MRP1,ABCC1,ENSG
ENSG00000278183,GENE ID:4363,HGNC:51,MRP1,ABCC1,ENSG
ENSG00000113318,GENE ID:4437,HGNC:7326,MRP1,MSH3,ENSG
ENSG00000205078,GENE ID:100130958,HGNC:37236,MRP2,SYCE1L,ENSG
ENSG00000023839,GENE ID:1244,HGNC:53,MRP2,ABCC2,ENSG
ENSG00000150361,GENE ID:57626,HGNC:6352,MRP2,KLHL1,ENSG
ENSG00000275331,GENE ID:368,HGNC:57,MRP6,ABCC6,ENSG
ENSG00000163221,GENE ID:6283,HGNC:10489,MRP6,S100A12,ENSG
ENSG00000091262,GENE ID:368,HGNC:57,MRP6,ABCC6,ENSG
ENSG00000001626,GENE ID:1080,HGNC:1884,MRP7,CFTR,ENSG
ENSG00000124574,GENE ID:89845,HGNC:52,MRP7,ABCC10,ENSG
ENSG00000006071,GENE ID:6833,HGNC:59,MRP8,ABCC8,ENSG
ENSG00000121270,GENE ID:85320,HGNC:14639,MRP8,ABCC11,ENSG
ENSG00000143546,GENE ID:6279,HGNC:10498,MRP8,S100A8,ENSG
ENSG00000110079,GENE ID:51338,HGNC:13371,MS4A4,MS4A4A,ENSG
ENSG00000166959,GENE ID:83661,HGNC:13380,MS4A4,MS4A8,ENSG
ENSG00000115414,GENE ID:2335,HGNC:3778,MSF,FN1,ENSG
ENSG00000116690,GENE ID:10216,HGNC:9364,MSF,PRG4,ENSG
ENSG00000282302,GENE ID:10801,HGNC:7323,MSF,SEPTIN9,ENSG
ENSG00000184640,GENE ID:10801,HGNC:7323,MSF,SEPTIN9,ENSG
ENSG00000120149,GENE ID:4488,HGNC:7392,MSH,MSX2,ENSG
ENSG00000115138,GENE ID:5443,HGNC:9201,MSH,POMC,ENSG
ENSG00000173546,GENE ID:1464,HGNC:2466,MSK16,CSPG4,ENSG
ENSG00000157766,GENE ID:176,HGNC:319,MSK16,ACAN,ENSG
ENSG00000173531,GENE ID:4485,HGNC:7380,MSP,MST1,ENSG
ENSG00000263639,GENE ID:4477,HGNC:7372,MSP,MSMB,ENSG
ENSG00000185621,GENE ID:89782,HGNC:15991,MSP,LMLN,ENSG
ENSG00000161057,GENE ID:5701,HGNC:9548,MSS1,PSMC2,ENSG
ENSG00000130299,GENE ID:84705,HGNC:14880,MSS1,GTPBP3,ENSG
ENSG00000183155,GENE ID:5877,HGNC:9797,MSS4,RABIF,ENSG
ENSG00000107242,GENE ID:8395,HGNC:8995,MSS4,PIP5K1B,ENSG
ENSG00000130758,GENE ID:4294,HGNC:6849,MST,MAP3K10,ENSG
ENSG00000125459,GENE ID:55154,HGNC:29678,MST,MSTO1,ENSG
ENSG00000128309,GENE ID:4357,HGNC:7223,MST,MPST,ENSG
ENSG00000100982,GENE ID:63935,HGNC:16200,MT-A70,PCIF1,ENSG
ENSG00000165819,GENE ID:56339,HGNC:17563,MT-A70,METTL3,ENSG
ENSG00000205362,GENE ID:4489,HGNC:7393,MT1,MT1A,ENSG
ENSG00000275691,,HGNC:7401,MT1,MT1IP,ENSG
ENSG00000125144,GENE ID:4495,HGNC:7399,MT1,MT1G,ENSG
ENSG00000205358,GENE ID:4496,HGNC:7400,MT1,MT1H,ENSG
ENSG00000169688,GENE ID:4490,HGNC:7394,MT1,MT1B,ENSG
ENSG00000290662,GENE ID:4498,HGNC:7402,MT1,MT1JP,ENSG
ENSG00000169715,GENE ID:4493,HGNC:7397,MT1,MT1E,ENSG
ENSG00000205364,GENE ID:4499,HGNC:14296,MT1,MT1M,ENSG
ENSG00000198417,GENE ID:4494,HGNC:7398,MT1,MT1F,ENSG
ENSG00000290663,GENE ID:644314,,MT1,MT1IP,ENSG
ENSG00000260549,,HGNC:7404,MT1,MT1L,ENSG
ENSG00000255986,,HGNC:7402,MT1,MT1JP,ENSG
ENSG00000187193,GENE ID:4501,HGNC:7405,MT1,MT1X,ENSG
ENSG00000205364,GENE ID:4499,HGNC:14296,MT1K,MT1M,ENSG
ENSG00000125144,GENE ID:4495,HGNC:7399,MT1K,MT1G,ENSG
ENSG00000125148,GENE ID:4502,HGNC:7406,MT2,MT2A,ENSG
ENSG00000187045,GENE ID:164656,HGNC:16517,MT2,TMPRSS6,ENSG
ENSG00000146918,GENE ID:54892,HGNC:21904,MTB,NCAPG2,ENSG
ENSG00000255986,,HGNC:7402,MTB,MT1JP,ENSG
ENSG00000290662,GENE ID:4498,HGNC:7402,MTB,MT1JP,ENSG
ENSG00000181867,GENE ID:94033,HGNC:17345,MTF,FTMT,ENSG
ENSG00000163975,GENE ID:4241,HGNC:7037,MTF,MELTF,ENSG
ENSG00000260549,,HGNC:7404,MTF,MT1L,ENSG
ENSG00000163975,GENE ID:4241,HGNC:7037,MTF1,MELTF,ENSG
ENSG00000196132,GENE ID:4661,HGNC:7622,MTF1,MYT1,ENSG
ENSG00000276876,GENE ID:4661,HGNC:7622,MTF1,MYT1,ENSG
ENSG00000070985,GENE ID:29850,HGNC:14323,MTR1,TRPM5,ENSG
ENSG00000137200,GENE ID:23070,HGNC:21077,MTR1,CMTR1,ENSG
ENSG00000180917,GENE ID:55783,HGNC:25635,MTR2,CMTR2,ENSG
ENSG00000132661,GENE ID:29107,HGNC:15913,MTR2,NXT1,ENSG
ENSG00000292378,GENE ID:55783,HGNC:25635,MTR2,CMTR2,ENSG
ENSG00000147889,GENE ID:1029,HGNC:1787,MTS1,CDKN2A,ENSG
ENSG00000196154,GENE ID:6275,HGNC:10494,MTS1,S100A4,ENSG
ENSG00000254798,,HGNC:11638,MTTF1,TFAMP2,ENSG
ENSG00000230444,,HGNC:11636,MTTF1,TFAMP1,ENSG
ENSG00000106588,GENE ID:5683,HGNC:9531,MU,PSMA2,ENSG
ENSG00000134184,GENE ID:2944,HGNC:4632,MU,GSTM1,ENSG
ENSG00000188428,GENE ID:63915,HGNC:18561,MU,BLOC1S5,ENSG
ENSG00000129354,GENE ID:10053,HGNC:558,MU2,AP1M2,ENSG
ENSG00000161203,GENE ID:1173,HGNC:564,MU2,AP2M1,ENSG
ENSG00000215182,GENE ID:4586,HGNC:7515,MUC5,MUC5AC,ENSG
ENSG00000291363,GENE ID:4586,HGNC:7515,MUC5,MUC5AC,ENSG
ENSG00000117983,GENE ID:727897,HGNC:7516,MUC5,MUC5B,ENSG
ENSG00000137265,GENE ID:3662,HGNC:6119,MUM1,IRF4,ENSG
ENSG00000160953,GENE ID:84939,HGNC:29641,MUM1,PWWP3A,ENSG
ENSG00000170043,GENE ID:58485,HGNC:19894,MUM2,TRAPPC1,ENSG
ENSG00000146457,GENE ID:9589,HGNC:16846,MUM2,WTAP,ENSG
ENSG00000132950,GENE ID:9205,HGNC:13029,MYM,ZMYM5,ENSG
ENSG00000147130,GENE ID:9203,HGNC:13054,MYM,ZMYM3,ENSG
ENSG00000163867,GENE ID:9204,HGNC:13050,MYM,ZMYM6,ENSG
ENSG00000121741,GENE ID:7750,HGNC:12989,MYM,ZMYM2,ENSG
ENSG00000197056,GENE ID:79830,HGNC:26253,MYM,ZMYM1,ENSG
ENSG00000146463,GENE ID:9202,HGNC:13055,MYM,ZMYM4,ENSG
ENSG00000088836,GENE ID:83959,HGNC:16438,NABC1,SLC4A11,ENSG
ENSG00000064787,GENE ID:8537,HGNC:974,NABC1,BCAS1,ENSG
ENSG00000091592,GENE ID:22861,HGNC:14374,NAC,NLRP1,ENSG
ENSG00000047597,GENE ID:7504,HGNC:12811,NAC,XK,ENSG
ENSG00000160877,GENE ID:112939,HGNC:20967,NAC1,NACC1,ENSG
ENSG00000144285,GENE ID:6323,HGNC:10585,NAC1,SCN1A,ENSG
ENSG00000136546,GENE ID:6332,HGNC:10594,NAG,SCN7A,ENSG
ENSG00000108784,GENE ID:4669,HGNC:7632,NAG,NAGLU,ENSG
ENSG00000151779,GENE ID:51594,HGNC:15625,NAG,NBAS,ENSG
ENSG00000163512,GENE ID:64343,HGNC:24002,NAP1,AZI2,ENSG
ENSG00000101473,GENE ID:10005,HGNC:15919,NAP1,ACOT8,ENSG
ENSG00000187109,GENE ID:4673,HGNC:7637,NAP1,NAP1L1,ENSG
ENSG00000131400,GENE ID:9476,HGNC:13395,NAP1,NAPSA,ENSG
ENSG00000061676,GENE ID:10787,HGNC:7666,NAP1,NCKAP1,ENSG
ENSG00000169429,GENE ID:3576,HGNC:6025,NAP1,CXCL8,ENSG
ENSG00000131401,,HGNC:13396,NAP1L,NAPSB,ENSG
ENSG00000187109,GENE ID:4673,HGNC:7637,NAP1L,NAP1L1,ENSG
ENSG00000291230,GENE ID:256236,,NAP1L,NAPSB,ENSG
ENSG00000273562,GENE ID:4676,HGNC:7640,NAP2,NAP1L4,ENSG
ENSG00000131401,,HGNC:13396,NAP2,NAPSB,ENSG
ENSG00000205531,GENE ID:4676,HGNC:7640,NAP2,NAP1L4,ENSG
ENSG00000291230,GENE ID:256236,,NAP2,NAPSB,ENSG
ENSG00000110321,GENE ID:1982,HGNC:3297,NAT1,EIF4G2,ENSG
ENSG00000103546,GENE ID:6530,HGNC:11048,NAT1,SLC6A2,ENSG
ENSG00000173418,GENE ID:51126,HGNC:15908,NAT3,NAA20,ENSG
ENSG00000139209,GENE ID:55089,HGNC:14679,NAT3,SLC38A4,ENSG
ENSG00000121579,GENE ID:80218,HGNC:29533,NAT5,NAA50,ENSG
ENSG00000173418,GENE ID:51126,HGNC:15908,NAT5,NAA20,ENSG
ENSG00000033867,GENE ID:9497,HGNC:11033,NBC3,SLC4A7,ENSG
ENSG00000050438,GENE ID:9498,HGNC:11034,NBC3,SLC4A8,ENSG
ENSG00000073282,GENE ID:8626,HGNC:15979,NBP,TP63,ENSG
ENSG00000068120,GENE ID:80347,HGNC:29932,NBP,COASY,ENSG
ENSG00000187609,GENE ID:54932,HGNC:26023,NBR,EXD3,ENSG
ENSG00000130762,GENE ID:27237,HGNC:15515,NBR,ARHGEF16,ENSG
ENSG00000278789,GENE ID:55655,HGNC:22948,NBS1,NLRP2,ENSG
ENSG00000278682,GENE ID:55655,HGNC:22948,NBS1,NLRP2,ENSG
ENSG00000275399,GENE ID:55655,HGNC:22948,NBS1,NLRP2,ENSG
ENSG00000275843,GENE ID:55655,HGNC:22948,NBS1,NLRP2,ENSG
ENSG00000022556,GENE ID:55655,HGNC:22948,NBS1,NLRP2,ENSG
ENSG00000275796,GENE ID:55655,HGNC:22948,NBS1,NLRP2,ENSG
ENSG00000275082,GENE ID:55655,HGNC:22948,NBS1,NLRP2,ENSG
ENSG00000273992,GENE ID:55655,HGNC:22948,NBS1,NLRP2,ENSG
ENSG00000277060,GENE ID:55655,HGNC:22948,NBS1,NLRP2,ENSG
ENSG00000104320,GENE ID:4683,HGNC:7652,NBS1,NBN,ENSG
ENSG00000274638,GENE ID:55655,HGNC:22948,NBS1,NLRP2,ENSG
ENSG00000116679,GENE ID:10625,HGNC:16951,ND1,IVNS1ABP,ENSG
ENSG00000198888,GENE ID:4535,HGNC:7455,ND1,MT-ND1,ENSG
ENSG00000112079,GENE ID:11329,HGNC:17847,NDR,STK38,ENSG
ENSG00000136929,GENE ID:55363,HGNC:17509,NDR,HEMGN,ENSG
ENSG00000112079,GENE ID:11329,HGNC:17847,NDR1,STK38,ENSG
ENSG00000104419,GENE ID:10397,HGNC:7679,NDR1,NDRG1,ENSG
ENSG00000229767,GENE ID:780,HGNC:2730,NEP,DDR1,ENSG
ENSG00000234078,GENE ID:780,HGNC:2730,NEP,DDR1,ENSG
ENSG00000215522,GENE ID:780,HGNC:2730,NEP,DDR1,ENSG
ENSG00000223680,GENE ID:780,HGNC:2730,NEP,DDR1,ENSG
ENSG00000137332,GENE ID:780,HGNC:2730,NEP,DDR1,ENSG
ENSG00000204580,GENE ID:780,HGNC:2730,NEP,DDR1,ENSG
ENSG00000230456,GENE ID:780,HGNC:2730,NEP,DDR1,ENSG
ENSG00000196549,GENE ID:4311,HGNC:7154,NEP,MME,ENSG
ENSG00000103546,GENE ID:6530,HGNC:11048,NET,SLC6A2,ENSG
ENSG00000111145,GENE ID:2004,HGNC:3325,NET,ELK3,ENSG
ENSG00000065320,GENE ID:9423,HGNC:8029,NET1,NTN1,ENSG
ENSG00000103546,GENE ID:6530,HGNC:11048,NET1,SLC6A2,ENSG
ENSG00000134186,GENE ID:55119,HGNC:25512,NET1,PRPF38B,ENSG
ENSG00000165970,GENE ID:9152,HGNC:11051,NET1,SLC6A5,ENSG
ENSG00000227315,GENE ID:4758,HGNC:7758,NEU,NEU1,ENSG
ENSG00000228691,GENE ID:4758,HGNC:7758,NEU,NEU1,ENSG
ENSG00000234343,GENE ID:4758,HGNC:7758,NEU,NEU1,ENSG
ENSG00000184494,GENE ID:4758,HGNC:7758,NEU,NEU1,ENSG
ENSG00000227129,GENE ID:4758,HGNC:7758,NEU,NEU1,ENSG
ENSG00000141736,GENE ID:2064,HGNC:3430,NEU,ERBB2,ENSG
ENSG00000204386,GENE ID:4758,HGNC:7758,NEU,NEU1,ENSG
ENSG00000234846,GENE ID:4758,HGNC:7758,NEU,NEU1,ENSG
ENSG00000223957,GENE ID:4758,HGNC:7758,NEU,NEU1,ENSG
ENSG00000129455,GENE ID:11202,HGNC:6369,NEUROPSIN,KLK8,ENSG
ENSG00000124818,GENE ID:221391,HGNC:19992,NEUROPSIN,OPN5,ENSG
ENSG00000100811,GENE ID:7528,HGNC:12856,NF-E1,YY1,ENSG
ENSG00000102145,GENE ID:2623,HGNC:4170,NF-E1,GATA1,ENSG
ENSG00000270831,,HGNC:7772,NF1HHS,NF1P1,ENSG
ENSG00000290539,GENE ID:440225,,NF1HHS,NF1P2,ENSG
ENSG00000183574,GENE ID:6048,HGNC:10068,NG2,RNF5,ENSG
ENSG00000173546,GENE ID:1464,HGNC:2466,NG2,CSPG4,ENSG
ENSG00000228907,GENE ID:6048,HGNC:10068,NG2,RNF5,ENSG
ENSG00000227277,GENE ID:6048,HGNC:10068,NG2,RNF5,ENSG
ENSG00000204308,GENE ID:6048,HGNC:10068,NG2,RNF5,ENSG
ENSG00000225452,GENE ID:6048,HGNC:10068,NG2,RNF5,ENSG
ENSG00000223767,GENE ID:6048,HGNC:10068,NG2,RNF5,ENSG
ENSG00000228405,GENE ID:6048,HGNC:10068,NG2,RNF5,ENSG
ENSG00000006062,GENE ID:9020,HGNC:6853,NIK,MAP3K14,ENSG
ENSG00000071054,GENE ID:9448,HGNC:6866,NIK,MAP4K4,ENSG
ENSG00000282637,GENE ID:9020,HGNC:6853,NIK,MAP3K14,ENSG
ENSG00000140254,GENE ID:90527,HGNC:26507,NIP,DUOXA1,ENSG
ENSG00000123159,GENE ID:10755,HGNC:1226,NIP,GIPC1,ENSG
ENSG00000214960,GENE ID:729920,HGNC:37276,NIP,CRPPA,ENSG
