HGNC_ID,primary_gene_symbol,collision,NCBI_ID,ENSG_ID,source
HGNC:33696,SKP1P1,EMC19,GENE ID:6922,ENSG00000231234,HGNC
HGNC:10899,SKP1,EMC19,GENE ID:6500,ENSG00000113558,HGNC
HGNC:10967,SLC22A3,EMT,GENE ID:6581,ENSG00000146477,HGNC
HGNC:6171,ITK,EMT,GENE ID:3702,ENSG00000113263,HGNC
HGNC:30405,PRSS33,EOS,GENE ID:260429,ENSG00000103355,HGNC
HGNC:14534,SPAG11B,EP2,GENE ID:10407,ENSG00000164871,HGNC
HGNC:9594,PTGER2,EP2,GENE ID:5732,ENSG00000125384,HGNC
HGNC:3423,EPX,EPO,GENE ID:8288,ENSG00000121053,HGNC
HGNC:11820,TIMP1,EPO,GENE ID:7076,ENSG00000102265,HGNC
HGNC:593,BIRC5,EPR-1,GENE ID:332,ENSG00000089685,HGNC
HGNC:3318,ELF3,EPR-1,GENE ID:1999,ENSG00000163435,HGNC
HGNC:3467,ESR1,ER,GENE ID:2099,ENSG00000091831,HGNC
HGNC:3443,EREG,ER,GENE ID:2069,ENSG00000124882,HGNC
HGNC:1107,ZFP36L1,ERF1,GENE ID:677,ENSG00000185650,HGNC
HGNC:11744,TFAP2C,ERF1,GENE ID:7022,ENSG00000087510,HGNC
HGNC:27962,STING1,ERIS,GENE ID:340061,ENSG00000184584,HGNC
HGNC:24212,CISD2,ERIS,GENE ID:493856,ENSG00000145354,HGNC
HGNC:2121,CMKLR1,ERV1,GENE ID:1240,ENSG00000174600,HGNC
HGNC:4236,GFER,ERV1,GENE ID:2671,ENSG00000127554,HGNC
HGNC:1273,GATD3,ES1,GENE ID:8209,ENSG00000160221,HGNC
HGNC:1865,CES3,ES31,GENE ID:23491,ENSG00000172828,HGNC
HGNC:11529,EPCAM,ESA,GENE ID:4072,ENSG00000119888,HGNC
HGNC:9204,PON1,ESA,GENE ID:5444,ENSG00000005421,HGNC
HGNC:3758,FLOT2,ESA,GENE ID:2319,ENSG00000132589,HGNC
HGNC:3758,FLOT2,ESA1,GENE ID:2319,ENSG00000132589,HGNC
HGNC:5275,KAT5,ESA1,GENE ID:10524,ENSG00000172977,HGNC
HGNC:11840,TLE4,ESG,GENE ID:7091,ENSG00000106829,HGNC
HGNC:11838,TLE2,ESG,GENE ID:7089,ENSG00000065717,HGNC
HGNC:11839,TLE3,ESG,GENE ID:7090,ENSG00000140332,HGNC
HGNC:11837,TLE1,ESG,GENE ID:7088,ENSG00000196781,HGNC
HGNC:11837,TLE1,ESG1,GENE ID:7088,ENSG00000196781,HGNC
HGNC:24198,CTAG1A,ESO1,GENE ID:246100,ENSG00000268651,HGNC
HGNC:2491,CTAG1B,ESO1,GENE ID:1485,ENSG00000184033,HGNC
HGNC:24645,ESCO1,ESO1,GENE ID:114799,ENSG00000141446,HGNC
HGNC:16856,ESPL1,ESP1,GENE ID:9700,ENSG00000135476,HGNC
HGNC:2361,CRIP2,ESP1,GENE ID:1397,ENSG00000182809,HGNC
HGNC:6860,MAP3K8,EST,GENE ID:1326,ENSG00000107968,HGNC
HGNC:11377,SULT1E1,EST,GENE ID:6783,ENSG00000109193,HGNC
HGNC:18398,SMARCAD1,ETL1,GENE ID:56916,ENSG00000163104,HGNC
HGNC:6572,LGI1,ETL1,GENE ID:9211,ENSG00000108231,HGNC
HGNC:17466,SLC43A3,Eeg1,GENE ID:29015,ENSG00000134802,HGNC
HGNC:13179,IKZF4,Eos,GENE ID:64375,ENSG00000123411,HGNC
HGNC:19201,DPPA5,Esg1,GENE ID:340168,ENSG00000203909,HGNC
HGNC:32333,FAM138C,F379,GENE ID:654835,ENSG00000218839,HGNC
HGNC:33581,FAM138F,F379,GENE ID:641702,ENSG00000282591,HGNC
HGNC:33583,FAM138D,F379,GENE ID:677784,ENSG00000249054,HGNC
HGNC:32335,FAM138E,F379,GENE ID:100124412,ENSG00000248893,HGNC
HGNC:32334,FAM138A,F379,GENE ID:645520,ENSG00000237613,HGNC
HGNC:33582,FAM138B,F379,GENE ID:654412,ENSG00000226516,HGNC
HGNC:9508,PSEN1,FAD,GENE ID:5663,ENSG00000080815,HGNC
HGNC:1101,BRCA2,FAD,GENE ID:675,ENSG00000139618,HGNC
HGNC:3585,FANCD2,FAD,GENE ID:2177,ENSG00000144554,HGNC
HGNC:24671,FLAD1,FAD1,GENE ID:80308,ENSG00000160688,HGNC
HGNC:1101,BRCA2,FAD1,GENE ID:675,ENSG00000139618,HGNC
HGNC:3587,FANCF,FAF,GENE ID:2188,ENSG00000183161,HGNC
HGNC:12632,USP9X,FAF,GENE ID:8239,ENSG00000124486,HGNC
HGNC:43713,FALEC,FAL1,GENE ID:100874054,ENSG00000228126,HGNC
HGNC:40241,FOXD3-AS1,FAST,GENE ID:100996301,ENSG00000230798,HGNC
HGNC:24676,FASTK,FAST,GENE ID:10922,ENSG00000164896,HGNC
HGNC:13598,FBXL2,FBL2,GENE ID:25827,ENSG00000153558,HGNC
HGNC:13598,FBXL2,FBL3,GENE ID:25827,ENSG00000153558,HGNC
HGNC:13599,FBXL3,FBL3,GENE ID:26224,ENSG00000005812,HGNC
HGNC:13602,FBXL5,FBL4,GENE ID:26234,ENSG00000118564,HGNC
HGNC:13601,FBXL4,FBL4,GENE ID:26235,ENSG00000112234,HGNC
HGNC:13601,FBXL4,FBL5,GENE ID:26235,ENSG00000112234,HGNC
HGNC:13602,FBXL5,FBL5,GENE ID:26234,ENSG00000118564,HGNC
HGNC:13603,FBXL6,FBL6,GENE ID:26233,ENSG00000182325,HGNC
HGNC:13604,FBXL7,FBL6,GENE ID:23194,ENSG00000183580,HGNC
HGNC:13604,FBXL7,FBL7,GENE ID:23194,ENSG00000183580,HGNC
HGNC:13606,KDM2A,FBL7,GENE ID:22992,ENSG00000173120,HGNC
HGNC:16524,RAB14,FBP,GENE ID:51552,ENSG00000119396,HGNC
HGNC:4004,FUBP1,FBP,GENE ID:8880,ENSG00000162613,HGNC
HGNC:13587,FBXO8,FBS,GENE ID:26269,ENSG00000164117,HGNC
HGNC:20442,FBRS,FBS,GENE ID:64319,ENSG00000156860,HGNC
HGNC:24847,FBXO44,FBX30,GENE ID:93611,ENSG00000132879,HGNC
HGNC:16712,FBXW7,FBX30,GENE ID:55294,ENSG00000109670,HGNC
HGNC:4651,GTF2E2,FE,GENE ID:2961,ENSG00000197265,HGNC
HGNC:4650,GTF2E1,FE,GENE ID:2960,ENSG00000153767,HGNC
HGNC:317,AFP,FETA,GENE ID:174,ENSG00000081051,HGNC
HGNC:7551,MYBPC3,FHC,GENE ID:4607,ENSG00000134571,HGNC
HGNC:3976,FTH1,FHC,GENE ID:2495,ENSG00000167996,HGNC
HGNC:23355,DEPP1,FIG,GENE ID:11067,ENSG00000165507,HGNC
HGNC:17643,GOPC,FIG,GENE ID:57120,ENSG00000047932,HGNC
HGNC:15564,IL36B,FIL1,GENE ID:27177,ENSG00000136696,HGNC
HGNC:15562,IL36A,FIL1,GENE ID:27179,ENSG00000136694,HGNC
HGNC:15561,IL36RN,FIL1,GENE ID:26525,ENSG00000136695,HGNC
HGNC:15563,IL37,FIL1,GENE ID:27178,ENSG00000125571,HGNC
HGNC:17042,PUF60,FIR,GENE ID:22827,ENSG00000179950,HGNC
HGNC:16460,FARP2,FIR,GENE ID:9855,ENSG00000006607,HGNC
HGNC:25565,FIRRM,FLIP,GENE ID:55732,ENSG00000000460,HGNC
HGNC:1876,CFLAR,FLIP,GENE ID:8837,ENSG00000003402,HGNC
HGNC:25470,SUSD4,FLJ10052,GENE ID:55061,ENSG00000143502,HGNC
HGNC:11851,TLR5,FLJ10052,GENE ID:7100,ENSG00000187554,HGNC
HGNC:30483,PCMTD1,FLJ10883,GENE ID:115294,ENSG00000168300,HGNC
HGNC:15882,PCMTD2,FLJ10883,GENE ID:55251,ENSG00000203880,HGNC
HGNC:23377,FOCAD,FLJ20375,GENE ID:54914,ENSG00000188352,HGNC
HGNC:23378,BRD10,FLJ20375,GENE ID:158358,ENSG00000183354,HGNC
HGNC:37234,TMEM231,FLJ22167,GENE ID:79583,ENSG00000205084,HGNC
HGNC:1973,CHST5,FLJ22167,GENE ID:23563,ENSG00000135702,HGNC
HGNC:19845,SLC35F4,FLJ37712,GENE ID:341880,ENSG00000151812,HGNC
HGNC:23616,SLC35F3,FLJ37712,GENE ID:148641,ENSG00000183780,HGNC
HGNC:24772,CTAGE4,FLJ43692,GENE ID:100128553,ENSG00000288784,HGNC
HGNC:33846,ARHGEF35,FLJ43692,GENE ID:445328,ENSG00000213214,HGNC
HGNC:17012,CEP43,FOP,GENE ID:11116,ENSG00000213066,HGNC
HGNC:24511,CHTOP,FOP,GENE ID:26097,ENSG00000160679,HGNC
HGNC:10680,SDHA,FP,GENE ID:6389,ENSG00000073578,HGNC
HGNC:9600,PTGFR,FP,GENE ID:5737,ENSG00000122420,HGNC
HGNC:450,ALX4,FPP,GENE ID:60529,ENSG00000052850,HGNC
HGNC:7392,MSX2,FPP,GENE ID:4488,ENSG00000120149,HGNC
HGNC:17893,PGAP2,FRAG1,GENE ID:27315,ENSG00000148985,HGNC
HGNC:25752,ATAD5,FRAG1,GENE ID:79915,ENSG00000176208,HGNC
HGNC:3959,FRZB,FRITZ,GENE ID:2487,ENSG00000162998,HGNC
HGNC:3972,FSTL1,FRP,GENE ID:11167,ENSG00000163430,HGNC
HGNC:10776,SFRP1,FRP,GENE ID:6422,ENSG00000104332,HGNC
HGNC:20460,GBGT1,FS,GENE ID:26301,ENSG00000148288,HGNC
HGNC:3971,FST,FS,GENE ID:10468,ENSG00000134363,HGNC
HGNC:21411,AIFM2,FSP1,GENE ID:84883,ENSG00000042286,HGNC
HGNC:11231,ATL1,FSP1,GENE ID:51062,ENSG00000198513,HGNC
HGNC:10494,S100A4,FSP1,GENE ID:6275,ENSG00000196154,HGNC
HGNC:11950,TNNT3,FSSV,GENE ID:7140,ENSG00000130595,HGNC
HGNC:11946,TNNI2,FSSV,GENE ID:7136,ENSG00000130598,HGNC
HGNC:4010,FUS,FUS1,GENE ID:2521,ENSG00000089280,HGNC
HGNC:17034,TUSC2,FUS1,GENE ID:11334,ENSG00000114383,HGNC
HGNC:18683,EIF4A3,Fal1,GENE ID:9775,ENSG00000141543,HGNC
HGNC:24679,FBXL20,Fbl2,GENE ID:84961,ENSG00000108306,HGNC
HGNC:15600,FBXO30,Fbx30,GENE ID:84085,ENSG00000118496,HGNC
HGNC:27245,ATP8B5P,FetA,GENE ID:158381,ENSG00000179766,HGNC
HGNC:4381,GNA13,G13,GENE ID:10672,ENSG00000120063,HGNC
HGNC:2349,ATF6B,G13,GENE ID:1388,ENSG00000213676,HGNC
HGNC:10068,RNF5,G16,GENE ID:6048,ENSG00000204308,HGNC
HGNC:8633,PBX2,G17,GENE ID:5089,ENSG00000204304,HGNC
HGNC:18044,SLC38A3,G17,GENE ID:10991,ENSG00000188338,HGNC
HGNC:13945,GPSM3,G18,GENE ID:63940,ENSG00000213654,HGNC
HGNC:1984,CISH,G18,GENE ID:1154,ENSG00000114737,HGNC
HGNC:13918,PRRC2A,G2,GENE ID:7916,ENSG00000204469,HGNC
HGNC:24836,KIAA1549L,G2,GENE ID:25758,ENSG00000110427,HGNC
HGNC:2412,CRYGEP,G2,GENE ID:200575,ENSG00000229150,HGNC
HGNC:31959,GAGE2D,GAGE8,GENE ID:729408,,HGNC
HGNC:31960,GAGE2E,GAGE8,GENE ID:26749,ENSG00000275113,HGNC
HGNC:34447,LGALS7B,GAL7,GENE ID:653499,ENSG00000178934,HGNC
HGNC:6568,LGALS7,GAL7,GENE ID:3963,ENSG00000205076,HGNC
HGNC:28707,PAGR1,GAS,GENE ID:79447,ENSG00000280789,HGNC
HGNC:4122,GALNS,GAS,GENE ID:2588,ENSG00000141012,HGNC
HGNC:24834,GPRASP1,GASP,GENE ID:9737,ENSG00000198932,HGNC
HGNC:34518,VOPP1,GASP,GENE ID:81552,ENSG00000154978,HGNC
HGNC:2752,PIAS1,GBP,GENE ID:8554,ENSG00000033800,HGNC
HGNC:6561,LGALS1,GBP,GENE ID:3956,ENSG00000100097,HGNC
HGNC:4801,HADHA,GBP,GENE ID:3030,ENSG00000084754,HGNC
HGNC:31092,TMEM132A,GBP,GENE ID:54972,ENSG00000006118,HGNC
HGNC:11180,SOD2,GC1,GENE ID:6648,ENSG00000291237,HGNC
HGNC:19954,SLC25A22,GC1,GENE ID:79751,ENSG00000177542,HGNC
HGNC:17190,OLFM4,GC1,GENE ID:10562,ENSG00000102837,HGNC
HGNC:4678,GUCA1A,GCAP,GENE ID:2978,ENSG00000048545,HGNC
HGNC:441,ALPG,GCAP,GENE ID:251,ENSG00000163286,HGNC
HGNC:20900,TRMT6,GCD10,GENE ID:51605,ENSG00000089195,HGNC
HGNC:16148,CRLS1,GCD10,GENE ID:54675,ENSG00000088766,HGNC
HGNC:19717,GMCL2,GCL,GENE ID:64396,ENSG00000244234,HGNC
HGNC:15990,GCA,GCL,GENE ID:25801,ENSG00000115271,HGNC
HGNC:4201,KAT2A,GCN5,GENE ID:2648,ENSG00000108773,HGNC
HGNC:8638,KAT2B,GCN5,GENE ID:8850,ENSG00000114166,HGNC
HGNC:18599,TUBGCP2,GCP2,GENE ID:10844,ENSG00000130640,HGNC
HGNC:4427,GOLGA4,GCP2,GENE ID:2803,ENSG00000144674,HGNC
HGNC:3788,FOLH1,GCP2,GENE ID:2346,ENSG00000086205,HGNC
HGNC:4311,GCLC,GCS,GENE ID:2729,ENSG00000001084,HGNC
HGNC:12524,UGCG,GCS,GENE ID:7357,ENSG00000148154,HGNC
HGNC:10986,SLC25A16,GDA,GENE ID:8034,ENSG00000122912,HGNC
HGNC:4335,GLUD1,GDH,GENE ID:2746,ENSG00000148672,HGNC
HGNC:12525,UGDH,GDH,GENE ID:7358,ENSG00000109814,HGNC
HGNC:18246,CRYL1,GDH,GENE ID:51084,ENSG00000165475,HGNC
HGNC:16272,MAML3,GDN,GENE ID:55534,ENSG00000196782,HGNC
HGNC:8951,SERPINE2,GDN,GENE ID:5270,ENSG00000135919,HGNC
HGNC:11117,SMN1,GEMIN1,GENE ID:6606,ENSG00000172062,HGNC
HGNC:11118,SMN2,GEMIN1,GENE ID:6607,ENSG00000205571,HGNC
HGNC:26181,RMND5B,GID2,GENE ID:64777,ENSG00000145916,HGNC
HGNC:25850,RMND5A,GID2,GENE ID:64795,ENSG00000153561,HGNC
HGNC:7097,MIF,GIF,GENE ID:4282,ENSG00000240972,HGNC
HGNC:7408,MT3,GIF,GENE ID:4504,ENSG00000087250,HGNC
HGNC:2654,CCN1,GIG1,GENE ID:3491,ENSG00000142871,HGNC
HGNC:7830,NKG7,GIG1,GENE ID:4818,ENSG00000105374,HGNC
HGNC:14324,C1QTNF1,GIP,GENE ID:114897,ENSG00000173918,HGNC
HGNC:4385,GNAI2,GIP,GENE ID:2771,ENSG00000114353,HGNC
HGNC:14942,PPP1R3B,GL,GENE ID:79660,ENSG00000173281,HGNC
HGNC:21652,OSTM1,GL,GENE ID:28962,ENSG00000081087,HGNC
HGNC:24650,EHMT1,GLP,GENE ID:79813,ENSG00000181090,HGNC
HGNC:13567,GOLGA6A,GLP,GENE ID:342096,ENSG00000159289,HGNC
HGNC:37245,ZGLP1,GLP-1,GENE ID:100125288,ENSG00000220201,HGNC
HGNC:4191,GCG,GLP-1,GENE ID:2641,ENSG00000115263,HGNC
HGNC:4191,GCG,GLP1,GENE ID:2641,ENSG00000115263,HGNC
HGNC:37245,ZGLP1,GLP1,GENE ID:100125288,ENSG00000220201,HGNC
HGNC:4581,GRIK3,GLUR7,GENE ID:2899,ENSG00000163873,HGNC
HGNC:4599,GRM7,GLUR7,GENE ID:2917,ENSG00000196277,HGNC
HGNC:18067,SLC2A12,GLUT8,GENE ID:154091,ENSG00000146411,HGNC
HGNC:13812,SLC2A8,GLUT8,GENE ID:29988,ENSG00000136856,HGNC
HGNC:11011,SLC2A6,GLUT9,GENE ID:11182,ENSG00000160326,HGNC
HGNC:24766,GOLT1A,GOT1,GENE ID:127845,ENSG00000174567,HGNC
HGNC:20175,GOLT1B,GOT1,GENE ID:51026,ENSG00000111711,HGNC
HGNC:1693,CD68,GP110,GENE ID:968,ENSG00000129226,HGNC
HGNC:15759,ADRM1,GP110,GENE ID:11047,ENSG00000130706,HGNC
HGNC:15714,LRPPRC,GP130,GENE ID:10128,ENSG00000138095,HGNC
HGNC:6021,IL6ST,GP130,GENE ID:3572,ENSG00000134352,HGNC
HGNC:2171,CNTN1,GP135,GENE ID:1272,ENSG00000018236,HGNC
HGNC:2301,CPD,GP180,GENE ID:1362,ENSG00000108582,HGNC
HGNC:9666,PTPRC,GP180,GENE ID:5788,ENSG00000081237,HGNC
HGNC:1932,CHI3L1,GP39,GENE ID:1116,ENSG00000133048,HGNC
HGNC:29602,PDPN,GP40,GENE ID:10630,ENSG00000162493,HGNC
HGNC:1695,CD7,GP40,GENE ID:924,ENSG00000173762,HGNC
HGNC:19680,GPBAR1,GPCR,GENE ID:151306,ENSG00000179921,HGNC
HGNC:24884,OXER1,GPCR,GENE ID:165140,ENSG00000162881,HGNC
HGNC:4035,ACKR1,GPD,GENE ID:2532,ENSG00000213088,HGNC
HGNC:4704,GYPC,GPD,GENE ID:2995,ENSG00000136732,HGNC
HGNC:7669,NCOA2,GRIP1,GENE ID:10499,ENSG00000140396,HGNC
HGNC:15788,LGALS12,GRIP1,GENE ID:85329,ENSG00000133317,HGNC
HGNC:25205,UCMA,GRP,GENE ID:221044,ENSG00000165623,HGNC
HGNC:25012,LGALSL,GRP,GENE ID:29094,ENSG00000119862,HGNC
HGNC:11799,THRB,GRTH,GENE ID:7068,ENSG00000151090,HGNC
HGNC:18698,DDX25,GRTH,GENE ID:29118,ENSG00000109832,HGNC
HGNC:16818,PUDP,GS1,GENE ID:8226,ENSG00000130021,HGNC
HGNC:7602,MYO5A,GS1,GENE ID:4644,ENSG00000197535,HGNC
HGNC:9766,RAB27A,GS2,GENE ID:5873,ENSG00000069974,HGNC
HGNC:24887,PNPLA4,GS2,GENE ID:8228,ENSG00000006757,HGNC
HGNC:1564,KYAT1,GTK,GENE ID:883,ENSG00000171097,HGNC
HGNC:3955,FRK,GTK,GENE ID:2444,ENSG00000111816,HGNC
HGNC:7944,NPR2,GUCY2B,GENE ID:4882,ENSG00000159899,HGNC
HGNC:7945,NPR3,GUCY2B,GENE ID:4883,ENSG00000113389,HGNC
HGNC:19873,GALNT10,GalNAc-T10,GENE ID:55568,ENSG00000164574,HGNC
HGNC:16347,GALNT17,GalNAc-T5L,GENE ID:64409,ENSG00000185274,HGNC
HGNC:21725,GALNTL5,GalNAc-T5L,GENE ID:168391,ENSG00000106648,HGNC
HGNC:22946,GALNT14,GalNac-T10,GENE ID:79623,ENSG00000158089,HGNC
HGNC:8573,PAEP,GdA,GENE ID:5047,ENSG00000122133,HGNC
HGNC:32291,ZNF704,Gig1,GENE ID:619279,ENSG00000164684,HGNC
HGNC:13446,SLC2A9,Glut9,GENE ID:56606,ENSG00000109667,HGNC
HGNC:3454,ERV3-1,H-PLK,GENE ID:2086,ENSG00000213462,HGNC
HGNC:12897,ZNF117,H-plk,GENE ID:51351,ENSG00000152926,HGNC
HGNC:13518,CLIC4,H1,GENE ID:25932,ENSG00000169504,HGNC
HGNC:14579,VPS45,H1,GENE ID:11311,ENSG00000136631,HGNC
HGNC:10026,RLN1,H1,GENE ID:6013,ENSG00000107018,HGNC
HGNC:10027,RLN2,H2,GENE ID:6019,ENSG00000107014,HGNC
HGNC:3688,FGFR1,H2,GENE ID:2260,ENSG00000077782,HGNC
HGNC:24071,TUBA3D,H2-ALPHA,GENE ID:113457,ENSG00000075886,HGNC
HGNC:12407,TUBA4A,H2-ALPHA,GENE ID:7277,ENSG00000127824,HGNC
HGNC:4735,H2AC17,H2A.1,GENE ID:8336,ENSG00000278677,HGNC
HGNC:4724,H2AC8,H2A.1,GENE ID:3012,ENSG00000277075,HGNC
HGNC:14455,H2AB3,H2A.B.1,GENE ID:83740,ENSG00000277745,HGNC
HGNC:18298,H2AB2,H2A.B.1,GENE ID:474381,ENSG00000277858,HGNC
HGNC:4736,H2AC18,H2A/q,GENE ID:8337,ENSG00000288825,HGNC
HGNC:4738,H2AC20,H2A/q,GENE ID:8338,ENSG00000184260,HGNC
HGNC:4757,H2BC4,H2B.1,GENE ID:8347,ENSG00000180596,HGNC
HGNC:4760,H2BC21,H2B.1,GENE ID:8349,ENSG00000184678,HGNC
HGNC:20503,H3C14,H3,GENE ID:126961,ENSG00000203811,HGNC
HGNC:17135,RLN3,H3,GENE ID:117579,ENSG00000171136,HGNC
HGNC:3688,FGFR1,H3,GENE ID:2260,ENSG00000077782,HGNC
HGNC:4769,H3C6,H3.1,GENE ID:8353,ENSG00000274750,HGNC
HGNC:4768,H3C3,H3.1,GENE ID:8352,ENSG00000287080,HGNC
HGNC:4783,H4C6,H4,GENE ID:8361,ENSG00000274618,HGNC
HGNC:3688,FGFR1,H4,GENE ID:2260,ENSG00000077782,HGNC
HGNC:18782,CCDC6,H4,GENE ID:8030,ENSG00000108091,HGNC
HGNC:9165,SEPTIN4,H5,GENE ID:5414,ENSG00000108387,HGNC
HGNC:9164,SEPTIN5,H5,GENE ID:5413,ENSG00000184702,HGNC
HGNC:3688,FGFR1,H5,GENE ID:2260,ENSG00000077782,HGNC
HGNC:17102,ARHGAP45,HA-1,GENE ID:23526,ENSG00000180448,HGNC
HGNC:13880,MYO1G,HA-2,GENE ID:64005,ENSG00000136286,HGNC
HGNC:11246,SPINT1,HAI,GENE ID:6692,ENSG00000166145,HGNC
HGNC:11344,ST14,HAI,GENE ID:6768,ENSG00000149418,HGNC
HGNC:9865,RARB,HAP,GENE ID:5915,ENSG00000077092,HGNC
HGNC:10469,RTN3,HAP,GENE ID:10313,ENSG00000133318,HGNC
HGNC:26795,ANKS4B,HARP,GENE ID:257629,ENSG00000175311,HGNC
HGNC:490,ANGPTL2,HARP,GENE ID:23452,ENSG00000136859,HGNC
HGNC:11102,SMARCAL1,HARP,GENE ID:50485,ENSG00000138375,HGNC
HGNC:15894,PANK2,HARP,GENE ID:80025,ENSG00000125779,HGNC
HGNC:26785,HNF1A-AS1,HAS1,GENE ID:283460,ENSG00000241388,HGNC
HGNC:14005,PEG10,HB-1,GENE ID:23089,ENSG00000242265,HGNC
HGNC:29677,HMHB1,HB-1,GENE ID:57824,ENSG00000158497,HGNC
HGNC:3365,ENTPD3,HB6,GENE ID:956,ENSG00000168032,HGNC
HGNC:4826,HBM,HBK,GENE ID:3042,ENSG00000206177,HGNC
HGNC:4829,HBD,HBK,GENE ID:3045,ENSG00000223609,HGNC
HGNC:10904,SLBP,HBP,GENE ID:7884,ENSG00000163950,HGNC
HGNC:4857,HDLBP,HBP,GENE ID:3069,ENSG00000115677,HGNC
HGNC:913,AZU1,HBP,GENE ID:566,ENSG00000172232,HGNC
HGNC:17176,HEBP1,HBP,GENE ID:50865,ENSG00000013583,HGNC
HGNC:10588,SCN2A,HBSCI,GENE ID:6326,ENSG00000136531,HGNC
HGNC:10585,SCN1A,HBSCI,GENE ID:6323,ENSG00000144285,HGNC
HGNC:24411,CYCSP38,HC2,GENE ID:360184,ENSG00000259513,HGNC
HGNC:9530,PSMA1,HC2,GENE ID:5682,ENSG00000129084,HGNC
HGNC:4838,SERPIND1,HC2,GENE ID:3053,ENSG00000099937,HGNC
HGNC:9531,PSMA2,HC3,GENE ID:5683,ENSG00000106588,HGNC
HGNC:24398,CYCSP24,HC3,GENE ID:360177,ENSG00000227666,HGNC
HGNC:20095,CYCSP1,HC5,GENE ID:122950,ENSG00000271423,HGNC
HGNC:9537,PSMB1,HC5,GENE ID:5689,ENSG00000008018,HGNC
HGNC:9532,PSMA3,HC8,GENE ID:5684,ENSG00000100567,HGNC
HGNC:24409,CYCSP35,HC8,GENE ID:121916,ENSG00000233549,HGNC
HGNC:23798,MAGEC3,HCA2,GENE ID:139081,ENSG00000165509,HGNC
HGNC:24827,HCAR2,HCA2,GENE ID:338442,ENSG00000182782,HGNC
HGNC:21285,ADCY10,HCA2,GENE ID:55811,ENSG00000143199,HGNC
HGNC:16824,HCAR3,HCA3,GENE ID:8843,ENSG00000255398,HGNC
HGNC:24935,MAGEE2,HCA3,GENE ID:139599,ENSG00000186675,HGNC
HGNC:14669,DCD,HCAP,GENE ID:117159,ENSG00000161634,HGNC
HGNC:2468,SMC3,HCAP,GENE ID:9126,ENSG00000108055,HGNC
HGNC:10612,CCL14,HCC-1,GENE ID:6358,ENSG00000276409,HGNC
HGNC:10613,CCL15,HCC-2,GENE ID:6359,ENSG00000275718,HGNC
HGNC:14050,MRPS11,HCC-2,GENE ID:64963,ENSG00000181991,HGNC
HGNC:10614,CCL16,HCC-4,GENE ID:6360,ENSG00000275152,HGNC
HGNC:9907,RBMS1,HCC-4,GENE ID:5937,ENSG00000153250,HGNC
HGNC:30935,YY1AP1,HCCA2,GENE ID:55249,ENSG00000163374,HGNC
HGNC:24904,MOB2,HCCA2,GENE ID:81532,ENSG00000182208,HGNC
HGNC:14251,BRI3BP,HCCR-2,GENE ID:140707,ENSG00000184992,HGNC
HGNC:24241,LETMD1,HCCR-2,GENE ID:25875,ENSG00000050426,HGNC
HGNC:16452,CGB5,HCG,GENE ID:93659,ENSG00000189052,HGNC
HGNC:1885,CGA,HCG,GENE ID:1081,ENSG00000135346,HGNC
HGNC:16289,TRIM31,HCG1,GENE ID:11074,ENSG00000204616,HGNC
HGNC:14089,XAB2,HCNP,GENE ID:56949,ENSG00000076924,HGNC
HGNC:8630,PEBP1,HCNP,GENE ID:5037,ENSG00000089220,HGNC
HGNC:2321,CPOX,HCP,GENE ID:1371,ENSG00000080819,HGNC
HGNC:9658,PTPN6,HCP,GENE ID:5777,ENSG00000111679,HGNC
HGNC:453,AMBP,HCP,GENE ID:259,ENSG00000106927,HGNC
HGNC:30521,SLC46A1,HCP1,GENE ID:113235,ENSG00000076351,HGNC
HGNC:8791,PDE7A,HCP1,GENE ID:5150,ENSG00000205268,HGNC
HGNC:24383,CYCSP51,HCP1,GENE ID:343045,ENSG00000229357,HGNC
HGNC:5187,PRMT1,HCP1,GENE ID:3276,ENSG00000126457,HGNC
HGNC:1612,CCRL2,HCR,GENE ID:9034,ENSG00000121797,HGNC
HGNC:13930,CCHCR1,HCR,GENE ID:54535,ENSG00000204536,HGNC
HGNC:24921,EIF2AK1,HCR,GENE ID:27102,ENSG00000086232,HGNC
HGNC:19986,CYCS,HCS,GENE ID:54205,ENSG00000172115,HGNC
HGNC:4976,HLCS,HCS,GENE ID:3141,ENSG00000159267,HGNC
HGNC:14534,SPAG11B,HE2,GENE ID:10407,ENSG00000164871,HGNC
HGNC:33342,SPAG11A,HE2,GENE ID:653423,ENSG00000178287,HGNC
HGNC:4288,GJB6,HED,GENE ID:10804,ENSG00000121742,HGNC
HGNC:3157,EDA,HED,GENE ID:1896,ENSG00000158813,HGNC
HGNC:3396,EPHB6,HEP,GENE ID:2051,ENSG00000106123,HGNC
HGNC:33879,DNLZ,HEP,GENE ID:728489,ENSG00000213221,HGNC
HGNC:28737,BACC1,HEPIS,GENE ID:124944,ENSG00000258315,HGNC
HGNC:25142,IFTAP,HEPIS,GENE ID:119710,ENSG00000166352,HGNC
HGNC:6018,IL6,HGF,GENE ID:3569,ENSG00000136244,HGNC
HGNC:11187,SOS1,HGF,GENE ID:6654,ENSG00000115904,HGNC
HGNC:6622,LIPF,HGL,GENE ID:8513,ENSG00000182333,HGNC
HGNC:6629,LLGL2,HGL,GENE ID:3993,ENSG00000073350,HGNC
HGNC:6636,LMNA,HGPS,GENE ID:4000,ENSG00000160789,HGNC
