,NCBI_ID,gene_symbol,collision,source,HGNC_ID,ENSG_ID,alias_symbol
410,GENE ID:1056,CEL,FAP,NCBI,HGNC:1848,ENSG00000170835,"BAL,BSDL,BSSL,CELL,CEase,FAP,FAPP,LIPA,MODY8"
411,GENE ID:11146,GLMN,FAP,NCBI,HGNC:14373,ENSG00000174842,"FAP,FAP48,FAP68,FKBPAP,GLML,GVM,VMGLOM"
412,GENE ID:2194,FASN,FAS,NCBI,HGNC:3594,ENSG00000169710,"FAS,OA-519,SDR27X1"
413,GENE ID:54751,FBLIM1,FBLP1,NCBI,HGNC:24686,ENSG00000162458,"CAL,FBLP-1,FBLP1"
414,GENE ID:8570,KHSRP,FBP2,NCBI,HGNC:6316,ENSG00000088247,"FBP2,FUBP2,KSRP,p75"
415,GENE ID:64430,PCNX4,FBP2,NCBI,HGNC:20349,ENSG00000126773,"C14orf135,FBP2,PCNXL4"
416,GENE ID:55294,FBXW7,FBXO30,NCBI,HGNC:16712,ENSG00000109670,"AGO,CDC4,DEDHIL,FBW6,FBW7,FBX30,FBXO30,FBXW6,SEL-10,SEL10,hAgo,hCdc4"
417,GENE ID:26271,FBXO5,FBXO31,NCBI,HGNC:13584,ENSG00000112029,"EMI1,FBX5,Fbxo31"
418,GENE ID:2213,FCGR2B,FCGR2C,NCBI,HGNC:3618,ENSG00000072694,"CD32,CD32B,FCG2,FCGR2,FCGR2C,FcGRIIB,FcRII-c,FcgammaRIIb,IGFR2"
419,GENE ID:2215,FCGR3B,FCGR3A,NCBI,HGNC:3620,ENSG00000162747,"CD16,CD16-I,CD16A,CD16b,FCG3,FCGR3,FCGR3A,FCR-10,FCRIII,FCRIIIb"
420,GENE ID:84824,FCRLA,FCRL1,NCBI,HGNC:18504,ENSG00000132185,"FCRL,FCRL1,FCRLM1,FCRLX,FCRLb,FCRLc1,FCRLc2,FCRLd,FCRLe,FCRX,FREB"
421,GENE ID:127943,FCRLB,FCRL2,NCBI,HGNC:26431,ENSG00000162746,"FCRL2,FCRLM2,FCRLY,FREB-2,FREB2,FcRY"
423,GENE ID:56929,FEM1C,FEM1A,NCBI,HGNC:16933,ENSG00000145780,"EUROIMAGE686608,EUROIMAGE783647,FEM1A"
424,GENE ID:11178,LZTS1,FEZ1,NCBI,HGNC:13861,ENSG00000061337,"F37,FEZ1"
425,GENE ID:56246,MRAP,FGD2,NCBI,HGNC:1304,ENSG00000170262,"B27,C21orf61,FALP,FGD2,GCCD2,MRAP1"
426,GENE ID:2258,FGF13,FGF2,NCBI,HGNC:3670,ENSG00000129682,"DEE90,FGF-13,FGF2,FHF-2,FHF2,LINC00889,XLID110"
427,GENE ID:3075,CFH,FH,NCBI,HGNC:4883,ENSG00000000971,"AHUS1,AMBP1,ARMD4,ARMS1,CFHL3,FH,FHL1,HF,HF1,HF2,HUS"
428,GENE ID:3949,LDLR,FH,NCBI,HGNC:6547,ENSG00000130164,"FH,FHC,FHCL1,LDLCQ2"
430,GENE ID:201294,UNC13D,FHL3,NCBI,HGNC:23147,ENSG00000092929,"FHL3,HLH3,HPLH3,Munc13-4"
431,GENE ID:6813,STXBP2,FHL5,NCBI,HGNC:11445,ENSG00000076944,"FHL5,Hunc18b,MUNC18-2,UNC18-2,UNC18B,pp10122,unc-18B"
432,GENE ID:91010,FMNL3,FHOD3,NCBI,HGNC:23698,ENSG00000161791,"FHOD3,FRL2,WBP-3,WBP3"
433,GENE ID:1145,CHRNE,FIM1,NCBI,HGNC:1966,ENSG00000108556,"ACHRE,CMS1A1,CMS1D,CMS1E,CMS2A,CMS4A,CMS4B,CMS4C,FCCMS,FIM1,FIMG,FIMG1,MGI,SCCMS"
434,GENE ID:2260,FGFR1,FLG,NCBI,HGNC:3688,ENSG00000077782,"BFGFR,CD331,CEK,ECCL,FGFBR,FGFR-1,FLG,FLT-2,FLT2,HBGFR,HH2,HRTFDS,KAL2,N-SAM,OGD,bFGF-R-1"
435,GENE ID:2314,FLII,FLI1,NCBI,HGNC:3750,ENSG00000177731,"CMD2J,FLI,FLIL,Fli1"
436,GENE ID:100996928,FMC1-LUC7L2,FMC1,NCBI,HGNC:44671,ENSG00000269955,"C7orf55,C7orf55-LUC7L2,FMC1"
437,GENE ID:2329,FMO4,FMO2,NCBI,HGNC:3772,ENSG00000076258,FMO2
438,GENE ID:106478973,FMR1-IT1,FMR1,NCBI,HGNC:41333,,FMR1
439,GENE ID:108684022,FRAXA,FMR1,NCBI,HGNC:3945,,FMR1
440,GENE ID:100529261,CHURC1-FNTB,FNTB,NCBI,HGNC:42960,ENSG00000125954,"FNTB,FTase-beta"
441,GENE ID:2350,FOLR2,FOLR1,NCBI,HGNC:3793,ENSG00000165457,"BETA-HFR,FBP,FBP/PL-1,FOLR1,FR-BETA,FR-P3,FRbeta"
442,GENE ID:286380,FOXD4L3,FOXD4L4,NCBI,HGNC:18523,ENSG00000187559,"FOXD4B,FOXD4L2,FOXD4L4,FOXD6"
443,GENE ID:100288524,FOXL3-OT1,FOXL3,NCBI,HGNC:54640,ENSG00000248767,"FOXL3,WI2-2373I1.2"
444,GENE ID:729288,ZNF286B,FOXO3B,NCBI,HGNC:33241,ENSG00000290687,"FOXO3B,ZNF286C,ZNF286L,ZNF590"
445,GENE ID:118924,FRA10AC1,FRA10A,NCBI,HGNC:1162,ENSG00000148690,"C10orf4,F26C11.1-like,FRA10A,NEDGFC"
446,GENE ID:867,CBL,FRA11B,NCBI,HGNC:1541,ENSG00000110395,"C-CBL,CBL2,FRA11B,NSLL,RNF55"
447,GENE ID:51741,WWOX,FRA16D,NCBI,HGNC:12799,ENSG00000186153,"D16S432E,DEE28,EIEE28,FOR,FRA16D,HHCMA56,PRO0128,SCAR12,SDR41C1,WOX1"
448,GENE ID:2332,FMR1,FRAXA,NCBI,HGNC:3775,ENSG00000102081,"FMRP,FRAXA,POF,POF1"
449,GENE ID:2334,AFF2,FRAXE,NCBI,HGNC:3776,ENSG00000155966,"FMR2,FMR2P,FRAXE,MRX2,OX19,XLID109"
450,GENE ID:728798,FRMPD2B,FRMPD2,NCBI,HGNC:16843,ENSG00000293529,"FRMPD2,FRMPD2L1,FRMPD2L2,FRMPD2P1,FRMPD2P2,FRMPDP2,PDZD5A,PDZD5B,PDZD5C,PDZK4,PDZK5A,PDZK5B,PDZK5C,bA556L1.2,yX59F3.2"
451,GENE ID:107985781,FSIP2-AS1,FSIP2-AS2,NCBI,HGNC:40978,ENSG00000231646,FSIP2-AS2
452,GENE ID:100533181,FXYD6-FXYD2,FXYD6,NCBI,HGNC:39978,ENSG00000255245,FXYD6
453,GENE ID:8326,FZD9,FZD3,NCBI,HGNC:4047,ENSG00000188763,"CD349,FZD3"
454,GENE ID:106479861,RNU6-664P,FZD5,NCBI,HGNC:47627,ENSG00000199251,FZD5
455,GENE ID:8266,UBL4A,G6PD,NCBI,HGNC:12505,ENSG00000102178,"DX254E,DXS254E,G6PD,GDX,GET5,MDY2,TMA24,UBL4"
456,GENE ID:128869,PIGU,GAB1,NCBI,HGNC:15791,ENSG00000101464,"CDC91L1,GAB1,GPIBD21,NEDBSS,PIG-U"
457,GENE ID:8327,GABPAP,GABPB1,NCBI,HGNC:4072,,"E4TF1,E4TF1B,GABPB1"
458,GENE ID:2553,GABPB1,GABPB2,NCBI,HGNC:4074,ENSG00000104064,"BABPB2,E4TF1,E4TF1-47,E4TF1-53,E4TF1B,GABPB,GABPB-1,GABPB2,NRF2B1,NRF2B2"
459,GENE ID:2543,GAGE1,GAGE4,NCBI,HGNC:4098,ENSG00000205777,"CT4.1,CT4.4,GAGE-1,GAGE-4,GAGE4"
460,GENE ID:100008586,GAGE12F,GAGE7,NCBI,HGNC:31906,ENSG00000236362,"AL4,CT4.7,GAGE-7,GAGE-7B,GAGE-8,GAGE7,GAGE7B"
461,GENE ID:26749,GAGE2E,GAGE8,NCBI,HGNC:31960,,"GAGE-2E,GAGE8"
462,GENE ID:729408,GAGE2D,GAGE8,NCBI,HGNC:31959,,"CT4.8,GAGE-2D,GAGE-8,GAGE8"
463,GENE ID:85569,GALP,GAL,NCBI,HGNC:24840,ENSG00000197487,GAL
464,GENE ID:89792,GAL3ST3,GAL3ST2,NCBI,HGNC:24144,ENSG00000175229,"GAL3ST-3,GAL3ST2"
465,GENE ID:117248,GALNT15,GALNT13,NCBI,HGNC:21531,ENSG00000131386,"GALNACT15,GALNT13,GALNT7,GALNTL2,PIH5,pp-GalNAc-T15"
466,GENE ID:79623,GALNT14,GALNT15,NCBI,HGNC:22946,ENSG00000158089,"GALNT15,GalNac-T10,GalNac-T14"
467,GENE ID:168391,GALNTL5,GALNT15,NCBI,HGNC:21725,ENSG00000106648,"GALNACT19,GALNT15,GalNAc-T5L"
468,GENE ID:374378,GALNT18,GALNT15,NCBI,HGNC:30488,ENSG00000110328,"GALNACT18,GALNT15,GALNTL4,GalNAc-T15,GalNAc-T18"
469,GENE ID:64409,GALNT17,GALNT16,NCBI,HGNC:16347,ENSG00000185274,"GALNACT17,GALNT16,GALNT20,GALNTL3,GalNAc-T17,GalNAc-T19,GalNAc-T5L,WBSCR17"
470,GENE ID:442117,GALNTL6,GALNT17,NCBI,HGNC:33844,ENSG00000174473,"GALNACT20,GALNT17,GalNAc-T6L"
471,GENE ID:100528030,POC1B-GALNT4,GALNT4,NCBI,HGNC:42957,ENSG00000259075,"GALNT4,GalNAc-T4"
473,GENE ID:100240709,GAPDHP44,GAPDH,NCBI,HGNC:37801,,GAPDH
474,GENE ID:1258,CNGB1,GAR1,NCBI,HGNC:2151,ENSG00000070729,"CNCG2,CNCG3L,CNCG4,CNG4,CNGB1B,GAR1,GARP,GARP2,RCNC2,RCNCb,RCNCbeta,RP45"
475,GENE ID:4297,KMT2A,GAS7,NCBI,HGNC:7132,ENSG00000118058,"ALL-1,ALL1,CXXC7,GAS7,HRX,HTRX,HTRX1,MLL,MLL1,MLL1A,TRX1,WDSTS"
476,GENE ID:80142,PTGES2,GBF1,NCBI,HGNC:17822,ENSG00000148334,"C9orf15,GBF-1,GBF1,PGES2,mPGES-2"
477,GENE ID:51062,ATL1,GBP3,NCBI,HGNC:11231,ENSG00000198513,"AD-FSP,FSP1,GBP3,HSN1D,SPG3,SPG3A,atlastin1"
478,GENE ID:2630,GBA1LP,GC,NCBI,HGNC:4178,ENSG00000291137,"Beta-GC,GBA,GBAP,GBAP1,GC,GLUC"
479,GENE ID:5871,MAP4K2,GCK,NCBI,HGNC:6864,ENSG00000168067,"BL44,GCK,RAB8IP"
480,GENE ID:11183,MAP4K5,GCKR,NCBI,HGNC:6867,ENSG00000012983,"GCKR,KHS,KHS1,MAPKKKK5"
481,GENE ID:100820829,MYZAP,GCOM1,NCBI,HGNC:43444,ENSG00000263155,"CMD2K,GCOM1,Gup,MYOZAP"
482,GENE ID:81488,POLR2M,GCOM1,NCBI,HGNC:14862,ENSG00000255529,"GCOM1,GRINL1A,Gdown,Gdown1"
483,GENE ID:5047,PAEP,GDA,NCBI,HGNC:8573,ENSG00000122133,"GD,GdA,GdF,GdS,PAEG,PEP,PP14,ZIF-1"
484,GENE ID:8034,SLC25A16,GDA,NCBI,HGNC:10986,ENSG00000122912,"D10S105E,GDA,GDC,HGT.1,ML7,hGP,hML7"
485,GENE ID:10715,CERS1,GDF1,NCBI,HGNC:14253,ENSG00000223802,"EPM8,GDF-1,GDF1,LAG1,LASS1,UOG1"
486,GENE ID:51053,GMNN,GEM,NCBI,HGNC:17493,ENSG00000112312,"Gem,MGORS6"
487,GENE ID:114897,C1QTNF1,GIP,NCBI,HGNC:14324,ENSG00000173918,"CTRP1,GIP,ZSIG37"
488,GENE ID:2771,GNAI2,GIP,NCBI,HGNC:4385,ENSG00000114353,"GIP,GNAI2B,HG1C,H_LUCA15.1,H_LUCA16.1"
489,GENE ID:81025,GJA9,GJA10,NCBI,HGNC:19155,ENSG00000131233,"CX58,CX59,GJA10"
490,GENE ID:100527950,GJA9-MYCBP,GJA10,NCBI,,,"Cx58,Cx59,GJA10,GJA9"
491,GENE ID:57369,GJD2,GJA9,NCBI,HGNC:19154,ENSG00000159248,"CX36,GJA9"
493,GENE ID:125111,GJD3,GJC1,NCBI,HGNC:19147,ENSG00000183153,"CX31.9,Cx30.2,GJA11,GJC1"
494,GENE ID:349149,GJC3,GJE1,NCBI,HGNC:17495,ENSG00000176402,"CX29,CX30.2,CX31.3,GJE1"
495,GENE ID:2645,GCK,GK,NCBI,HGNC:4195,ENSG00000106633,"FGQTL3,GK,GLK,HHF3,HK4,HKIV,HXKP,LGLK,MODY2,PNDM1"
496,GENE ID:2585,GALK2,GK2,NCBI,HGNC:4119,ENSG00000156958,GK2
497,GENE ID:9027,NAT8,GLA,NCBI,HGNC:18069,ENSG00000144035,"ATase2,CCNAT,CML1,GLA,Hcml1,TSC501,TSC510"
498,GENE ID:27165,GLS2,GLS,NCBI,HGNC:29570,ENSG00000135423,"GA,GLS,LGA,hLGA"
499,GENE ID:2894,GRID1,GLUD1,NCBI,HGNC:4575,ENSG00000182771,"GluD1,GluD1-b"
500,GENE ID:2895,GRID2,GLUD2,NCBI,HGNC:4576,ENSG00000152208,"GluD2,SCAR18"
501,GENE ID:283856,GNAO1-DT,GNAO1-AS1,NCBI,HGNC:27543,ENSG00000246379,GNAO1-AS1
502,GENE ID:440270,GOLGA8B,GOLGA5,NCBI,HGNC:31973,ENSG00000215252,GOLGA5
503,GENE ID:55889,GOLGA6B,GOLGA6D,NCBI,HGNC:32205,ENSG00000215186,"GOLGA,GOLGA6D"
504,GENE ID:23015,GOLGA8A,GOLGA8B,NCBI,HGNC:31972,ENSG00000175265,"CFAP286,FAP286,GM88,GOLGA8B"
505,GENE ID:283768,GOLGA8G,GOLGA8F,NCBI,HGNC:25328,ENSG00000183629,GOLGA8F
506,GENE ID:643699,GOLGA8N,GOLGA8R,NCBI,HGNC:44405,ENSG00000232653,GOLGA8R
507,GENE ID:51026,GOLT1B,GOT1,NCBI,HGNC:20175,ENSG00000111711,"CGI-141,GCT2,GOT1,GOT1B,YMR292W"
508,GENE ID:127845,GOLT1A,GOT1,NCBI,HGNC:24766,ENSG00000174567,"CGI-141,GOT1,GOT1B,HMFN1187,YMR292W,hGOT1b"
509,GENE ID:100526833,SEPT5-GP1BB,GP1BB,NCBI,,ENSG00000284874,"GP1BB,GPIb-beta,GPIbB"
510,GENE ID:10007,GNPDA1,GPI,NCBI,HGNC:4417,ENSG00000113552,"GNP1,GNPDA,GNPI,GPI,HLN"
511,GENE ID:2865,FFAR3,GPR42,NCBI,HGNC:4499,ENSG00000185897,"FFA3R,GPR41,GPR42"
512,GENE ID:653519,GPR89A,GPR89B,NCBI,HGNC:31984,ENSG00000117262,"GPHR,GPR89,GPR89B,SH120,UNQ192"
513,GENE ID:100528062,ARMCX5-GPRASP2,GPRASP3,NCBI,HGNC:42000,ENSG00000286237,"ARMCX5-GPRASP2-BHLHB9-LINC00630,GPRASP3,bHLHb9,p60TRP"
514,GENE ID:1798,DPAGT1,GPT,NCBI,HGNC:2995,ENSG00000172269,"ALG7,CDG-Ij,CDG1J,CMS13,CMSTA2,D11S366,DGPT,DPAGT,DPAGT2,G1PT,GPT,UAGT,UGAT"
515,GENE ID:2882,GPX7,GPX6,NCBI,HGNC:4559,ENSG00000116157,"CL683,GPX6,GPx-7,GSHPx-7,NPGPx"
516,GENE ID:2901,GRIK5,GRIK2,NCBI,HGNC:4583,ENSG00000105737,"EAA2,GRIK2,GluK5,KA2"
517,GENE ID:114787,GPRIN1,GRIN1,NCBI,HGNC:24835,ENSG00000169258,GRIN1
518,GENE ID:85329,LGALS12,GRIP1,NCBI,HGNC:15788,ENSG00000133317,"GAL12,GRIP1"
519,GENE ID:10499,NCOA2,GRIP1,NCBI,HGNC:7669,ENSG00000140396,"GRIP1,KAT13C,NCoA-2,SRC2,TIF2,bHLHe75"
520,GENE ID:25804,LSM4,GRP,NCBI,HGNC:17259,ENSG00000130520,"GRP,YER112W"
521,GENE ID:29094,LGALSL,GRP,NCBI,HGNC:25012,ENSG00000119862,"GRP,HSPC159"
522,GENE ID:221044,UCMA,GRP,NCBI,HGNC:25205,ENSG00000165623,"C10orf49,GRP,GRP/UCMA"
523,GENE ID:22878,TRAPPC8,GSG1,NCBI,HGNC:29169,ENSG00000153339,"GSG1,HsT2706,KIAA1012,TRS85"
524,GENE ID:5621,PRNP,GSS,NCBI,HGNC:9449,ENSG00000171867,"ASCR,AltPrP,CD230,CJD,GSS,KURU,PRIP,PrP,PrP27-30,PrP33-35C,PrPc,p27-30"
525,GENE ID:286749,STON1-GTF2A1L,GTF2A1L,NCBI,HGNC:30651,ENSG00000068781,"ALF,GTF2A1L,GTF2A1LF,SALF"
526,GENE ID:728340,GTF2H2C,GTF2H2C_2,NCBI,HGNC:31394,ENSG00000183474,GTF2H2C_2
527,GENE ID:100093631,GTF2IP4,GTF2I,NCBI,HGNC:51716,ENSG00000293241,GTF2I
528,GENE ID:389524,GTF2IRD2B,GTF2IRD2,NCBI,HGNC:33125,ENSG00000174428,"GTF2IRD2,GTF2IRD2A"
529,GENE ID:118142757,GUCA1ANB-GUCA1A,GUCA1A,NCBI,HGNC:56129,ENSG00000290147,GUCA1A
530,GENE ID:653188,GUSBP3,GUSBP1,NCBI,HGNC:37301,ENSG00000290560,"GUSBP1,SMA3"
531,GENE ID:387036,GUSBP2,GUSBP4,NCBI,HGNC:18792,ENSG00000290474,"GUSBL1,GUSBP4,SMA3-L,SMAC3L,SMAC3L2,b55C20.1,bA239L20.1,bA239L20.5,bGLU-Lp"
532,GENE ID:100049076,GUSBP17,GUSBP9,NCBI,HGNC:54970,,GUSBP9
533,GENE ID:2996,GYPE,GYPA,NCBI,HGNC:4705,ENSG00000197465,"GPE,GYPA,MNS,MiIX"
534,GENE ID:2994,GYPB,GYPA,NCBI,HGNC:4703,ENSG00000250361,"CD235b,GPB,GYP,GYPA,MNS,PAS-3,SS"
535,GENE ID:83740,H2AB3,H2AB2,NCBI,HGNC:14455,ENSG00000277745,"H2A.B.1,H2AB2,H2ABBD,H2AFB,H2AFB3"
536,GENE ID:474381,H2AB2,H2AB3,NCBI,HGNC:18298,ENSG00000277858,"H2A.B.1,H2A.Bbd,H2AB3,H2AFB2"
537,GENE ID:8329,H2AC13,H2AC11,NCBI,HGNC:4725,ENSG00000196747,"H2A/c,H2AC11,H2AC15,H2AC16,H2AC17,H2AFC,HIST1H2AI"
538,GENE ID:8336,H2AC17,H2AC11,NCBI,HGNC:4735,ENSG00000278677,"H2A.1,H2A/n,H2AC11,H2AC13,H2AC15,H2AC16,H2AFN,HIST1H2AM,dJ193B12.1"
539,GENE ID:8330,H2AC15,H2AC11,NCBI,HGNC:4726,ENSG00000275221,"H2A.1,H2A/d,H2AC11,H2AC13,H2AC14,H2AC16,H2AC17,H2AFD,HIST1H2AK"
540,GENE ID:8332,H2AC16,H2AC11,NCBI,HGNC:4730,ENSG00000276903,"H2A.i,H2A/i,H2AC11,H2AC13,H2AC15,H2AC17,H2AFI,HIST1H2AL,dJ193B12.9"
542,GENE ID:8969,H2AC11,H2AC13,NCBI,HGNC:4737,ENSG00000196787,"H2A.1b,H2A/p,H2AC13,H2AC15,H2AC16,H2AC17,H2AFP,H2AG,HIST1H2AG,pH2A/f"
558,GENE ID:723790,H2AC19,H2AC18,NCBI,HGNC:29668,ENSG00000288859,"H2A/R,H2AC18,HIST2H2AA4"
559,GENE ID:8337,H2AC18,H2AC19,NCBI,HGNC:4736,ENSG00000288825,"H2A,H2A.2,H2A/O,H2A/q,H2AC19,H2AFO,H2a-615,HIST2H2AA,HIST2H2AA3"
560,GENE ID:3012,H2AC8,H2AC4,NCBI,HGNC:4724,ENSG00000277075,"H2A.1,H2A.2,H2A/a,H2AC4,H2AFA,HIST1H2AE"
561,GENE ID:8335,H2AC4,H2AC8,NCBI,HGNC:4734,ENSG00000278463,"H2A/m,H2AC8,H2AFM,HIST1H2AB"
562,GENE ID:8347,H2BC4,H2BC10,NCBI,HGNC:4757,ENSG00000180596,"H2B.1,H2B/l,H2BC10,H2BC6,H2BC7,H2BC8,H2BFL,HIST1H2BC,dJ221C16.3"
563,GENE ID:8343,H2BC7,H2BC10,NCBI,HGNC:4752,ENSG00000277224,"H2B/g,H2BC10,H2BC4,H2BC6,H2BC8,H2BFG,HIST1H2BF"
564,GENE ID:8339,H2BC8,H2BC10,NCBI,HGNC:4746,ENSG00000273802,"H2B.1A,H2B/a,H2BC10,H2BC4,H2BC6,H2BC7,H2BFA,HIST1H2BG,dJ221C16.8"
565,GENE ID:8344,H2BC6,H2BC10,NCBI,HGNC:4753,ENSG00000274290,"H2B.h,H2B/h,H2BC10,H2BC4,H2BC7,H2BC8,H2BFH,HIST1H2BE,dJ221C16.8"
568,GENE ID:8346,H2BC10,H2BC4,NCBI,HGNC:4756,ENSG00000278588,"H2B/k,H2BC4,H2BC6,H2BC7,H2BC8,H2BFK,HIST1H2BI"
582,GENE ID:3021,H3-3B,H3-3A,NCBI,HGNC:4765,ENSG00000132475,"BRYLIB2,H3-3A,H3.3B,H3F3B"
583,GENE ID:3020,H3-3A,H3-3B,NCBI,HGNC:4764,ENSG00000163041,"BRYLIB1,H3-3B,H3.3A,H3F3,H3F3A"
584,GENE ID:8356,H3C12,H3C1,NCBI,HGNC:4774,ENSG00000197153,"H3/j,H3C1,H3C10,H3C11,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FJ,HIST1H3J"
585,GENE ID:8352,H3C3,H3C1,NCBI,HGNC:4768,ENSG00000287080,"H3.1,H3/c,H3C1,H3C10,H3C11,H3C12,H3C2,H3C4,H3C6,H3C7,H3C8,H3FC,HIST1H3C"
586,GENE ID:8354,H3C11,H3C1,NCBI,HGNC:4771,ENSG00000275379,"H3.f,H3/f,H3C1,H3C10,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FF,HIST1H3I"
587,GENE ID:8355,H3C8,H3C1,NCBI,HGNC:4772,ENSG00000273983,"H3/h,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3FH,HIST1H3G"
588,GENE ID:8351,H3C4,H3C1,NCBI,HGNC:4767,ENSG00000197409,"H3/b,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C6,H3C7,H3C8,H3FB,HIST1H3D"
589,GENE ID:8353,H3C6,H3C1,NCBI,HGNC:4769,ENSG00000274750,"H3.1,H3/d,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C7,H3C8,H3FD,HIST1H3E"
590,GENE ID:8968,H3C7,H3C1,NCBI,HGNC:4773,ENSG00000277775,"H3/i,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C8,H3FI,HIST1H3F"
591,GENE ID:8357,H3C10,H3C1,NCBI,HGNC:4775,ENSG00000278828,"H3/k,H3C1,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3F1K,H3FK,HIST1H3H"
592,GENE ID:8358,H3C2,H3C1,NCBI,HGNC:4776,ENSG00000286522,"H3/l,H3C1,H3C10,H3C11,H3C12,H3C3,H3C4,H3C6,H3C7,H3C8,H3FL,HIST1H3B"
594,GENE ID:8350,H3C1,H3C10,NCBI,HGNC:4766,ENSG00000275714,"H3/A,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FA,HIST1H3A"
620,GENE ID:333932,H3C15,H3C13,NCBI,HGNC:20505,ENSG00000203852,"H3/n,H3/o,H3C13,H3C14,HIST2H3A"
621,GENE ID:126961,H3C14,H3C13,NCBI,HGNC:20503,ENSG00000203811,"H3,H3.2,H3/M,H3C13,H3C15,H3F2,H3FM,H3FN,HIST2H3C"
622,GENE ID:653604,H3C13,H3C14,NCBI,HGNC:25311,ENSG00000183598,"H3C14,H3C15,HIST2H3D"
680,GENE ID:8370,H4C14,H4C1,NCBI,HGNC:4794,ENSG00000270882,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A"
681,GENE ID:554313,H4C15,H4C1,NCBI,HGNC:29607,ENSG00000270276,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B"
682,GENE ID:8367,H4C5,H4C1,NCBI,HGNC:4790,ENSG00000276966,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3"
683,GENE ID:8361,H4C6,H4C1,NCBI,HGNC:4783,ENSG00000274618,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F"
684,GENE ID:8362,H4C12,H4C1,NCBI,HGNC:4784,ENSG00000273542,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1"
685,GENE ID:8366,H4C2,H4C1,NCBI,HGNC:4789,ENSG00000278705,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B"
686,GENE ID:8365,H4C8,H4C1,NCBI,HGNC:4788,ENSG00000158406,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H"
687,GENE ID:121504,H4C16,H4C1,NCBI,HGNC:20510,ENSG00000197837,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4"
688,GENE ID:8363,H4C11,H4C1,NCBI,HGNC:4785,ENSG00000197238,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2"
689,GENE ID:8368,H4C13,H4C1,NCBI,HGNC:4791,ENSG00000275126,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L"
690,GENE ID:8294,H4C9,H4C1,NCBI,HGNC:4793,ENSG00000276180,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4"
691,GENE ID:8360,H4C4,H4C1,NCBI,HGNC:4782,ENSG00000277157,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9"
692,GENE ID:8364,H4C3,H4C1,NCBI,HGNC:4787,ENSG00000197061,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1"
