NCBI_ID,primary_gene_symbol,collision,gene_type,HGNC_ID,ENSG_ID,source
GENE ID:3842,TNPO1,MIP,protein-coding,HGNC:6401,ENSG00000083312,NCBI
GENE ID:727764,MAFIP,MIP,pseudo,HGNC:31102,,NCBI
GENE ID:4285,MIPEP,MIP,protein-coding,HGNC:7104,ENSG00000027001,NCBI
GENE ID:6351,CCL4,MIP-1-beta,protein-coding,HGNC:10630,ENSG00000275302,NCBI
GENE ID:388372,CCL4L1,MIP-1-beta,protein-coding,HGNC:10631,,NCBI
GENE ID:284306,ZNF547,MIP-2A,protein-coding,HGNC:26432,ENSG00000152433,NCBI
GENE ID:10597,TRAPPC2B,MIP-2A,protein-coding,HGNC:10710,ENSG00000256060,NCBI
GENE ID:2920,CXCL2,MIP-2a,protein-coding,HGNC:4603,ENSG00000081041,NCBI
GENE ID:6359,CCL15,MIP-5,protein-coding,HGNC:10613,ENSG00000275718,NCBI
GENE ID:348249,CCL15-CCL14,MIP-5,ncRNA,HGNC:44436,,NCBI
GENE ID:3842,TNPO1,MIP1,protein-coding,HGNC:6401,ENSG00000083312,NCBI
GENE ID:79109,MAPKAP1,MIP1,protein-coding,HGNC:18752,ENSG00000119487,NCBI
GENE ID:2920,CXCL2,MIP2,protein-coding,HGNC:4603,ENSG00000081041,NCBI
GENE ID:80232,WDR26,MIP2,protein-coding,HGNC:21208,ENSG00000162923,NCBI
GENE ID:2920,CXCL2,MIP2A,protein-coding,HGNC:4603,ENSG00000081041,NCBI
GENE ID:6399,TRAPPC2,MIP2A,protein-coding,HGNC:23068,ENSG00000196459,NCBI
GENE ID:10597,TRAPPC2B,MIP2A,protein-coding,HGNC:10710,ENSG00000256060,NCBI
GENE ID:29116,MYLIP,MIR,protein-coding,HGNC:21155,ENSG00000007944,NCBI
GENE ID:22877,MLXIP,MIR,protein-coding,HGNC:17055,ENSG00000175727,NCBI
GENE ID:220972,MARCHF8,MIR,protein-coding,HGNC:23356,ENSG00000165406,NCBI
GENE ID:406917,MIR129-1,MIR-129b,ncRNA,HGNC:31512,ENSG00000207705,NCBI
GENE ID:406918,MIR129-2,MIR-129b,ncRNA,HGNC:31513,ENSG00000199077,NCBI
GENE ID:406977,MIR199A2,MIR-199-s,ncRNA,HGNC:31572,ENSG00000208024,NCBI
GENE ID:406976,MIR199A1,MIR-199-s,ncRNA,HGNC:31571,ENSG00000207752,NCBI
GENE ID:79187,FSD1,MIR1,protein-coding,HGNC:13745,ENSG00000105255,NCBI
GENE ID:83856,FSD1L,MIR1,protein-coding,HGNC:13753,ENSG00000106701,NCBI
GENE ID:407048,MIR92A1,MIR17HG,ncRNA,HGNC:31643,ENSG00000283705,NCBI
GENE ID:406953,MIR18A,MIR17HG,ncRNA,HGNC:31548,ENSG00000283815,NCBI
GENE ID:406982,MIR20A,MIR17HG,ncRNA,HGNC:31577,ENSG00000283762,NCBI
GENE ID:406979,MIR19A,MIR17HG,ncRNA,HGNC:31574,ENSG00000284204,NCBI
GENE ID:406980,MIR19B1,MIR17HG,ncRNA,HGNC:31575,ENSG00000284375,NCBI
GENE ID:406953,MIR18A,MIRH1,ncRNA,HGNC:31548,ENSG00000283815,NCBI
GENE ID:406982,MIR20A,MIRH1,ncRNA,HGNC:31577,ENSG00000283762,NCBI
GENE ID:406979,MIR19A,MIRH1,ncRNA,HGNC:31574,ENSG00000284204,NCBI
GENE ID:407048,MIR92A1,MIRH1,ncRNA,HGNC:31643,ENSG00000283705,NCBI
GENE ID:406980,MIR19B1,MIRH1,ncRNA,HGNC:31575,ENSG00000284375,NCBI
GENE ID:407975,MIR17HG,MIRH1,ncRNA,HGNC:23564,ENSG00000215417,NCBI
GENE ID:407975,MIR17HG,MIRHG1,ncRNA,HGNC:23564,ENSG00000215417,NCBI
GENE ID:406982,MIR20A,MIRHG1,ncRNA,HGNC:31577,ENSG00000283762,NCBI
GENE ID:407048,MIR92A1,MIRHG1,ncRNA,HGNC:31643,ENSG00000283705,NCBI
GENE ID:406979,MIR19A,MIRHG1,ncRNA,HGNC:31574,ENSG00000284204,NCBI
GENE ID:406953,MIR18A,MIRHG1,ncRNA,HGNC:31548,ENSG00000283815,NCBI
GENE ID:406980,MIR19B1,MIRHG1,ncRNA,HGNC:31575,ENSG00000284375,NCBI
GENE ID:4598,MVK,MK,protein-coding,HGNC:7530,ENSG00000110921,NCBI
GENE ID:538,ATP7A,MK,protein-coding,HGNC:869,ENSG00000165240,NCBI
GENE ID:4192,MDK,MK,protein-coding,HGNC:6972,ENSG00000110492,NCBI
GENE ID:9261,MAPKAPK2,MK2,protein-coding,HGNC:6887,ENSG00000162889,NCBI
GENE ID:3737,KCNA2,MK2,protein-coding,HGNC:6220,ENSG00000177301,NCBI
GENE ID:7867,MAPKAPK3,MK3,protein-coding,HGNC:6888,ENSG00000114738,NCBI
GENE ID:3738,KCNA3,MK3,protein-coding,HGNC:6221,ENSG00000177272,NCBI
GENE ID:56940,DUSP22,MKPX,protein-coding,HGNC:16077,ENSG00000112679,NCBI
GENE ID:1849,DUSP7,MKPX,protein-coding,HGNC:3073,ENSG00000164086,NCBI
GENE ID:54903,MKS1,MKS,protein-coding,HGNC:7121,ENSG00000011143,NCBI
GENE ID:8195,MKKS,MKS,protein-coding,HGNC:7108,ENSG00000125863,NCBI
GENE ID:112744,IL17F,ML-1,protein-coding,HGNC:16404,ENSG00000112116,NCBI
GENE ID:51761,ATP8A2,ML-1,protein-coding,HGNC:13533,ENSG00000132932,NCBI
GENE ID:112744,IL17F,ML1,protein-coding,HGNC:16404,ENSG00000112116,NCBI
GENE ID:57192,MCOLN1,ML1,protein-coding,HGNC:13356,ENSG00000090674,NCBI
GENE ID:4633,MYL2,MLC2,protein-coding,HGNC:7583,ENSG00000111245,NCBI
GENE ID:10398,MYL9,MLC2,protein-coding,HGNC:15754,ENSG00000101335,NCBI
GENE ID:29895,MYL11,MLC2B,protein-coding,HGNC:29824,ENSG00000180209,NCBI
GENE ID:220296,HEPACAM,MLC2B,protein-coding,HGNC:26361,ENSG00000165478,NCBI
GENE ID:85366,MYLK2,MLCK,protein-coding,HGNC:16243,ENSG00000101306,NCBI
GENE ID:4638,MYLK,MLCK,protein-coding,HGNC:7590,ENSG00000065534,NCBI
GENE ID:91807,MYLK3,MLCK,protein-coding,HGNC:29826,ENSG00000140795,NCBI
GENE ID:91807,MYLK3,MLCK2,protein-coding,HGNC:29826,ENSG00000140795,NCBI
GENE ID:85366,MYLK2,MLCK2,protein-coding,HGNC:16243,ENSG00000101306,NCBI
GENE ID:8560,DEGS1,MLD,protein-coding,HGNC:13709,ENSG00000143753,NCBI
GENE ID:410,ARSA,MLD,protein-coding,HGNC:713,ENSG00000100299,NCBI
GENE ID:8085,KMT2D,MLL2,protein-coding,HGNC:7133,ENSG00000167548,NCBI
GENE ID:9757,KMT2B,MLL2,protein-coding,HGNC:15840,ENSG00000272333,NCBI
GENE ID:8085,KMT2D,MLL4,protein-coding,HGNC:7133,ENSG00000167548,NCBI
GENE ID:9757,KMT2B,MLL4,protein-coding,HGNC:15840,ENSG00000272333,NCBI
GENE ID:8048,CSRP3,MLP,protein-coding,HGNC:2472,ENSG00000129170,NCBI
GENE ID:65108,MARCKSL1,MLP,protein-coding,HGNC:7142,ENSG00000175130,NCBI
GENE ID:4583,MUC2,MLP,protein-coding,HGNC:7512,ENSG00000198788,NCBI
GENE ID:368,ABCC6,MLP1,protein-coding,HGNC:57,ENSG00000091262,NCBI
GENE ID:65108,MARCKSL1,MLP1,protein-coding,HGNC:7142,ENSG00000175130,NCBI
GENE ID:10892,MALT1,MLT,protein-coding,HGNC:6819,ENSG00000172175,NCBI
GENE ID:51776,MAP3K20,MLT,protein-coding,HGNC:17797,ENSG00000091436,NCBI
GENE ID:10892,MALT1,MLT1,protein-coding,HGNC:6819,ENSG00000172175,NCBI
GENE ID:23654,PLXNB2,MM1,protein-coding,HGNC:9104,ENSG00000196576,NCBI
GENE ID:5204,PFDN5,MM1,protein-coding,HGNC:8869,ENSG00000123349,NCBI
GENE ID:23531,MMD,MMD1,protein-coding,HGNC:7153,ENSG00000108960,NCBI
GENE ID:8291,DYSF,MMD1,protein-coding,HGNC:3097,ENSG00000135636,NCBI
GENE ID:200205,IBA57,MMDS3,protein-coding,HGNC:27302,ENSG00000181873,NCBI
GENE ID:143187,VTI1A,MMDS3,protein-coding,HGNC:17792,ENSG00000151532,NCBI
GENE ID:9659,PDE4DIP,MMGL,protein-coding,HGNC:15580,ENSG00000178104,NCBI
GENE ID:100996724,PDE4DIPP2,MMGL,pseudo,HGNC:55081,,NCBI
GENE ID:64386,MMP25,MMP-25,protein-coding,HGNC:14246,ENSG00000008516,NCBI
GENE ID:79148,MMP28,MMP-25,protein-coding,HGNC:14366,ENSG00000271447,NCBI
GENE ID:10893,MMP24,MMP25,protein-coding,HGNC:7172,ENSG00000125966,NCBI
GENE ID:79148,MMP28,MMP25,protein-coding,HGNC:14366,ENSG00000271447,NCBI
GENE ID:2993,GYPA,MN,protein-coding,HGNC:4702,ENSG00000170180,NCBI
GENE ID:768,CA9,MN,protein-coding,HGNC:1383,ENSG00000107159,NCBI
GENE ID:2996,GYPE,MNS,protein-coding,HGNC:4705,ENSG00000197465,NCBI
GENE ID:2316,FLNA,MNS,protein-coding,HGNC:3754,ENSG00000196924,NCBI
GENE ID:2994,GYPB,MNS,protein-coding,HGNC:4703,ENSG00000250361,NCBI
GENE ID:2993,GYPA,MNS,protein-coding,HGNC:4702,ENSG00000170180,NCBI
GENE ID:25843,MOB4,MOB1,protein-coding,HGNC:17261,ENSG00000115540,NCBI
GENE ID:259230,SGMS1,MOB1,protein-coding,HGNC:29799,ENSG00000198964,NCBI
GENE ID:55233,MOB1A,MOB1,protein-coding,HGNC:16015,ENSG00000114978,NCBI
GENE ID:4313,MMP2,MONA,protein-coding,HGNC:7166,ENSG00000087245,NCBI
GENE ID:57486,NLN,MOP,protein-coding,HGNC:16058,ENSG00000123213,NCBI
GENE ID:94233,OPN4,MOP,protein-coding,HGNC:14449,ENSG00000122375,NCBI
GENE ID:4988,OPRM1,MOP,protein-coding,HGNC:8156,ENSG00000112038,NCBI
GENE ID:406,BMAL1,MOP3,protein-coding,HGNC:701,ENSG00000133794,NCBI
GENE ID:55206,SBNO1,MOP3,protein-coding,HGNC:22973,ENSG00000139697,NCBI
GENE ID:4988,OPRM1,MOR1,protein-coding,HGNC:8156,ENSG00000112038,NCBI
GENE ID:4191,MDH2,MOR1,protein-coding,HGNC:6971,ENSG00000146701,NCBI
GENE ID:285527,FRYL,MOR2,protein-coding,HGNC:29127,ENSG00000075539,NCBI
GENE ID:4190,MDH1,MOR2,protein-coding,HGNC:6970,ENSG00000014641,NCBI
GENE ID:326594,MORF4L1P2,MORF4LP4,pseudo,HGNC:20401,,NCBI
GENE ID:643915,MORF4L2P1,MORF4LP4,pseudo,HGNC:20403,,NCBI
GENE ID:114971,PTPMT1,MOSP,protein-coding,HGNC:26965,ENSG00000110536,NCBI
GENE ID:54935,DUSP23,MOSP,protein-coding,HGNC:21480,ENSG00000158716,NCBI
GENE ID:4345,CD200,MOX1,protein-coding,HGNC:7203,ENSG00000091972,NCBI
GENE ID:4222,MEOX1,MOX1,protein-coding,HGNC:7013,ENSG00000005102,NCBI
GENE ID:27035,NOX1,MOX1,protein-coding,HGNC:7889,ENSG00000007952,NCBI
GENE ID:4345,CD200,MOX2,protein-coding,HGNC:7203,ENSG00000091972,NCBI
GENE ID:4223,MEOX2,MOX2,protein-coding,HGNC:7014,ENSG00000106511,NCBI
GENE ID:8649,LAMTOR3,MP1,protein-coding,HGNC:15606,ENSG00000109270,NCBI
GENE ID:10531,PITRM1,MP1,protein-coding,HGNC:17663,ENSG00000107959,NCBI
GENE ID:129401,NUP35,MP44,protein-coding,HGNC:29797,ENSG00000163002,NCBI
GENE ID:57509,MTUS1,MP44,protein-coding,HGNC:29789,ENSG00000129422,NCBI
GENE ID:2703,GJA8,MP70,protein-coding,HGNC:4281,ENSG00000121634,NCBI
GENE ID:10548,TM9SF1,MP70,protein-coding,HGNC:11864,ENSG00000100926,NCBI
GENE ID:88,ACTN2,MPD6,protein-coding,HGNC:164,ENSG00000077522,NCBI
GENE ID:767558,LUZP6,MPD6,unknown,HGNC:33955,,NCBI
GENE ID:4359,MPZ,MPP,protein-coding,HGNC:7225,ENSG00000158887,NCBI
GENE ID:10200,MPHOSPH6,MPP,protein-coding,HGNC:7214,ENSG00000135698,NCBI
GENE ID:9512,PMPCB,MPP11,protein-coding,HGNC:9119,ENSG00000105819,NCBI
GENE ID:27000,DNAJC2,MPP11,protein-coding,HGNC:13192,ENSG00000105821,NCBI
GENE ID:10200,MPHOSPH6,MPP6,protein-coding,HGNC:7214,ENSG00000135698,NCBI
GENE ID:51678,PALS2,MPP6,protein-coding,HGNC:18167,ENSG00000105926,NCBI
GENE ID:10000,AKT3,MPPH,protein-coding,HGNC:393,ENSG00000117020,NCBI
GENE ID:5296,PIK3R2,MPPH,protein-coding,HGNC:8980,ENSG00000105647,NCBI
GENE ID:6232,RPS27,MPS1,protein-coding,HGNC:10416,ENSG00000177954,NCBI
GENE ID:219972,MPEG1,MPS1,protein-coding,HGNC:29619,ENSG00000197629,NCBI
GENE ID:7272,TTK,MPS1,protein-coding,HGNC:12401,ENSG00000112742,NCBI
GENE ID:3425,IDUA,MPS1,protein-coding,HGNC:5391,ENSG00000127415,NCBI
GENE ID:348174,CLEC18A,MRCL,protein-coding,HGNC:30388,ENSG00000157322,NCBI
GENE ID:283971,CLEC18C,MRCL,protein-coding,HGNC:28538,ENSG00000157335,NCBI
GENE ID:283971,CLEC18C,MRCL3,protein-coding,HGNC:28538,ENSG00000157335,NCBI
GENE ID:10627,MYL12A,MRCL3,protein-coding,HGNC:16701,ENSG00000101608,NCBI
GENE ID:55777,MBD5,MRD1,protein-coding,HGNC:20444,ENSG00000204406,NCBI
GENE ID:23036,ZNF292,MRD63,protein-coding,HGNC:18410,ENSG00000188994,NCBI
GENE ID:7204,TRIO,MRD63,protein-coding,HGNC:12303,ENSG00000038382,NCBI
GENE ID:4362,MRE11P1,MRE11B,pseudo,HGNC:7231,,NCBI
GENE ID:4361,MRE11,MRE11B,protein-coding,HGNC:7230,ENSG00000020922,NCBI
GENE ID:9617,MTRF1,MRF1,protein-coding,HGNC:7469,ENSG00000120662,NCBI
GENE ID:286827,TRIM59,MRF1,protein-coding,HGNC:30834,ENSG00000213186,NCBI
GENE ID:10865,ARID5A,MRF1,protein-coding,HGNC:17361,ENSG00000196843,NCBI
GENE ID:116511,MAS1L,MRG,protein-coding,HGNC:13961,ENSG00000204687,NCBI
GENE ID:2173,FABP7,MRG,protein-coding,HGNC:3562,ENSG00000164434,NCBI
GENE ID:4354,MPP1,MRG1,protein-coding,HGNC:7219,ENSG00000130830,NCBI
GENE ID:10370,CITED2,MRG1,protein-coding,HGNC:1987,ENSG00000164442,NCBI
GENE ID:326591,MORF4L1P1,MRG1,pseudo,HGNC:20400,,NCBI
GENE ID:4212,MEIS2,MRG1,protein-coding,HGNC:7001,ENSG00000134138,NCBI
GENE ID:4213,MEIS3P1,MRG2,pseudo,HGNC:7002,,NCBI
GENE ID:56917,MEIS3,MRG2,protein-coding,HGNC:29537,ENSG00000105419,NCBI
GENE ID:51776,MAP3K20,MRK,protein-coding,HGNC:17797,ENSG00000091436,NCBI
GENE ID:22858,CILK1,MRK,protein-coding,HGNC:21219,ENSG00000112144,NCBI
GENE ID:29895,MYL11,MRLC2,protein-coding,HGNC:29824,ENSG00000180209,NCBI
GENE ID:103910,MYL12B,MRLC2,protein-coding,HGNC:29827,ENSG00000118680,NCBI
GENE ID:65108,MARCKSL1,MRP,protein-coding,HGNC:7142,ENSG00000175130,NCBI
GENE ID:4363,ABCC1,MRP,protein-coding,HGNC:51,ENSG00000103222,NCBI
GENE ID:79971,WLS,MRP,protein-coding,HGNC:30238,ENSG00000116729,NCBI
GENE ID:6359,CCL15,MRP-2B,protein-coding,HGNC:10613,ENSG00000275718,NCBI
GENE ID:51069,MRPL2,MRP-L14,protein-coding,HGNC:14056,ENSG00000112651,NCBI
GENE ID:64928,MRPL14,MRP-L14,protein-coding,HGNC:14279,ENSG00000180992,NCBI
GENE ID:29088,MRPL15,MRP-L15,protein-coding,HGNC:14054,ENSG00000137547,NCBI
GENE ID:9801,MRPL19,MRP-L15,protein-coding,HGNC:14052,ENSG00000115364,NCBI
GENE ID:79590,MRPL24,MRP-L18,protein-coding,HGNC:14037,ENSG00000143314,NCBI
GENE ID:29074,MRPL18,MRP-L18,protein-coding,HGNC:14477,ENSG00000112110,NCBI
GENE ID:64976,MRPL40,MRP-L22,protein-coding,HGNC:14491,ENSG00000185608,NCBI
GENE ID:29093,MRPL22,MRP-L22,protein-coding,HGNC:14480,ENSG00000082515,NCBI
GENE ID:64983,MRPL32,MRP-L32,protein-coding,HGNC:14035,ENSG00000106591,NCBI
GENE ID:64928,MRPL14,MRP-L32,protein-coding,HGNC:14279,ENSG00000180992,NCBI
GENE ID:28957,MRPS28,MRP-S28,protein-coding,HGNC:14513,ENSG00000147586,NCBI
GENE ID:60488,MRPS35,MRP-S28,protein-coding,HGNC:16635,ENSG00000061794,NCBI
GENE ID:4363,ABCC1,MRP1,protein-coding,HGNC:51,ENSG00000103222,NCBI
GENE ID:4437,MSH3,MRP1,protein-coding,HGNC:7326,ENSG00000113318,NCBI
GENE ID:4194,MDM4,MRP1,protein-coding,HGNC:6974,ENSG00000198625,NCBI
GENE ID:1244,ABCC2,MRP2,protein-coding,HGNC:53,ENSG00000023839,NCBI
GENE ID:100130958,SYCE1L,MRP2,protein-coding,HGNC:37236,ENSG00000205078,NCBI
GENE ID:57626,KLHL1,MRP2,protein-coding,HGNC:6352,ENSG00000150361,NCBI
GENE ID:368,ABCC6,MRP6,protein-coding,HGNC:57,ENSG00000091262,NCBI
GENE ID:6283,S100A12,MRP6,protein-coding,HGNC:10489,ENSG00000163221,NCBI
GENE ID:89845,ABCC10,MRP7,protein-coding,HGNC:52,ENSG00000124574,NCBI
GENE ID:1080,CFTR,MRP7,protein-coding,HGNC:1884,ENSG00000001626,NCBI
GENE ID:6833,ABCC8,MRP8,protein-coding,HGNC:59,ENSG00000006071,NCBI
GENE ID:85320,ABCC11,MRP8,protein-coding,HGNC:14639,ENSG00000121270,NCBI
GENE ID:6279,S100A8,MRP8,protein-coding,HGNC:10498,ENSG00000143546,NCBI
GENE ID:148398,SAMD11,MRS,protein-coding,HGNC:28706,ENSG00000187634,NCBI
GENE ID:4141,MARS1,MRS,protein-coding,HGNC:6898,ENSG00000166986,NCBI
GENE ID:1667,DEFA1,MRS,protein-coding,HGNC:2761,ENSG00000206047,NCBI
GENE ID:8492,PRSS12,MRT1,protein-coding,HGNC:9477,ENSG00000164099,NCBI
GENE ID:81609,SNX27,MRT1,protein-coding,HGNC:20073,ENSG00000143376,NCBI
GENE ID:9429,ABCG2,MRX,protein-coding,HGNC:74,ENSG00000118777,NCBI
GENE ID:1741,DLG3,MRX,protein-coding,HGNC:2902,ENSG00000082458,NCBI
GENE ID:1183,CLCN4,MRX15,protein-coding,HGNC:2022,ENSG00000073464,NCBI
GENE ID:10084,PQBP1,MRX2,protein-coding,HGNC:9330,ENSG00000102103,NCBI
GENE ID:2334,AFF2,MRX2,protein-coding,HGNC:3776,ENSG00000155966,NCBI
GENE ID:1527,TEX28,MRX99,protein-coding,HGNC:2563,ENSG00000278057,NCBI
GENE ID:8239,USP9X,MRX99,protein-coding,HGNC:12632,ENSG00000124486,NCBI
GENE ID:8242,KDM5C,MRXS16,protein-coding,HGNC:11114,ENSG00000126012,NCBI
GENE ID:2245,FGD1,MRXS16,protein-coding,HGNC:3663,ENSG00000102302,NCBI
GENE ID:10159,ATP6AP2,MRXSH,protein-coding,HGNC:18305,ENSG00000182220,NCBI
GENE ID:27316,RBMX,MRXSH,protein-coding,HGNC:9910,ENSG00000147274,NCBI
GENE ID:83661,MS4A8,MS4A4,protein-coding,HGNC:13380,ENSG00000166959,NCBI
GENE ID:51338,MS4A4A,MS4A4,protein-coding,HGNC:13371,ENSG00000110079,NCBI
GENE ID:10330,CNPY2,MSAP,protein-coding,HGNC:13529,ENSG00000257727,NCBI
GENE ID:4507,MTAP,MSAP,protein-coding,HGNC:7413,ENSG00000099810,NCBI
GENE ID:10801,SEPTIN9,MSF,protein-coding,HGNC:7323,ENSG00000184640,NCBI
GENE ID:2335,FN1,MSF,protein-coding,HGNC:3778,ENSG00000115414,NCBI
GENE ID:10216,PRG4,MSF,protein-coding,HGNC:9364,ENSG00000116690,NCBI
GENE ID:5443,POMC,MSH,protein-coding,HGNC:9201,ENSG00000115138,NCBI
GENE ID:4488,MSX2,MSH,protein-coding,HGNC:7392,ENSG00000120149,NCBI
GENE ID:176,ACAN,MSK16,protein-coding,HGNC:319,ENSG00000157766,NCBI
GENE ID:1464,CSPG4,MSK16,protein-coding,HGNC:2466,ENSG00000173546,NCBI
GENE ID:89782,LMLN,MSP,protein-coding,HGNC:15991,ENSG00000185621,NCBI
GENE ID:4477,MSMB,MSP,protein-coding,HGNC:7372,ENSG00000263639,NCBI
GENE ID:84000,TMPRSS13,MSP,protein-coding,HGNC:29808,ENSG00000137747,NCBI
GENE ID:4485,MST1,MSP,protein-coding,HGNC:7380,ENSG00000173531,NCBI
GENE ID:84000,TMPRSS13,MSPS,protein-coding,HGNC:29808,ENSG00000137747,NCBI
GENE ID:9793,CKAP5,MSPS,protein-coding,HGNC:28959,ENSG00000175216,NCBI
GENE ID:4552,MTRR,MSR,protein-coding,HGNC:7473,ENSG00000124275,NCBI
GENE ID:5701,PSMC2,MSS1,protein-coding,HGNC:9548,ENSG00000161057,NCBI
GENE ID:84705,GTPBP3,MSS1,protein-coding,HGNC:14880,ENSG00000130299,NCBI
GENE ID:5877,RABIF,MSS4,protein-coding,HGNC:9797,ENSG00000183155,NCBI
GENE ID:8395,PIP5K1B,MSS4,protein-coding,HGNC:8995,ENSG00000107242,NCBI
GENE ID:25914,RTTN,MSSP,protein-coding,HGNC:18654,ENSG00000176225,NCBI
GENE ID:5937,RBMS1,MSSP,protein-coding,HGNC:9907,ENSG00000153250,NCBI
GENE ID:4357,MPST,MST,protein-coding,HGNC:7223,ENSG00000128309,NCBI
GENE ID:4294,MAP3K10,MST,protein-coding,HGNC:6849,ENSG00000130758,NCBI
GENE ID:55154,MSTO1,MST,protein-coding,HGNC:29678,ENSG00000125459,NCBI
GENE ID:56339,METTL3,MT-A70,protein-coding,HGNC:17563,ENSG00000165819,NCBI
GENE ID:63935,PCIF1,MT-A70,protein-coding,HGNC:16200,ENSG00000100982,NCBI
GENE ID:644314,MT1IP,MT1,pseudo,HGNC:7401,ENSG00000290663,NCBI
GENE ID:4543,MTNR1A,MT1,protein-coding,HGNC:7463,ENSG00000168412,NCBI
GENE ID:4501,MT1X,MT1,protein-coding,HGNC:7405,ENSG00000187193,NCBI
GENE ID:4490,MT1B,MT1,protein-coding,HGNC:7394,ENSG00000169688,NCBI
GENE ID:4495,MT1G,MT1,protein-coding,HGNC:7399,ENSG00000125144,NCBI
GENE ID:4494,MT1F,MT1,protein-coding,HGNC:7398,ENSG00000198417,NCBI
GENE ID:4498,MT1JP,MT1,pseudo,HGNC:7402,ENSG00000290662,NCBI
GENE ID:4489,MT1A,MT1,protein-coding,HGNC:7393,ENSG00000205362,NCBI
GENE ID:4500,MT1L,MT1,pseudo,HGNC:7404,,NCBI
GENE ID:4493,MT1E,MT1,protein-coding,HGNC:7397,ENSG00000169715,NCBI
GENE ID:4499,MT1M,MT1,protein-coding,HGNC:14296,ENSG00000205364,NCBI
GENE ID:4496,MT1H,MT1,protein-coding,HGNC:7400,ENSG00000205358,NCBI
GENE ID:4499,MT1M,MT1K,protein-coding,HGNC:14296,ENSG00000205364,NCBI
GENE ID:4495,MT1G,MT1K,protein-coding,HGNC:7399,ENSG00000125144,NCBI
GENE ID:4544,MTNR1B,MT2,protein-coding,HGNC:7464,ENSG00000134640,NCBI
GENE ID:4502,MT2A,MT2,protein-coding,HGNC:7406,ENSG00000125148,NCBI
GENE ID:164656,TMPRSS6,MT2,protein-coding,HGNC:16517,ENSG00000187045,NCBI
GENE ID:4498,MT1JP,MTB,pseudo,HGNC:7402,ENSG00000290662,NCBI
GENE ID:54892,NCAPG2,MTB,protein-coding,HGNC:21904,ENSG00000146918,NCBI
GENE ID:4914,NTRK1,MTC,protein-coding,HGNC:8031,ENSG00000198400,NCBI
GENE ID:4489,MT1A,MTC,protein-coding,HGNC:7393,ENSG00000205362,NCBI
GENE ID:4513,COX2,MTCO2,protein-coding,HGNC:7421,,NCBI
GENE ID:107075310,MTCO2P12,MTCO2,pseudo,HGNC:52028,ENSG00000229344,NCBI
GENE ID:4068,SH2D1A,MTCP1,protein-coding,HGNC:10820,ENSG00000183918,NCBI
GENE ID:100272147,CMC4,MTCP1,protein-coding,HGNC:35428,ENSG00000182712,NCBI
GENE ID:94033,FTMT,MTF,protein-coding,HGNC:17345,ENSG00000181867,NCBI
GENE ID:4500,MT1L,MTF,pseudo,HGNC:7404,,NCBI
GENE ID:4661,MYT1,MTF1,protein-coding,HGNC:7622,ENSG00000196132,NCBI
GENE ID:4241,MELTF,MTF1,protein-coding,HGNC:7037,ENSG00000163975,NCBI
GENE ID:4547,MTTP,MTP,protein-coding,HGNC:7467,ENSG00000138823,NCBI
GENE ID:4490,MT1B,MTP,protein-coding,HGNC:7394,ENSG00000169688,NCBI
GENE ID:29850,TRPM5,MTR1,protein-coding,HGNC:14323,ENSG00000070985,NCBI
GENE ID:29107,NXT1,MTR2,protein-coding,HGNC:15913,ENSG00000132661,NCBI
GENE ID:6275,S100A4,MTS1,protein-coding,HGNC:10494,ENSG00000196154,NCBI
GENE ID:1029,CDKN2A,MTS1,protein-coding,HGNC:1787,ENSG00000147889,NCBI
GENE ID:260340,TFAMP2,MTTF1,pseudo,HGNC:11638,,NCBI
GENE ID:260341,TFAMP1,MTTF1,pseudo,HGNC:11636,,NCBI
GENE ID:7019,TFAM,MTTF1,protein-coding,HGNC:11741,ENSG00000108064,NCBI
GENE ID:4566,TRNK,MTTK,tRNA,HGNC:7489,,NCBI
GENE ID:7084,TK2,MTTK,protein-coding,HGNC:11831,ENSG00000166548,NCBI
GENE ID:4241,MELTF,MTf,protein-coding,HGNC:7037,ENSG00000163975,NCBI
GENE ID:23070,CMTR1,MTr1,protein-coding,HGNC:21077,ENSG00000137200,NCBI
GENE ID:55783,CMTR2,MTr2,protein-coding,HGNC:25635,ENSG00000180917,NCBI
GENE ID:3507,IGHM,MU,other,HGNC:5541,ENSG00000211899,NCBI
GENE ID:2944,GSTM1,MU,protein-coding,HGNC:4632,ENSG00000134184,NCBI
GENE ID:63915,BLOC1S5,MU,protein-coding,HGNC:18561,ENSG00000188428,NCBI
GENE ID:5683,PSMA2,MU,protein-coding,HGNC:9531,ENSG00000106588,NCBI
GENE ID:4584,MUC3A,MUC3,protein-coding,HGNC:7513,ENSG00000169894,NCBI
GENE ID:140453,MUC17,MUC3,protein-coding,HGNC:16800,ENSG00000169876,NCBI
GENE ID:57876,MUC3B,MUC3,protein-coding,HGNC:13384,,NCBI
GENE ID:727897,MUC5B,MUC5,protein-coding,HGNC:7516,ENSG00000117983,NCBI
GENE ID:4586,MUC5AC,MUC5,protein-coding,HGNC:7515,ENSG00000215182,NCBI
GENE ID:5016,OVGP1,MUC9,protein-coding,HGNC:8524,ENSG00000085465,NCBI
GENE ID:727897,MUC5B,MUC9,protein-coding,HGNC:7516,ENSG00000117983,NCBI
GENE ID:120766137,HRURF,MUHH,protein-coding,HGNC:55085,ENSG00000288677,NCBI
