ENSG_ID,NCBI_ID,HGNC_ID,alias_symbol,primary_gene_symbol
ENSG00000222582,,HGNC:48559,,RNU2-66P
ENSG00000222583,,HGNC:45946,,RN7SKP222
ENSG00000222585,,HGNC:43394,RN5S494,RNA5SP494
ENSG00000222589,,HGNC:45883,,RN7SKP159
ENSG00000222592,,HGNC:47850,,RNU6-887P
ENSG00000222594,,HGNC:45959,,RN7SKP235
ENSG00000222598,,HGNC:48542,,RNU2-49P
ENSG00000222601,,,,Y_RNA
ENSG00000222607,,HGNC:47591,,RNU6-628P
ENSG00000222608,,HGNC:43404,RN5S504,RNA5SP504
ENSG00000222609,,HGNC:47005,,RNU4-69P
ENSG00000222610,,HGNC:47365,,RNU6-402P
ENSG00000222612,,HGNC:48545,,RNU2-52P
ENSG00000222613,,,,Y_RNA
ENSG00000222614,,,,Y_RNA
ENSG00000222616,,HGNC:45751,,RN7SKP27
ENSG00000222617,,HGNC:45978,,RN7SKP254
ENSG00000222623,GENE ID:124906683,HGNC:48063,,RNU6-1100P
ENSG00000222624,,HGNC:48508,,RNU2-15P
ENSG00000222626,,HGNC:48541,,RNU2-48P
ENSG00000222627,,HGNC:48530,,RNU2-37P
ENSG00000222629,,HGNC:48535,,RNU2-42P
ENSG00000222630,,HGNC:45855,,RN7SKP131
ENSG00000222635,,HGNC:48166,,RNU6-1203P
ENSG00000222636,,HGNC:45778,,RN7SKP54
ENSG00000222640,,HGNC:48544,,RNU2-51P
ENSG00000222644,,HGNC:48509,,RNU2-16P
ENSG00000222649,,,,Y_RNA
ENSG00000222650,,HGNC:48563,,RNU2-70P
ENSG00000222652,,HGNC:47211,,RNU6-248P
ENSG00000222658,,,,Y_RNA
ENSG00000222659,,HGNC:48501,,RNU2-8P
ENSG00000222663,,HGNC:46991,,RNU4-55P
ENSG00000222664,,HGNC:45847,,RN7SKP123
ENSG00000222666,GENE ID:124902596,,,U3
ENSG00000222667,,HGNC:47357,,RNU6-394P
ENSG00000222675,,HGNC:43046,RN5S146,RNA5SP146
ENSG00000222678,,HGNC:45937,,RN7SKP213
ENSG00000222679,,HGNC:48230,,RNU6-1267P
ENSG00000222682,,HGNC:42614,RN5S38,RNA5SP38
ENSG00000222685,,HGNC:45843,,RN7SKP119
ENSG00000222686,,HGNC:47008,,RNU4-72P
ENSG00000222691,,HGNC:47696,,RNU6-733P
ENSG00000222693,,HGNC:45844,,RN7SKP120
ENSG00000222698,,,,Y_RNA
ENSG00000222701,,,,Y_RNA
ENSG00000222704,,HGNC:45906,,RN7SKP182
ENSG00000222705,,HGNC:45763,,RN7SKP39
ENSG00000222706,,HGNC:45813,,RN7SKP89
ENSG00000222713,,HGNC:45775,,RN7SKP51
ENSG00000222714,,HGNC:45762,,RN7SKP38
ENSG00000222715,GENE ID:100302222,HGNC:35395,"HSA-MIR-1911,MIRN1911",MIR1911
ENSG00000222721,,HGNC:45912,,RN7SKP188
ENSG00000222724,,HGNC:48556,,RNU2-63P
ENSG00000222726,,HGNC:42505,,RNU2-7P
ENSG00000222727,,HGNC:47000,,RNU4-64P
ENSG00000222733,,HGNC:42497,,RNY4P29
ENSG00000222736,,HGNC:10199,"RNU4P6,U4,U4/8",RNU4-6P
ENSG00000222740,,HGNC:43228,RN5S328,RNA5SP328
ENSG00000222741,,HGNC:43129,RN5S229,RNA5SP229
ENSG00000222743,,HGNC:48153,,RNU6-1190P
ENSG00000222744,,HGNC:45890,,RN7SKP166
ENSG00000222747,,HGNC:42601,RN5S25,RNA5SP25
ENSG00000222750,,HGNC:46982,,RNU4-46P
ENSG00000222755,,HGNC:45930,,RN7SKP206
ENSG00000222760,,HGNC:46989,,RNU4-53P
ENSG00000222761,,HGNC:47647,,RNU6-684P
ENSG00000222764,,HGNC:45830,,RN7SKP106
ENSG00000222765,,HGNC:48533,,RNU2-40P
ENSG00000222767,,,,Y_RNA
ENSG00000222774,,HGNC:45845,,RN7SKP121
ENSG00000222777,,HGNC:47196,,RNU6-233P
ENSG00000222778,,HGNC:43044,RN5S144,RNA5SP144
ENSG00000222783,,HGNC:45936,,RN7SKP212
ENSG00000222784,,HGNC:45815,,RN7SKP91
ENSG00000222788,,HGNC:48531,,RNU2-38P
ENSG00000222790,,HGNC:46950,,RNU4-14P
ENSG00000222791,,HGNC:42557,RNU6-67,RNU6-67P
ENSG00000222792,GENE ID:124906683,HGNC:47823,,RNU6-860P
ENSG00000222795,,HGNC:47019,,RNU4-83P
ENSG00000222796,,HGNC:47346,,RNU6-383P
ENSG00000222800,,HGNC:48555,,RNU2-62P
ENSG00000222806,,HGNC:43125,RN5S225,RNA5SP225
ENSG00000222808,,HGNC:46983,,RNU4-47P
ENSG00000222810,,HGNC:48561,,RNU2-68P
ENSG00000222821,,HGNC:46963,,RNU4-27P
ENSG00000222826,,HGNC:46010,,RN7SKP286
ENSG00000222831,GENE ID:100302139,HGNC:35381,"HSA-MIR-1537,MIRN1537",MIR1537
ENSG00000222832,,HGNC:42918,RN5S120,RNA5SP120
ENSG00000222835,,HGNC:42898,RN5S100,RNA5SP100
ENSG00000222838,,HGNC:43036,RN5S136,RNA5SP136
ENSG00000222842,,HGNC:45892,,RN7SKP168
ENSG00000222844,,HGNC:47284,,RNU6-321P
ENSG00000222845,,HGNC:45766,,RN7SKP42
ENSG00000222849,,HGNC:42589,RN5S21,RNA5SP21
ENSG00000222852,,,,Y_RNA
ENSG00000222854,,HGNC:42836,RN5S59,RNA5SP59
ENSG00000222858,,HGNC:47883,,RNU6-920P
ENSG00000222859,,HGNC:45860,,RN7SKP136
ENSG00000222862,,HGNC:48049,,RNU6-1086P
ENSG00000222869,,HGNC:47528,,RNU6-565P
ENSG00000222870,,HGNC:48291,,RNU6-1328P
ENSG00000222872,,HGNC:47014,,RNU4-78P
ENSG00000222874,,HGNC:45757,,RN7SKP33
ENSG00000222880,,HGNC:45985,,RN7SKP261
ENSG00000222881,,,,Y_RNA
ENSG00000222883,,,,Y_RNA
ENSG00000222889,,HGNC:45753,,RN7SKP29
ENSG00000222890,,HGNC:48031,,RNU6-1068P
ENSG00000222895,,HGNC:48096,RNU6-186P,RNU6-1133P
ENSG00000222898,,HGNC:45821,,RN7SKP97
ENSG00000222909,,HGNC:47156,,RNU6-193P
ENSG00000222915,,HGNC:47527,,RNU6-564P
ENSG00000222920,,HGNC:42605,RN5S29,RNA5SP29
ENSG00000222921,,HGNC:42902,RN5S104,RNA5SP104
ENSG00000222922,,HGNC:43401,RN5S501,RNA5SP501
ENSG00000222923,,HGNC:48534,,RNU2-41P
ENSG00000222924,,HGNC:48111,,RNU6-1148P
ENSG00000222931,,HGNC:45929,,RN7SKP205
ENSG00000222932,,HGNC:47135,,RNU6-172P
ENSG00000222934,,HGNC:46008,,RN7SKP284
ENSG00000222937,,HGNC:52230,,SNORD63B
ENSG00000222940,,HGNC:47333,,RNU6-370P
ENSG00000222941,,,,Y_RNA
ENSG00000222942,,HGNC:45782,,RN7SKP58
ENSG00000222950,,HGNC:45986,,RN7SKP262
ENSG00000222952,,HGNC:42817,RN5S41,RNA5SP41
ENSG00000222955,,HGNC:43165,RN5S265,RNA5SP265
ENSG00000222958,GENE ID:100302141,HGNC:35397,"HSA-MIR-1913,MIRN1913",MIR1913
ENSG00000222960,,HGNC:47235,,RNU6-272P
ENSG00000222969,,HGNC:42626,,RN7SKP8
ENSG00000222971,,HGNC:43122,RN5S222,RNA5SP222
ENSG00000222972,,HGNC:47614,,RNU6-651P
ENSG00000222973,,HGNC:48518,,RNU2-25P
ENSG00000222974,,HGNC:45952,,RN7SKP228
ENSG00000222976,,HGNC:45818,,RN7SKP94
ENSG00000222979,,HGNC:45891,,RN7SKP167
ENSG00000222982,,HGNC:45940,,RN7SKP216
ENSG00000222983,,HGNC:43027,RN5S127,RNA5SP127
ENSG00000222985,,HGNC:48507,,RNU2-14P
ENSG00000222986,,HGNC:42525,,RNU5A-5P
ENSG00000222987,,HGNC:45792,,RN7SKP68
ENSG00000222990,,HGNC:46958,,RNU4-22P
ENSG00000222997,,,,Y_RNA
ENSG00000222998,,HGNC:45983,,RN7SKP259
ENSG00000223001,,HGNC:48554,,RNU2-61P
ENSG00000223003,,HGNC:43084,RN5S184,RNA5SP184
ENSG00000223004,,,,SNORD29
ENSG00000223006,,HGNC:45861,,RN7SKP137
ENSG00000223007,,HGNC:45797,,RN7SKP73
ENSG00000223012,,HGNC:45988,,RN7SKP264
ENSG00000223013,,HGNC:43244,RN5S344,RNA5SP344
ENSG00000223015,,HGNC:48098,,RNU6-1135P
ENSG00000223019,,HGNC:43206,RN5S306,RNA5SP306
ENSG00000223023,,,,Y_RNA
ENSG00000223024,,HGNC:42545,RNU6-55,RNU6-55P
ENSG00000223026,,HGNC:45971,,RN7SKP247
ENSG00000223037,,HGNC:47247,,RNU6-284P
ENSG00000223039,,HGNC:45992,,RN7SKP268
ENSG00000223040,,HGNC:45868,,RN7SKP144
ENSG00000223042,,HGNC:45885,,RN7SKP161
ENSG00000223044,,HGNC:47093,,RNU6-130P
ENSG00000223046,,HGNC:43269,RN5S369,RNA5SP369
ENSG00000223047,,HGNC:47810,,RNU6-847P
ENSG00000223056,,HGNC:45893,,RN7SKP169
ENSG00000223060,,,,Y_RNA
ENSG00000223062,,HGNC:48208,,RNU6-1245P
ENSG00000223064,,HGNC:47288,,RNU6-325P
ENSG00000223075,,HGNC:45850,,RN7SKP126
ENSG00000223076,,HGNC:42607,RN5S31,RNA5SP31
ENSG00000223078,,HGNC:48548,,RNU2-55P
ENSG00000223080,,,,Y_RNA
ENSG00000223086,,HGNC:43055,RN5S155,RNA5SP155
ENSG00000223087,,HGNC:47565,,RNU6-602P
ENSG00000223088,,HGNC:47035,,RMRPP5
ENSG00000223092,,HGNC:42913,RN5S115,RNA5SP115
ENSG00000223096,,HGNC:42532,,RNU5E-9P
ENSG00000223107,,HGNC:48565,,RNU2-72P
ENSG00000223109,GENE ID:100302119,HGNC:35382,"HSA-MIR-1538,MIRN1538",MIR1538
ENSG00000223113,,HGNC:43147,RN5S247,RNA5SP247
ENSG00000223117,,HGNC:46020,,RN7SKP296
ENSG00000223118,,HGNC:45826,,RN7SKP102
ENSG00000223120,,HGNC:45905,,RN7SKP181
ENSG00000223125,,HGNC:48525,,RNU2-32P
ENSG00000223126,,HGNC:45987,,RN7SKP263
ENSG00000223128,,HGNC:45864,,RN7SKP140
ENSG00000223131,,HGNC:43204,RN5S304,RNA5SP304
ENSG00000223136,,HGNC:45931,,RN7SKP207
ENSG00000223138,,HGNC:43350,RN5S450,RNA5SP450
ENSG00000223142,,HGNC:45976,,RN7SKP252
ENSG00000223145,,HGNC:45836,,RN7SKP112
ENSG00000223152,,HGNC:47024,,RNU4-88P
ENSG00000223156,,HGNC:48511,,RNU2-18P
ENSG00000223158,,HGNC:42480,,RNY1P3
ENSG00000223162,,HGNC:43180,RN5S280,RNA5SP280
ENSG00000223168,,HGNC:45866,,RN7SKP142
ENSG00000223169,,HGNC:43109,RN5S209,RNA5SP209
ENSG00000223174,,HGNC:45741,,RN7SKP17
ENSG00000223175,,HGNC:46997,,RNU4-61P
ENSG00000223177,,HGNC:42615,RN5S39,RNA5SP39
ENSG00000223179,,HGNC:47336,,RNU6-373P
ENSG00000223181,,HGNC:48162,,RNU6-1199P
ENSG00000223188,,,,Y_RNA
ENSG00000223189,,HGNC:47140,,RNU6-177P
ENSG00000223190,,HGNC:45824,,RN7SKP100
ENSG00000223191,,HGNC:47256,,RNU6-293P
ENSG00000223197,,HGNC:47964,,RNU6-1001P
ENSG00000223198,,HGNC:48515,,RNU2-22P
ENSG00000223202,,HGNC:46021,,RN7SKP297
ENSG00000223203,,HGNC:43121,RN5S221,RNA5SP221
ENSG00000223208,GENE ID:124906683,HGNC:48180,,RNU6-1217P
ENSG00000223212,,HGNC:47010,,RNU4-74P
ENSG00000223215,,HGNC:47570,,RNU6-607P
ENSG00000223217,,HGNC:47901,,RNU6-938P
ENSG00000223220,,,,Y_RNA
ENSG00000223223,,HGNC:45916,,RN7SKP192
ENSG00000223224,GENE ID:692111,HGNC:32732,"HBII-239,HSA-MIR-768,MIRN768",SNORD71
ENSG00000223225,,HGNC:48017,,RNU6-1054P
ENSG00000223229,,HGNC:45994,,RN7SKP270
ENSG00000223238,,HGNC:43194,RN5S294,RNA5SP294
ENSG00000223245,,HGNC:46999,,RNU4-63P
ENSG00000223247,,HGNC:48557,,RNU2-64P
ENSG00000223254,,,,Y_RNA
ENSG00000223256,GENE ID:124906683,HGNC:47748,,RNU6-785P
ENSG00000223258,,HGNC:47538,,RNU6-575P
ENSG00000223259,,HGNC:43408,RN5S508,RNA5SP508
ENSG00000223260,,HGNC:45918,,RN7SKP194
ENSG00000223262,,HGNC:43392,RN5S492,RNA5SP492
ENSG00000223263,,HGNC:47350,,RNU6-387P
ENSG00000223265,,HGNC:47555,,RNU6-592P
ENSG00000223269,,HGNC:45777,,RN7SKP53
ENSG00000223271,,,,Y_RNA
ENSG00000223273,,HGNC:45896,,RN7SKP172
ENSG00000223274,,HGNC:43398,RN5S498,RNA5SP498
ENSG00000223280,,HGNC:42547,RNU6-57,RNU6-57P
ENSG00000223281,,HGNC:45809,,RN7SKP85
ENSG00000223282,,HGNC:45889,,RN7SKP165
ENSG00000223284,,HGNC:47158,,RNU6-195P
ENSG00000223287,,HGNC:47917,,RNU6-954P
ENSG00000223290,,HGNC:42905,RN5S107,RNA5SP107
ENSG00000223293,,HGNC:43170,RN5S270,RNA5SP270
ENSG00000223294,GENE ID:124903098,,,SNORD83
ENSG00000223298,,HGNC:42492,,RNY3P8
ENSG00000223299,,HGNC:45832,,RN7SKP108
ENSG00000223300,,,,Y_RNA
ENSG00000223302,,,,Y_RNA
ENSG00000223305,,HGNC:45754,,RN7SKP30
ENSG00000223306,,HGNC:48267,,RNU6-1304P
ENSG00000223308,,HGNC:45825,,RN7SKP101
ENSG00000223309,,HGNC:47685,,RNU6-722P
ENSG00000223313,,HGNC:47479,,RNU6-516P
ENSG00000223315,,HGNC:46003,,RN7SKP279
ENSG00000223318,,HGNC:42909,RN5S111,RNA5SP111
ENSG00000223321,,HGNC:46017,,RN7SKP293
ENSG00000223324,,HGNC:45997,,RN7SKP273
ENSG00000223327,,HGNC:48564,,RNU2-71P
ENSG00000223330,,HGNC:48015,,RNU6-1052P
ENSG00000223335,,HGNC:47566,RNU6-825P,RNU6-603P
ENSG00000223336,,HGNC:42506,,RNU2-6P
ENSG00000223341,,HGNC:42621,,RN7SKP3
ENSG00000223345,,HGNC:20560,HIST2H2BA,H2BP1
ENSG00000223349,,HGNC:49282,,KLF2P3
ENSG00000223350,,HGNC:5933,,IGLV9-49
ENSG00000223351,GENE ID:100874221,HGNC:42420,,ZNF385D-AS2
ENSG00000223352,,HGNC:23477,"EM:AB023056.13,HLA-21",HLA-U
ENSG00000223355,GENE ID:4855,HGNC:7884,INT3,NOTCH4
ENSG00000223358,GENE ID:339926,HGNC:44133,,EHHADH-AS1
ENSG00000223361,,HGNC:3980,FTHL10,FTH1P10
ENSG00000223362,,HGNC:23859,,CDY15P
ENSG00000223364,,HGNC:17203,NCRNA00196,PSORS1C3
ENSG00000223367,GENE ID:6222,HGNC:10401,"D6S218E,HKE3,KE-3,KE3,S18,US13",RPS18
ENSG00000223372,GENE ID:3116,HGNC:4941,"DP2B,DPB2,HLA-DP2B",HLA-DPB2
ENSG00000223376,,HGNC:13982,"DJ994E9.1,RPS17P",RPS17P1
ENSG00000223381,GENE ID:105378478,HGNC:54147,,LINC02661
ENSG00000223382,,HGNC:52568,,LINC01778
ENSG00000223383,,HGNC:42647,HIST1H2APS6,H2ACP1
ENSG00000223387,GENE ID:105374219,HGNC:52914,,LINC02068
ENSG00000223389,,HGNC:44685,,SDCBP2P1
ENSG00000223391,,HGNC:9946,,RDXP2
ENSG00000223392,GENE ID:100874194,HGNC:39907,,CLDN10-AS1
ENSG00000223394,,HGNC:12211,"TCRBV29S2,TCRBV4O,TCRBV4S2O,TRBV29/OR9-2",TRBV29OR9-2
ENSG00000223395,,HGNC:39700,RBM22P9,RBM22P7
ENSG00000223396,,HGNC:36423,LNC-MCEI,RPS10P7
ENSG00000223398,,HGNC:56391,,PRR3P1
ENSG00000223403,"GENE ID:100507257,GENE ID:378881",HGNC:43874,LINC00584,MEG9
ENSG00000223404,,HGNC:42725,TCONS_00021582,LINC00397
ENSG00000223405,,HGNC:28694,"BCX111D4.7,BPG70P20.2,BQB10J12.1,DDR1-AS1,TIGD1L",DDR1-DT
ENSG00000223406,,HGNC:23912,,XKRYP5
ENSG00000223407,,HGNC:38754,,USP9YP18
ENSG00000223409,,HGNC:35515,,RPL17P17
ENSG00000223412,,HGNC:21632,"EM:AB014080.4,SUCLA2P",SUCLA2P1
ENSG00000223416,,HGNC:35680,,RPS26P15
ENSG00000223417,GENE ID:399939,HGNC:43973,"TRIM49D,TRIM49D1P,TRIM49DP",TRIM49D1
ENSG00000223418,,HGNC:54893,,LIMK2P1
ENSG00000223427,,HGNC:54704,,RBM7P1
ENSG00000223431,,HGNC:39639,,MTND6P21
ENSG00000223433,,HGNC:36913,,RPS29P9
ENSG00000223437,,HGNC:38587,,TMSB4XP3
ENSG00000223439,,HGNC:4967,"CDA12,D6S203,HLA-59,HLA-CDA12",HLA-J
ENSG00000223441,GENE ID:442197,HGNC:8258,"HS6M1-14,OR2I1,OR2I2,OR2I3P,OR2I4P",OR2I1P
ENSG00000223442,GENE ID:101927761,HGNC:40495,TH2-LCR,TH2LCRR
ENSG00000223443,GENE ID:377630,HGNC:34434,DUB3,USP17L2
ENSG00000223445,,HGNC:35994,,RPL6P21
ENSG00000223447,,HGNC:19393,,HLA-DPA3
ENSG00000223448,GENE ID:4050,HGNC:6711,"P33,TNFC,TNFSF3",LTB
ENSG00000223452,,HGNC:39382,,HMGN2P18
ENSG00000223454,,HGNC:31335,"AB023048.2,NCRNA00150",HCG21
ENSG00000223457,,HGNC:13959,"DJ1033B10.6,HTATSF1P,TAT-SF1-L",HTATSF1P1
ENSG00000223459,,HGNC:33604,FAM115B,TCAF1P1
ENSG00000223460,,HGNC:4147,"GAPDHL14,GAPDL14",GAPDHP69
ENSG00000223463,GENE ID:3136,HGNC:4965,,HLA-H
ENSG00000223465,GENE ID:7940,HGNC:14189,"B144,D6S49E,LST-1",LST1
ENSG00000223466,GENE ID:124908063,HGNC:52631,,LINC01825
ENSG00000223467,,HGNC:1443,CALML1,CALM1P1
ENSG00000223470,,HGNC:54108,TCONS_00017811,LINC02629
ENSG00000223475,,HGNC:55874,,VOPP1-DT
ENSG00000223476,,HGNC:37362,,VN1R42P
ENSG00000223478,,HGNC:55873,,ZDHHC12-DT
ENSG00000223479,,HGNC:53116,RP4-788P17.1,LINC02238
ENSG00000223481,GENE ID:6891,HGNC:44,"ABCB3,D6S217E,PSF2,RING11",TAP2
ENSG00000223482,GENE ID:728190,HGNC:45161,FAM22A-AS1,NUTM2A-AS1
ENSG00000223484,,HGNC:23270,"TRPC6L,TRPC6P",TRPC6P1
ENSG00000223485,,HGNC:51898,,LINC01615
ENSG00000223486,GENE ID:124905179,HGNC:56342,AC092198.1,LINC03053
ENSG00000223487,,HGNC:41222,,FRMPD4-AS1
ENSG00000223488,,HGNC:16756,MAPK6PS2,MAPK6P2
ENSG00000223489,,HGNC:7738,NEFHL,NEFHP1
ENSG00000223490,,HGNC:39589,,CHCHD2P5
ENSG00000223493,GENE ID:6499,HGNC:10898,"170A,DDX13,HLP,SKI2,SKI2W,SKIV2,SKIV2L,SKIV2L1",SKIC2
ENSG00000223494,GENE ID:57176,HGNC:21642,"DKFZP434L1435,G7A,KIAA1885,VARS2L,VARSL",VARS2
ENSG00000223496,GENE ID:118460,HGNC:19055,"EAP4,HMTR3P,MTR3,MTR3P,P11",EXOSC6
ENSG00000223497,,HGNC:54442,"1700024P04RIK,H2BP4,SUBH2BV",H2BL1P
ENSG00000223498,,HGNC:54894,,SLC35C2P1
ENSG00000223500,,HGNC:54672,,RNF14P4
ENSG00000223501,GENE ID:6293,HGNC:10518,"ARE1,SACM2L",VPS52
ENSG00000223505,,HGNC:35570,,RPL35AP5
ENSG00000223506,,HGNC:20051,,SLC20A1P1
ENSG00000223508,,HGNC:35921,,RPL23AP53
ENSG00000223509,,HGNC:32361,WHDC1P1,WHAMMP1
ENSG00000223510,GENE ID:146822,HGNC:14395,,CDRT15
ENSG00000223511,,HGNC:56008,AL683807.1,LINC02968
ENSG00000223513,,HGNC:41936,,ATP6V0E1P2
ENSG00000223516,,HGNC:41334,,AFF2-IT1
ENSG00000223518,,HGNC:30446,CSNK1A1P,CSNK1A1P1
ENSG00000223519,,HGNC:49205,KLP-6,KIF28P
ENSG00000223525,,HGNC:41471,,RABGAP1L-IT1
ENSG00000223529,,HGNC:3203,EEF1AL6,EEF1A1P8
ENSG00000223531,GENE ID:11074,HGNC:16289,"C6ORF13,HCG1,HCGI,RNF",TRIM31
ENSG00000223532,GENE ID:3106,HGNC:4932,AS,HLA-B
ENSG00000223533,GENE ID:54535,HGNC:13930,"C6ORF18,HCR",CCHCR1
ENSG00000223534,GENE ID:106480429,HGNC:39762,,HLA-DQB1-AS1
ENSG00000223537,GENE ID:105377935,HGNC:55872,,ZBTB24-DT
ENSG00000223540,,HGNC:23743,EM:AC025947.3,RPS15AP5
ENSG00000223543,,HGNC:39582,,TCEAL4P1
ENSG00000223546,,HGNC:44263,,LINC00630
ENSG00000223547,GENE ID:284391,HGNC:25932,FLJ14959,ZNF844
ENSG00000223548,GENE ID:101927693,HGNC:40772,,ACSL6-AS1
ENSG00000223549,,HGNC:42290,,MTND5P28
ENSG00000223550,,HGNC:38665,,SNRPBP1
ENSG00000223551,,HGNC:11886,TMSL4,TMSB4XP4
ENSG00000223552,GENE ID:102724297,HGNC:54398,,CCR5AS
ENSG00000223553,,HGNC:39673,,SMPD4P1
ENSG00000223555,,HGNC:38759,,USP9YP23
ENSG00000223558,,HGNC:38489,,TRIM60P17
ENSG00000223560,,HGNC:21633,UBQLN1P,UBQLN1P1
ENSG00000223561,GENE ID:646588,HGNC:56132,,LINC03007
ENSG00000223564,,HGNC:39951,CYP4F-SE5[6:8],CYP4F32P
ENSG00000223566,,HGNC:34014,TNRC18B,TNRC18P2
ENSG00000223568,,HGNC:35521,,RPL3P11
ENSG00000223569,GENE ID:100288520,HGNC:44443,,USP17L15
ENSG00000223571,,HGNC:38713,"DHRSX-IT,DHRSXIT1",DHRSX-IT1
ENSG00000223572,"GENE ID:1159,GENE ID:548596",HGNC:31736,CKMT1,CKMT1A
ENSG00000223573,GENE ID:257000,HGNC:14607,"FLJ90734,LINC00036,NCRNA00036,ONCO-LNCRNA-16,PLAC2,TUBL",TINCR
ENSG00000223574,,HGNC:44567,,TPMTP4
ENSG00000223575,,HGNC:39925,,RBMX2P3
ENSG00000223577,GENE ID:253018,HGNC:27366,"BCX101P6.9,BPG299F13.9,BQB115I13.2,FLJ40123",HCG27
ENSG00000223581,,HGNC:54151,,LINC02665
ENSG00000223583,,HGNC:36230,,RPL17P9
ENSG00000223584,,HGNC:44646,,TVP23CP1
ENSG00000223586,,HGNC:28525,MGC34034,LINC01312
ENSG00000223587,,HGNC:52817,,LINC01986
ENSG00000223590,GENE ID:394263,HGNC:21661,"BCX31G15.2,C6ORF205",MUC21
ENSG00000223591,GENE ID:389857,HGNC:31851,"CENPVP1,PRR6L1",CENPVL1
ENSG00000223592,,HGNC:35452,,FNDC3CP
ENSG00000223595,,HGNC:44005,,LYPLA1P1
ENSG00000223597,GENE ID:105374644,HGNC:53002,,LINC02142
ENSG00000223600,,HGNC:38799,,EEF1A1P41
ENSG00000223601,GENE ID:340900,HGNC:39430,,EBLN1
ENSG00000223603,,HGNC:2368,,CRPP1
ENSG00000223604,,HGNC:36378,,RPL17P13
ENSG00000223606,,HGNC:23482,"DJ377H14.4,HLA-75",HLA-V
ENSG00000223608,,HGNC:41328,,DSCR4-IT1
ENSG00000223609,GENE ID:3045,HGNC:4829,HBK,HBD
ENSG00000223611,GENE ID:170067,HGNC:31797,FAM48B2,SUPT20HL2
ENSG00000223614,GENE ID:730291,HGNC:32466,ZNF735P,ZNF735
ENSG00000223617,"GENE ID:105370357,GENE ID:130494219",HGNC:42692,,LINC00370
ENSG00000223618,GENE ID:6293,HGNC:10518,"ARE1,SACM2L",VPS52
ENSG00000223619,,HGNC:52019,,MTCO1P17
ENSG00000223620,,HGNC:44054,,RBM48P1
ENSG00000223621,,HGNC:39067,,AK4P4
ENSG00000223622,,HGNC:4630,GSTAP1,GSTA6P
ENSG00000223625,,HGNC:24406,HCP32,CYCSP32
ENSG00000223626,GENE ID:104266956,HGNC:49032,,LINC01044
ENSG00000223629,GENE ID:449491,HGNC:31799,DEFAP1,DEFA8P
ENSG00000223631,,HGNC:49265,,LINC01120
ENSG00000223635,,HGNC:55870,,NUP133-DT
ENSG00000223636,,HGNC:38466,UBE2Q2PY2,UBE2Q2P5Y
ENSG00000223637,,HGNC:23890,,RBMY2EP
ENSG00000223638,GENE ID:342931,HGNC:16449,"RFPL4,RNF210",RFPL4A
ENSG00000223639,GENE ID:1192,HGNC:2062,"CLCNL1,G6,NCC27,P64CLCP",CLIC1
ENSG00000223640,,HGNC:36380,,RPL30P3
ENSG00000223641,,HGNC:31890,NCRNA00142,TTTY17C
ENSG00000223646,"GENE ID:100996249,GENE ID:101928012",HGNC:56656,,LINC03076
ENSG00000223647,GENE ID:105374449,HGNC:52770,,LINC01946
ENSG00000223648,,HGNC:5617,,IGHV3-64
ENSG00000223650,,HGNC:39565,,UHRF2P1
ENSG00000223651,,HGNC:56959,,NEFHP2
ENSG00000223652,GENE ID:105379152,HGNC:55869,,PRDM6-AS1
ENSG00000223653,,HGNC:55868,,BCL10-AS1
ENSG00000223654,GENE ID:10211,HGNC:3757,,FLOT1
ENSG00000223655,,HGNC:38107,,RAB9AP3
ENSG00000223656,,HGNC:39302,,HMGB3P10
ENSG00000223657,,HGNC:48883,,KRT8P51
ENSG00000223658,GENE ID:728819,HGNC:51617,,C1GALT1C1L
ENSG00000223661,GENE ID:102060414,HGNC:39752,,C4B-AS1
ENSG00000223662,GENE ID:100874190,HGNC:39599,,SAMSN1-AS1
ENSG00000223663,,HGNC:45256,,NDUFB4P8
ENSG00000223666,GENE ID:63943,HGNC:13949,"DIR1,NG7,WISP39",FKBPL
ENSG00000223668,,HGNC:37897,,EEF1A1P24
ENSG00000223671,,HGNC:10343,,RPL34P3
ENSG00000223676,,HGNC:36100,,RPL34P26
ENSG00000223677,,HGNC:14749,"HS6M1-8P,OR2AD1",OR2AD1P
ENSG00000223680,GENE ID:780,HGNC:2730,"CAK,CD167,EDDR1,NEP,NTRK4,PTK3A,RTK6",DDR1
ENSG00000223683,,HGNC:51914,,RPSAP65
ENSG00000223684,,HGNC:5450,PSEUDO-IFN-ALPHA-M,IFNWP18
ENSG00000223685,GENE ID:100874188,HGNC:43721,,LINC00571
ENSG00000223687,GENE ID:282890,HGNC:13847,,ZNF311
ENSG00000223688,,HGNC:35744,,RPS24P14
ENSG00000223692,GENE ID:100862692,HGNC:41430,,DIP2A-IT1
ENSG00000223693,,HGNC:21632,"EM:AB014080.4,SUCLA2P",SUCLA2P1
ENSG00000223694,,HGNC:22991,,ADH5P3
ENSG00000223695,,HGNC:55867,,MYH9-DT
ENSG00000223696,,HGNC:19393,,HLA-DPA3
ENSG00000223698,,HGNC:23958,GOLGA6L15P,GOLGA6L11P
ENSG00000223699,GENE ID:1302,HGNC:2187,"DFNA13,DFNB53,HKE5",COL11A2
ENSG00000223701,GENE ID:100652739,HGNC:48994,RAET1G-AS1,RAET1E-AS1
ENSG00000223702,,HGNC:33457,OTTHUMG00000133740,ZDHHC20P2
