,ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol
1132,ENSG00000070756,PABPC1,8554,26986, PABPL1
38658,ENSG00000239443,PABPC1P10,37992,, PABPL1
15639,ENSG00000183527,PSMG1,3043,8624, PAC1
1001,ENSG00000067082,KLF6,2235,1316, PAC1
6108,ENSG00000128789,PSMG2,24929,56984, PAC2
67122,ENSG00000284770,TBCE,11582,6905, PAC2
14954,ENSG00000180228,PRKRA,9438,8575, PACT
5283,ENSG00000122257,RBBP6,9889,5930, PACT
8856,ENSG00000146070,PLA2G7,9040,7941, PAFAH
169,ENSG00000007168,PAFAH1B1,8574,5048, PAFAH
9175,ENSG00000148602,LRIT1,23404,26103, PAL
13110,ENSG00000171241,SHCBP1,29547,79801, PAL
10334,ENSG00000158769,F11R,14685,50848, PAM-1
8792,ENSG00000145730,PAM,8596,5066, PAM-1
4310,ENSG00000114383,TUSC2,17034,11334, PAP
350,ENSG00000014257,ACP3,125,55, PAP
4160,ENSG00000112996,MRPS30,8769,10884, PAP
9508,ENSG00000151693,ASAP2,2721,8853, PAP
3290,ENSG00000106244,PDAP1,14634,11333, PAP
13300,ENSG00000172016,REG3A,8601,5068, PAP
9716,ENSG00000153317,ASAP1,2720,50807, PAP
3290,ENSG00000106244,PDAP1,14634,11333, PAP1
13300,ENSG00000172016,REG3A,8601,5068, PAP1
6612,ENSG00000132382,MYBBP1A,7546,10514, PAP2
4767,ENSG00000117598,PLPPR5,31703,163404, PAP2
3347,ENSG00000106571,GLI3,4319,2737, PAPA
15447,ENSG00000182752,PAPPA,8602,5069, PAPA
1200,ENSG00000072518,MARK2,3332,2011, PAR-1
15125,ENSG00000181104,F2R,3537,2149, PAR-1
16214,ENSG00000185803,SLC52A2,30224,79581, PAR1
15125,ENSG00000181104,F2R,3537,2149, PAR1
62589,ENSG00000279050,PWAR1,30089,145624, PAR1
8688,ENSG00000144852,NR1I2,7968,8856, PAR2
11379,ENSG00000164251,F2RL1,3538,2150, PAR2
6641,ENSG00000132517,SLC52A1,30225,55065, PAR2
58564,ENSG00000275385,CCL18,10616,6362, PARC
4119,ENSG00000112659,CUL9,15982,23113, PARC
8520,ENSG00000143799,PARP1,270,142, PARS
7342,ENSG00000136628,EPRS1,3418,2058, PARS
850,ENSG00000062725,APPBP2,622,10513, PAT1
5450,ENSG00000123643,SLC36A1,18761,206358, PAT1
15572,ENSG00000183255,PTTG1IP,13524,754, PBF
16513,ENSG00000186918,ZNF395,18737,55893, PBF
1786,ENSG00000088538,DOCK3,2989,1795, PBP
5725,ENSG00000125686,MED1,9234,5469, PBP
11197,ENSG00000163736,PPBP,9240,5473, PBP
1837,ENSG00000089220,PEBP1,8630,5037, PBP
225,ENSG00000008710,PKD1,9008,5310, PC-1
17655,ENSG00000197594,ENPP1,3356,5167, PC-1
5773,ENSG00000125851,PCSK2,8744,5126, PC2
4874,ENSG00000118762,PKD2,9009,5311, PC2
8198,ENSG00000141582,CBX4,1554,8535, PC2
13994,ENSG00000175426,PCSK1,8743,5122, PC3
8192,ENSG00000141570,CBX8,15962,57332, PC3
10423,ENSG00000159388,BTG2,1131,7832, PC3
4206,ENSG00000113387,SUB1,19985,10923, PC4
4421,ENSG00000115257,PCSK4,8746,54760, PC4
5339,ENSG00000122735,DNAI1,2954,27019, PCD
558,ENSG00000039139,DNAH5,2950,1767, PCD
11882,ENSG00000166228,PCBD1,8646,5092, PCD
12239,ENSG00000167646,DNAAF3,30492,352909, PCD
4546,ENSG00000116005,PCYOX1,20588,51449, PCL1
4098,ENSG00000112511,PHF1,8919,5252, PCL1
10549,ENSG00000160299,PCNT,16068,5116, PCN
14572,ENSG00000178209,PLEC,9069,5339, PCN
8741,ENSG00000145335,SNCA,11138,6622, PD1
16862,ENSG00000188389,PDCD1,8760,5133, PD1
10295,ENSG00000158480,SPATA2,14681,9825, PD1
16166,ENSG00000185624,P4HB,8548,5034, PDI
8310,ENSG00000142623,PADI1,18367,29943, PDI
16163,ENSG00000185615,PDIA2,14180,64714, PDI
13895,ENSG00000174943,KCTD13,22234,253980, PDIP1
6329,ENSG00000130589,HELZ2,30021,85441, PDIP1
933,ENSG00000065485,PDIA5,24811,10954, PDIR
16163,ENSG00000185615,PDIA2,14180,64714, PDIR
1508,ENSG00000080608,PUM3,29676,9933, PEN
2647,ENSG00000102109,PCSK1N,17301,27344, PEN
6518,ENSG00000131721,RHOXF2,30011,84528, PEPP2
699,ENSG00000052126,PLEKHA5,30036,54477, PEPP2
16366,ENSG00000186326,RGS9BP,30304,388531, PERRS
3532,ENSG00000108370,RGS9,10004,8787, PERRS
706,ENSG00000052850,ALX4,450,60529, PFM
5044,ENSG00000120149,MSX2,7392,4488, PFM
10999,ENSG00000163106,HPGDS,17890,27306, PGDS
3427,ENSG00000107317,PTGDS,9592,5730, PGDS
35532,ENSG00000234816,H2AC5P,4728,, PH2A/F
17398,ENSG00000196787,H2AC11,4737,8969, PH2A/F
8544,ENSG00000143933,CALM2,1445,805, PHKD
17991,ENSG00000198668,CALM1,1442,801, PHKD
106,ENSG00000005810,MYCBP2,23386,23077, PHR1
406,ENSG00000021300,PLEKHB1,19079,58473, PHR1
21748,ENSG00000205076,LGALS7,6568,3963, PIG1
3522,ENSG00000108256,NUFIP2,17634,57532, PIG1
2182,ENSG00000100033,PRODH,9453,5625, PIG6
212,ENSG00000008294,SPAG9,14524,9043, PIG6
21566,ENSG00000204577,LILRB3,6607,11025, PIR-B
3033,ENSG00000104972,LILRB1,6605,10859, PIR-B
21566,ENSG00000204577,LILRB3,6607,11025, PIRB
3033,ENSG00000104972,LILRB1,6605,10859, PIRB
8580,ENSG00000144136,SLC20A1,10946,6574, PIT-1
904,ENSG00000064835,POU1F1,9210,5449, PIT-1
8580,ENSG00000144136,SLC20A1,10946,6574, PIT1
904,ENSG00000064835,POU1F1,9210,5449, PIT1
4212,ENSG00000113441,LNPEP,6656,4012, PLAP
7437,ENSG00000137055,PLAA,9043,9373, PLAP
11043,ENSG00000163283,ALPP,439,250, PLAP
11216,ENSG00000163803,PLB1,30041,151056, PLB
17949,ENSG00000198523,PLN,9080,5350, PLB
4528,ENSG00000115896,PLCL1,9063,5334, PLCE
7680,ENSG00000138193,PLCE1,17175,51196, PLCE
13522,ENSG00000172977,KAT5,5275,10524, PLIP
3808,ENSG00000110536,PTPMT1,26965,114971, PLIP
5853,ENSG00000126432,PRDX5,9355,25824, PLP
5432,ENSG00000123560,PLP1,9086,5354, PLP
1755,ENSG00000087494,PTHLH,9607,5744, PLP
14591,ENSG00000178307,TMEM11,16823,8834, PMI
8052,ENSG00000140650,PMM2,9115,5373, PMI
374,ENSG00000017260,ATP2C1,13211,27032, PMR1
9042,ENSG00000147485,PXDNL,26359,137902, PMR1
5689,ENSG00000125458,NT5C,17144,30833, PN-I
5323,ENSG00000122643,NT5C3A,17820,51251, PN-I
12688,ENSG00000169432,SCN9A,10597,6335, PN1
7211,ENSG00000135919,SERPINE2,8951,5270, PN1
14929,ENSG00000180096,SEPTIN1,2879,1731, PNUTL3
12433,ENSG00000168385,SEPTIN2,7729,4735, PNUTL3
50772,ENSG00000262246,CORO7,26161,79585, POD1
4857,ENSG00000118526,TCF21,11632,6943, POD1
5556,ENSG00000124429,POF1B,13711,79983, POF
2641,ENSG00000102081,FMR1,3775,2332, POF
9004,ENSG00000147202,DIAPH2,2877,1730, POF
4057,ENSG00000112276,BVES,1152,11149, POP1
12792,ENSG00000169900,PYDC1,30261,260434, POP1
6621,ENSG00000132429,POPDC3,17649,64208, POP3
12324,ENSG00000167965,MLST8,24825,64223, POP3
46919,ENSG00000256269,HMBS,4982,3145, PORC
2675,ENSG00000102312,PORCN,17652,64840, PORC
2319,ENSG00000100418,DESI1,24577,27351, POST
14161,ENSG00000176273,SLC35G1,26607,159371, POST
3098,ENSG00000105355,PLIN3,16893,10226, PP17
4775,ENSG00000117632,STMN1,6510,3925, PP17
2373,ENSG00000100614,PPM1A,9275,5494, PP2CALPHA
4227,ENSG00000113575,PPP2CA,9299,5515, PP2CALPHA
2434,ENSG00000100987,VSX1,12723,30813, PPD
10249,ENSG00000158104,HPD,5147,3242, PPD
1798,ENSG00000088832,FKBP1A,3711,2280, PPIASE
1404,ENSG00000077800,FKBP6,3722,8468, PPIASE
2062,ENSG00000096060,FKBP5,3721,2289, PPIASE
12019,ENSG00000166794,PPIB,9255,5479, PPIASE
4993,ENSG00000119782,FKBP1B,3712,2281, PPIASE
13628,ENSG00000173486,FKBP2,3718,2286, PPIASE
3118,ENSG00000105404,RABAC1,9794,10567, PRAF1
7436,ENSG00000137054,POLR1E,17631,64425, PRAF1
7495,ENSG00000137331,IER3,5392,8870, PRG1
5351,ENSG00000122862,SRGN,9361,5552, PRG1
6311,ENSG00000130508,PXDN,14966,7837, PRG2
6227,ENSG00000129951,PLPPR3,23497,79948, PRG2
17986,ENSG00000198646,NCOA6,15936,23054, PRIP
4528,ENSG00000115896,PLCL1,9063,5334, PRIP
13264,ENSG00000171867,PRNP,9449,5621, PRIP
5382,ENSG00000123143,PKN1,9405,5585, PRK1
8366,ENSG00000143125,PROK1,18454,84432, PRK1
13095,ENSG00000171199,OPRPN,17279,58503, PRL1
13188,ENSG00000171566,PLRG1,9089,5356, PRL1
4053,ENSG00000112245,PTP4A1,9634,7803, PRL1
13096,ENSG00000171201,SMR3B,17326,10879, PRL3
15890,ENSG00000184489,PTP4A3,9636,11156, PRL3
1626,ENSG00000084073,ZMPSTE24,12877,10269, PRO1
10613,ENSG00000160789,LMNA,6636,4000, PRO1
10968,ENSG00000162997,PRORSD1P,34379,, PROX
3798,ENSG00000110435,PDHX,21350,8050, PROX
13264,ENSG00000171867,PRNP,9449,5621, PRP
12296,ENSG00000167815,PRDX2,9353,7001, PRP
7400,ENSG00000136875,PRPF4,17349,9128, PRP4
4130,ENSG00000112739,PRPF4B,17346,8899, PRP4
15328,ENSG00000182220,ATP6AP2,18305,10159, PRR
3794,ENSG00000110400,NECTIN1,9706,5818, PRR
8887,ENSG00000146278,PNRC1,17278,10957, PRR2
6261,ENSG00000130202,NECTIN2,9707,5819, PRR2
12296,ENSG00000167815,PRDX2,9353,7001, PRX2
12122,ENSG00000167157,PRRX2,21338,51450, PRX2
10509,ENSG00000160182,TFF1,11755,7031, PS2
8521,ENSG00000143801,PSEN2,9509,5664, PS2
8130,ENSG00000141279,NPEPPS,7900,9520, PSA
8290,ENSG00000142515,KLK3,6364,354, PSA
46577,ENSG00000255501,CARD18,28861,59082, PSEUDO-ICE
21492,ENSG00000204397,CARD16,33701,114769, PSEUDO-ICE
4611,ENSG00000116560,SFPQ,10774,6421, PSF
11090,ENSG00000163453,IGFBP7,5476,3490, PSF
12437,ENSG00000168394,TAP1,43,6890, PSF1
2439,ENSG00000101003,GINS1,28980,9837, PSF1
21434,ENSG00000204267,TAP2,44,6891, PSF2
6448,ENSG00000131153,GINS2,24575,51659, PSF2
13893,ENSG00000174938,SEZ6L2,30844,26470, PSK-1
9335,ENSG00000149930,TAOK2,16835,9344, PSK-1
1696,ENSG00000086205,FOLH1,3788,2346, PSM
73309,ENSG00000290503,FOLH1B,,219595, PSM
6424,ENSG00000131050,BPIFA2,16203,140683, PSP
51303,ENSG00000263639,MSMB,7372,4477, PSP
6646,ENSG00000132541,RIDA,16897,10247, PSP
4760,ENSG00000117569,PTBP2,17662,58155, PTB
292,ENSG00000011304,PTBP1,9583,5725, PTB
3507,ENSG00000108091,CCDC6,18782,8030, PTC
11757,ENSG00000165731,RET,9967,5979, PTC
38048,ENSG00000237984,PTENP1,9589,, PTEN2
57329,ENSG00000274391,TPTE,12023,7179, PTEN2
8143,ENSG00000141378,PTRH2,24265,51651, PTH2
38048,ENSG00000237984,PTENP1,9589,, PTH2
1313,ENSG00000075415,SLC25A3,10989,5250, PTP
820,ENSG00000060656,PTPRU,9683,10076, PTP
4451,ENSG00000115386,REG1A,9951,5967, PTP
1067,ENSG00000069011,PITX1,9004,5307, PTX1
1757,ENSG00000087502,ERGIC2,30208,51290, PTX1
6144,ENSG00000129152,MYOD1,7611,4654, PUM
16139,ENSG00000185499,MUC1,7508,4582, PUM
6107,ENSG00000128739,SNRPN,11164,6638, PWCR
15426,ENSG00000182636,NDN,7675,4692, PWCR
4756,ENSG00000117528,ABCD3,67,5825, PXMP1
10896,ENSG00000162735,PEX19,9713,5824, PXMP1
7836,ENSG00000139197,PEX5,9719,5830, PXR1
45365,ENSG00000254093,PINX1,30046,54984, PXR1
10054,ENSG00000156467,UQCRB,12582,7381, QP-C
11430,ENSG00000164405,UQCRQ,29594,27089, QP-C
16502,ENSG00000186871,ERCC6L,20794,54821, RAD26L
15306,ENSG00000182150,ERCC6L2,26922,375748, RAD26L
1095,ENSG00000069974,RAB27A,9766,5873, RAM
31031,ENSG00000229140,CCDC26,28416,137196, RAM
12725,ENSG00000169612,RAMAC,31022,83640, RAM
9227,ENSG00000149090,PAMR1,24554,25891, RAMP
8457,ENSG00000143476,DTL,30288,51514, RAMP
5222,ENSG00000121741,ZMYM2,12989,7750, RAMP
8639,ENSG00000144580,CNOT9,10445,9125, RCD1
4378,ENSG00000114982,KANSL3,25473,55683, RCD1
14221,ENSG00000176601,MAP3K19,26249,80122, RCK
3791,ENSG00000110367,DDX6,2747,1656, RCK
10080,ENSG00000156675,RAB11FIP1,30265,80223, RCP
39439,ENSG00000241258,CRCP,17888,27297, RCP
2639,ENSG00000102076,OPN1LW,9936,5956, RCP
21466,ENSG00000204356,NELFE,13974,7936, RD
3441,ENSG00000107537,PHYH,8940,5264, RD
4079,ENSG00000112357,PEX7,8860,5191, RD
11283,ENSG00000164010,ERMAP,15743,114625, RD
8625,ENSG00000144476,ACKR3,23692,57007, RDC1
4361,ENSG00000114812,VIPR1,12694,7433, RDC1
2406,ENSG00000100823,APEX1,587,328, REF1
3216,ENSG00000105825,TFPI2,11761,7980, REF1
13302,ENSG00000172023,REG1B,9952,5968, REGL
21653,ENSG00000204787,REG1CP,9953,, REGL
5119,ENSG00000120705,ETF1,3477,2107, RF1
5106,ENSG00000120662,MTRF1,7469,9617, RF1
16932,ENSG00000188672,RHCE,10008,6006, RH
16535,ENSG00000187010,RHD,10009,6007, RH
12967,ENSG00000170633,RNF34,17297,80196, RIF
7921,ENSG00000139725,RHOF,15703,54509, RIF
14202,ENSG00000176490,DIRAS1,19127,148252, RIG
676,ENSG00000050165,DKK3,2893,27122, RIG
4425,ENSG00000115268,RPS15,10388,6209, RIG
6786,ENSG00000133321,PLAAT4,9869,5920, RIG1
3417,ENSG00000107201,RIGI,19102,23586, RIG1
2584,ENSG00000101773,RBBP8,9891,5932, RIM
1484,ENSG00000079841,RIMS1,17282,22999, RIM
5204,ENSG00000121481,RNF2,10061,6045, RING2
4093,ENSG00000112474,HSD17B8,3554,7923, RING2
4092,ENSG00000112473,SLC39A7,4927,7922, RING5
15651,ENSG00000183574,RNF5,10068,6048, RING5
6328,ENSG00000130584,ZBTB46,16094,140685, RINZF
21775,ENSG00000205189,ZBTB10,30953,65986, RINZF
13681,ENSG00000173744,AGFG1,5175,3267, RIP
6153,ENSG00000129197,RPAIN,28641,84268, RIP
7487,ENSG00000137275,RIPK1,10019,8737, RIP-1
3933,ENSG00000111615,KRR1,5176,11103, RIP-1
7487,ENSG00000137275,RIPK1,10019,8737, RIP1
377,ENSG00000017797,RALBP1,9841,10928, RIP1
2912,ENSG00000104312,RIPK2,10020,8767, RIP2
24823,ENSG00000214944,ARHGEF28,30322,64283, RIP2
2451,ENSG00000101084,RAB5IF,15870,55969, RIP5
6741,ENSG00000133059,DSTYK,29043,25778, RIP5
12587,ENSG00000169021,UQCRFS1,12587,7386, RIS1
42387,ENSG00000249992,TMEM158,30293,25907, RIS1
14224,ENSG00000176623,RMDN1,24285,51115, RMD1
9984,ENSG00000155906,RMND1,21176,55005, RMD1
59311,ENSG00000276027,RNU12,19380,267010, RNU12P
20409,ENSG00000201659,RNU12-2P,10109,, RNU12P
8490,ENSG00000143622,RIT1,10023,6016, ROC1
2308,ENSG00000100387,RBX1,9928,9978, ROC1
21460,ENSG00000204344,STK19,11398,8859, RP1
12082,ENSG00000166974,MAPRE2,6891,10982, RP1
3162,ENSG00000105618,PRPF31,15446,26121, RP11
46874,ENSG00000256155,LINC02598,53954,, RP11
10040,ENSG00000156313,RPGR,10295,6103, RP3
1649,ENSG00000084764,MAPRE3,6892,22924, RP3
596,ENSG00000043093,DCUN1D1,18184,54165, RP42
5312,ENSG00000122550,KLHL7,15646,55975, RP42
11214,ENSG00000163795,ZNF513,26498,130557, RP58
14816,ENSG00000179456,ZBTB18,13030,10472, RP58
2745,ENSG00000102931,ARL2BP,17146,23568, RP66
52092,ENSG00000265203,RBP3,9921,5949, RP66
8979,ENSG00000147099,HDAC8,13315,55869, RPD3
13219,ENSG00000171720,HDAC3,4854,8841, RPD3
17337,ENSG00000196591,HDAC2,4853,3066, RPD3
4342,ENSG00000114686,MRPL3,10379,11222, RPML3
21455,ENSG00000204316,MRPL38,14033,64978, RPML3
15451,ENSG00000182774,RPS17,10397,6218, RPS17L1
17644,ENSG00000197575,RPS17P2,10398,, RPS17L1
21653,ENSG00000204787,REG1CP,9953,, RS
11322,ENSG00000164093,PITX2,9005,5308, RS
1560,ENSG00000082014,SMARCD3,11108,6604, RSC6P
3581,ENSG00000108604,SMARCD2,11107,6603, RSC6P
965,ENSG00000066117,SMARCD1,11106,6602, RSC6P
13625,ENSG00000173473,SMARCC1,11104,6599, RSC8
7895,ENSG00000139613,SMARCC2,11105,6601, RSC8
2936,ENSG00000104419,NDRG1,7679,10397, RTP
13087,ENSG00000171160,MORN4,24001,118812, RTP
6584,ENSG00000132199,ENOSF1,30365,55556, RTS
93,ENSG00000005339,CREBBP,2348,1387, RTS
3827,ENSG00000110756,HPS5,17022,11234, RU2
8848,ENSG00000146038,DCDC2,18141,51473, RU2
18123,ENSG00000198910,L1CAM,6470,3897, S10
5593,ENSG00000124614,RPS10,10383,6204, S10
11165,ENSG00000163636,PSMD6,9564,9861, S10
7081,ENSG00000135312,HTR1B,5287,3351, S12
4068,ENSG00000112306,RPS12,10385,6206, S12
2763,ENSG00000103035,PSMD7,9565,5713, S12
9459,ENSG00000151365,THRSP,11800,7069, S14
2108,ENSG00000099341,PSMD8,9566,5714, S14
11465,ENSG00000164587,RPS14,10387,6208, S14
8097,ENSG00000140988,RPS2,10404,6187, S2
13941,ENSG00000175166,PSMD2,9559,5708, S2
9251,ENSG00000149273,RPS3,10420,6188, S3
3529,ENSG00000108344,PSMD3,9560,5709, S3
6216,ENSG00000129824,RPS4Y1,10425,6192, S4
2396,ENSG00000100764,PSMC1,9547,5700, S4
326,ENSG00000013275,PSMC4,9551,5704, S6
7458,ENSG00000137154,RPS6,10429,6194, S6
10660,ENSG00000161057,PSMC2,9548,5701, S7
13261,ENSG00000171863,RPS7,10440,6201, S7
8344,ENSG00000142937,RPS8,10441,6202, S8
1735,ENSG00000087191,PSMC5,9552,5705, S8
4081,ENSG00000112367,FIG4,16873,9896, SAC3
10547,ENSG00000160294,MCM3AP,6946,8888, SAC3
6682,ENSG00000132703,APCS,584,325, SAP
15758,ENSG00000183918,SH2D1A,10820,4068, SAP
13215,ENSG00000171711,DEFB4A,2767,1673, SAP1
17697,ENSG00000197746,PSAP,9498,5660, SAP1
3761,ENSG00000110075,PPP6R3,1173,55291, SAP190
3045,ENSG00000105063,PPP6R1,29195,22870, SAP190
2245,ENSG00000100239,PPP6R2,19253,9701, SAP190
17697,ENSG00000197746,PSAP,9498,5660, SAP2
3870,ENSG00000111145,ELK3,3325,2004, SAP2
3761,ENSG00000110075,PPP6R3,1173,55291, SAPL
7581,ENSG00000137804,NUSAP1,18538,51203, SAPL
10125,ENSG00000157077,ZFYVE9,6775,9372, SARA
1465,ENSG00000079332,SAR1A,10534,56681, SARA
3160,ENSG00000105613,MAST1,19034,22983, SAST
9606,ENSG00000152463,OLAH,25625,55301, SAST
4060,ENSG00000112290,WASF1,12732,8936, SCAR1
3425,ENSG00000107290,SETX,445,23064, SCAR1
771,ENSG00000057149,SERPINB3,10569,6317, SCCA1
22005,ENSG00000206073,SERPINB4,10570,6318, SCCA1
9531,ENSG00000151849,CENPJ,17272,55835, SCKL4
10549,ENSG00000160299,PCNT,16068,5116, SCKL4
10789,ENSG00000162367,TAL1,11556,6886, SCL
7130,ENSG00000135480,KRT7,6445,3855, SCL
8638,ENSG00000144579,CTDSP1,21614,58190, SCP1
18042,ENSG00000198765,SYCP1,11487,6847, SCP1
2312,ENSG00000100401,RANGAP1,9854,5905, SD
5004,ENSG00000119899,SLC17A5,10933,26503, SD
10077,ENSG00000156642,NPTN,17867,27020, SDR1
10826,ENSG00000162496,DHRS3,17693,9249, SDR1
1982,ENSG00000092421,SEMA6A,10738,57556, SEMA
313,ENSG00000012171,SEMA3B,10724,7869, SEMA
1583,ENSG00000082684,SEMA5B,10737,54437, SEMG
5529,ENSG00000124233,SEMG1,10742,6406, SEMG
3425,ENSG00000107290,SETX,445,23064, SEN1
35520,ENSG00000234801,MORF4,15773,, SEN1
11299,ENSG00000164050,PLXNB1,9103,5364, SEP
42880,ENSG00000250722,SELENOP,10751,6414, SEP
8304,ENSG00000142606,MMEL1,14668,79258, SEP
5668,ENSG00000125354,SEPTIN6,15848,23157, SEP2
11427,ENSG00000164402,SEPTIN8,16511,23176, SEP2
5668,ENSG00000125354,SEPTIN6,15848,23157, SEPT2
12433,ENSG00000168385,SEPTIN2,7729,4735, SEPT2
492,ENSG00000031698,SARS1,10537,6301, SERS
2991,ENSG00000104835,SARS2,17697,54938, SERS
18089,ENSG00000198848,CES1,1863,1066, SES1
17890,ENSG00000198324,PHETA1,26509,144717, SES1
6373,ENSG00000130766,SESN2,20746,83667, SES2
14334,ENSG00000177096,PHETA2,27161,150368, SES2
654,ENSG00000049130,KITLG,6343,4254, SF
396,ENSG00000019991,HGF,4893,3082, SF
17734,ENSG00000197860,SGTB,23567,54557, SGT2
3834,ENSG00000110841,PPFIBP1,9249,8496, SGT2
14310,ENSG00000176974,SHMT1,10850,6470, SHMT
15325,ENSG00000182199,SHMT2,10852,6472, SHMT
73925,ENSG00000291114,SIGLEC17P,,284367, SIGLECP2
12581,ENSG00000168995,SIGLEC7,10876,27036, SIGLECP2
16180,ENSG00000185664,PMEL,10880,6490, SIL
5425,ENSG00000123473,STIL,10879,6491, SIL
791,ENSG00000058600,POLR3E,30347,55718, SIN
2408,ENSG00000100842,EFS,16898,10278, SIN
4571,ENSG00000116161,CACYBP,30423,27101, SIP
38605,ENSG00000239306,RBM14,14219,10432, SIP
11568,ENSG00000164938,TP53INP1,18022,94241, SIP
11095,ENSG00000163467,TSACC,30636,128229, SIP
17546,ENSG00000197256,KANK2,29300,25959, SIP
914,ENSG00000065054,NHERF2,11076,9351, SIP-1
12710,ENSG00000169554,ZEB2,14881,9839, SIP-1
7840,ENSG00000139218,SCAF11,10784,9169, SIP1
12710,ENSG00000169554,ZEB2,14881,9839, SIP1
1253,ENSG00000073969,NSF,8016,4905, SKD2
6658,ENSG00000132612,VPS4A,13488,27183, SKD2
4508,ENSG00000115750,TAF1B,11533,9014, SL1
2786,ENSG00000103168,TAF1C,11534,9013, SL1
9986,ENSG00000155926,SLA,10902,6503, SLAP
11177,ENSG00000163681,SLMAP,16643,7871, SLAP
2022,ENSG00000094975,SUCO,1240,51430, SLP1
8331,ENSG00000142765,SYTL1,15584,84958, SLP1
38748,ENSG00000239650,GUSBP4,18220,, SMA3-L
39555,ENSG00000241549,GUSBP2,18792,, SMA3-L
39555,ENSG00000241549,GUSBP2,18792,, SMAC3L
38748,ENSG00000239650,GUSBP4,18220,, SMAC3L
4157,ENSG00000112983,BRD8,19874,10902, SMAP
237,ENSG00000009724,MASP2,6902,10747, SMAP
1335,ENSG00000075945,KIFAP3,17060,22920, SMAP
8041,ENSG00000140553,UNC45A,30594,55898, SMAP-1
4067,ENSG00000112305,SMAP1,19651,60682, SMAP-1
9300,ENSG00000149591,TAGLN,11553,6876, SMCC
6257,ENSG00000130176,CNN1,2155,1264, SMCC
27758,ENSG00000224960,PPP4R3C,33146,139420, SMK1
2399,ENSG00000100796,PPP4R3A,20219,55671, SMK1
6107,ENSG00000128739,SNRPN,11164,6638, SMN
4775,ENSG00000117632,STMN1,6510,3925, SMN
1797,ENSG00000088827,SIGLEC1,11127,6614, SN
13281,ENSG00000171951,SCG2,10575,7857, SN
1501,ENSG00000080503,SMARCA2,11098,6595, SNF2
5980,ENSG00000127616,SMARCA4,11100,6597, SNF2
5980,ENSG00000127616,SMARCA4,11100,6597, SNF2LB
2632,ENSG00000102038,SMARCA1,11097,6594, SNF2LB
906,ENSG00000064932,SBNO2,29158,22904, SNO
7916,ENSG00000139697,SBNO1,22973,55206, SNO
16258,ENSG00000185946,RNPC3,18666,55599, SNRNP65
12549,ENSG00000168883,USP39,20071,10713, SNRNP65
2532,ENSG00000101400,SNTA1,11167,6640, SNT1
11880,ENSG00000166225,FRS2,16971,10818, SNT1
11769,ENSG00000165801,ARHGEF40,25516,55701, SOLO
16589,ENSG00000187231,SESTD1,18379,91404, SOLO
877,ENSG00000064199,SPA17,11210,53340, SP17
7726,ENSG00000138483,CCDC54,30703,84692, SP17
8044,ENSG00000140564,FURIN,8568,5045, SPC1
4370,ENSG00000114902,SPCS1,23401,28972, SPC1
6142,ENSG00000129128,SPCS3,26212,60559, SPC3
13994,ENSG00000175426,PCSK1,8743,5122, SPC3
10589,ENSG00000160613,PCSK7,8748,9159, SPC7
7585,ENSG00000137812,KNL1,24054,57082, SPC7
12365,ENSG00000168078,PBK,18282,55872, SPK
5741,ENSG00000125755,SYMPK,22935,8189, SPK
3609,ENSG00000108819,PPP1R9B,9298,84687, SPN
14323,ENSG00000177030,DEAF1,14677,10522, SPN
10993,ENSG00000163082,SGPP2,19953,130367, SPP2
1046,ENSG00000068394,GPKOW,30677,27238, SPP2
3916,ENSG00000111412,SPRING1,26128,79794, SPRING
2343,ENSG00000100505,TRIM9,16288,114088, SPRING
1642,ENSG00000084676,NCOA1,7668,8648, SRC1
17500,ENSG00000197122,SRC,11283,6714, SRC1
2381,ENSG00000100650,SRSF5,10787,6430, SRP40
11873,ENSG00000166197,NOLC1,15608,9221, SRP40
16263,ENSG00000185960,SHOX,10853,6473, SS
42635,ENSG00000250361,GYPB,4703,2994, SS
2091,ENSG00000099203,TMED1,17291,11018, ST2L
4490,ENSG00000115602,IL1RL1,5998,9173, ST2L
4390,ENSG00000115085,ZAP70,12858,7535, STD
3115,ENSG00000105398,SULT2A1,11458,6822, STD
5258,ENSG00000122025,FLT3,3765,2322, STK1
6865,ENSG00000134058,CDK7,1778,1022, STK1
942,ENSG00000065613,SLK,11088,9748, STK2
4371,ENSG00000114904,NEK4,11399,6787, STK2
1759,ENSG00000087586,AURKA,11393,6790, STK7
921,ENSG00000065243,PKN2,9406,5586, STK7
5732,ENSG00000125733,TRIP10,12304,9322, STP
17304,ENSG00000196502,SULT1A1,11453,6817, STP
12742,ENSG00000169689,CENPX,11422,201254, STRA13
6871,ENSG00000134107,BHLHE40,1046,8553, STRA13
3237,ENSG00000105929,ATP6V0A4,866,50617, STV1
506,ENSG00000033627,ATP6V0A1,865,535, STV1
16108,ENSG00000185344,ATP6V0A2,18481,23545, STV1
12390,ENSG00000168214,RBPJ,5724,3516, SUH
5528,ENSG00000124232,RBPJL,13761,11317, SUH
4059,ENSG00000112282,MED23,2372,9439, SUR2
1079,ENSG00000069431,ABCC9,60,10060, SUR2
17910,ENSG00000198399,ITSN2,6184,50618, SWAP
836,ENSG00000061936,SFSWAP,10790,6433, SWAP
5980,ENSG00000127616,SMARCA4,11100,6597, SWI2
