,NCBI_ID,gene_symbol,alias_symbol,HGNC_ID,ENSG_ID,source
27714,728358,DEFA1B,HNP-1,33596,ENSG00000240247,NCBI Info
1355,1667,DEFA1,HNP-1,2761,ENSG00000206047,NCBI Info
3513,4436,MSH2,HNPCC,7325,ENSG00000095002,NCBI Info
3443,4292,MLH1,HNPCC,7127,ENSG00000076242,NCBI Info
2590,3183,HNRNPC,HNRNP,5035,ENSG00000092199,NCBI Info
7773,9987,HNRNPDL,HNRNP,5037,ENSG00000152795,NCBI Info
2587,3178,HNRNPA1,HNRPA1L3,5031,ENSG00000135486,NCBI Info
22768,388275,HNRNPA1P7,HNRPA1L3,31015,,NCBI Info
19918,220988,HNRNPA3,HNRPA3,24941,ENSG00000170144,NCBI Info
7914,10151,HNRNPA3P1,HNRPA3,13729,,NCBI Info
2593,3186,RBMXP1,HNRPG,9911,,NCBI Info
10423,27316,RBMX,HNRPG,9910,ENSG00000147274,NCBI Info
11391,50863,NTM,HNT,17941,ENSG00000182667,NCBI Info
4931,6239,RREB1,HNT,10449,ENSG00000124782,NCBI Info
15991,84525,HOPX,HOD,24961,ENSG00000171476,NCBI Info
976,1186,CLCN7,HOD,2025,ENSG00000103249,NCBI Info
635,779,CACNA1S,HOKPP,1397,ENSG00000081248,NCBI Info
7791,10008,KCNE3,HOKPP,6243,ENSG00000175538,NCBI Info
27567,727837,SSX2B,HOM-MEL-40,22263,ENSG00000268447,NCBI Info
5373,6757,SSX2,HOM-MEL-40,11336,ENSG00000241476,NCBI Info
15991,84525,HOPX,HOP,24961,ENSG00000171476,NCBI Info
5381,6767,ST13,HOP,11343,ENSG00000100380,NCBI Info
8593,10963,STIP1,HOP,11387,ENSG00000168439,NCBI Info
15582,83590,TMUB1,HOPS,21709,ENSG00000164897,NCBI Info
208,249,ALPL,HOPS,438,ENSG00000162551,NCBI Info
2614,3209,HOXA13,HOX1,5102,ENSG00000106031,NCBI Info
2608,3203,HOXA6,HOX1,5107,ENSG00000106006,NCBI Info
2610,3205,HOXA9,HOX1,5109,ENSG00000078399,NCBI Info
2605,3200,HOXA3,HOX1,5104,ENSG00000105997,NCBI Info
2607,3202,HOXA5,HOX1,5106,ENSG00000106004,NCBI Info
2611,3206,HOXA10,HOX1,5100,ENSG00000253293,NCBI Info
2606,3201,HOXA4,HOX1,5105,ENSG00000197576,NCBI Info
2603,3198,HOXA1,HOX1,5099,ENSG00000105991,NCBI Info
2609,3204,HOXA7,HOX1,5108,ENSG00000122592,NCBI Info
2612,3207,HOXA11,HOX1,5101,ENSG00000005073,NCBI Info
2606,3201,HOXA4,HOX1D,5105,ENSG00000197576,NCBI Info
2637,3232,HOXD3,HOX1D,5137,ENSG00000128652,NCBI Info
2618,3213,HOXB3,HOX2,5114,ENSG00000120093,NCBI Info
2621,3216,HOXB6,HOX2,5117,ENSG00000108511,NCBI Info
2619,3214,HOXB4,HOX2,5115,ENSG00000182742,NCBI Info
2624,3219,HOXB9,HOX2,5120,ENSG00000170689,NCBI Info
2622,3217,HOXB7,HOX2,5118,ENSG00000260027,NCBI Info
2620,3215,HOXB5,HOX2,5116,ENSG00000120075,NCBI Info
2617,3212,HOXB2,HOX2,5113,ENSG00000173917,NCBI Info
2623,3218,HOXB8,HOX2,5119,ENSG00000120068,NCBI Info
2616,3211,HOXB1,HOX2,5111,ENSG00000120094,NCBI Info
2633,3228,HOXC12,HOX3,5124,ENSG00000123407,NCBI Info
2627,3222,HOXC5,HOX3,5127,ENSG00000172789,NCBI Info
2628,3223,HOXC6,HOX3,5128,ENSG00000197757,NCBI Info
2629,3224,HOXC8,HOX3,5129,ENSG00000037965,NCBI Info
2634,3229,HOXC13,HOX3,5125,ENSG00000123364,NCBI Info
2630,3225,HOXC9,HOX3,5130,ENSG00000180806,NCBI Info
2626,3221,HOXC4,HOX3,5126,ENSG00000198353,NCBI Info
2636,3231,HOXD1,HOX4,5132,ENSG00000128645,NCBI Info
2641,3236,HOXD10,HOX4,5133,ENSG00000128710,NCBI Info
2639,3234,HOXD8,HOX4,5139,ENSG00000175879,NCBI Info
2638,3233,HOXD4,HOX4,5138,ENSG00000170166,NCBI Info
2642,3237,HOXD11,HOX4,5134,ENSG00000128713,NCBI Info
2640,3235,HOXD9,HOX4,5140,ENSG00000128709,NCBI Info
2637,3232,HOXD3,HOX4,5137,ENSG00000128652,NCBI Info
2641,3236,HOXD10,HOX4E,5133,ENSG00000128710,NCBI Info
2639,3234,HOXD8,HOX4E,5139,ENSG00000175879,NCBI Info
2652,3250,HPR,HP,5156,ENSG00000261701,NCBI Info
8123,10395,DLC1,HP,2897,ENSG00000164741,NCBI Info
1355,1667,DEFA1,HP-1,2761,ENSG00000206047,NCBI Info
27714,728358,DEFA1B,HP-1,33596,ENSG00000240247,NCBI Info
1355,1667,DEFA1,HP1,2761,ENSG00000206047,NCBI Info
9420,23468,CBX5,HP1,1555,ENSG00000094916,NCBI Info
27714,728358,DEFA1B,HP1,33596,ENSG00000240247,NCBI Info
1356,1668,DEFA3,HP3,2762,ENSG00000239839,NCBI Info
16936,112817,HOGA1,HP3,25155,ENSG00000241935,NCBI Info
6186,7834,PCAP,HPC2,,,NCBI Info
13965,60528,ELAC2,HPC2,14198,ENSG00000006744,NCBI Info
8254,10551,AGR2,HPC8,328,ENSG00000106541,NCBI Info
6186,7834,PCAP,HPC8,,,NCBI Info
36423,100529264,RAB4B-EGLN2,HPH-1,44465,,NCBI Info
16913,112398,EGLN2,HPH-1,14660,ENSG00000269858,NCBI Info
36423,100529264,RAB4B-EGLN2,HPH-3,44465,,NCBI Info
16913,112398,EGLN2,HPH-3,14660,ENSG00000269858,NCBI Info
12203,54583,EGLN1,HPH2,1232,ENSG00000135766,NCBI Info
1533,1912,PHC2,HPH2,3183,ENSG00000134686,NCBI Info
13538,57326,PBXIP1,HPIP,21199,ENSG00000163346,NCBI Info
12446,54985,HCFC1R1,HPIP,21198,ENSG00000103145,NCBI Info
28419,780897,HPP1,HPP,,,NCBI Info
5328,6708,SPTA1,HPP,11272,ENSG00000163554,NCBI Info
6897,8883,NAE1,HPP1,621,ENSG00000159593,NCBI Info
9575,23671,TMEFF2,HPP1,11867,ENSG00000144339,NCBI Info
8498,10855,HPSE,HPR1,5164,ENSG00000173083,NCBI Info
7770,9984,THOC1,HPR1,19070,ENSG00000079134,NCBI Info
2656,3257,HPS1,HPS,5163,ENSG00000107521,NCBI Info
6619,8546,AP3B1,HPS,566,ENSG00000132842,NCBI Info
1818,2267,FGL1,HPS,3695,ENSG00000104760,NCBI Info
6619,8546,AP3B1,HPS2,566,ENSG00000132842,NCBI Info
5608,7031,TFF1,HPS2,11755,ENSG00000160182,NCBI Info
6293,8045,RASSF7,HRAS1,1166,ENSG00000099849,NCBI Info
2662,3265,HRAS,HRAS1,5173,ENSG00000174775,NCBI Info
8818,11236,RNF139,HRCA1,17023,ENSG00000170881,NCBI Info
5947,7428,VHL,HRCA1,12687,ENSG00000134086,NCBI Info
8225,10517,FBXW10,HREP,1211,ENSG00000171931,NCBI Info
22365,374286,FBXW10B,HREP,14379,ENSG00000241322,NCBI Info
4622,5867,RAB4A,HRES-1,9781,ENSG00000168118,NCBI Info
2668,3272,HRES1,HRES-1,5180,,NCBI Info
2510,3084,NRG1,HRG,7997,ENSG00000157168,NCBI Info
12886,55652,SLC48A1,HRG,26035,ENSG00000211584,NCBI Info
2510,3084,NRG1,HRG1,7997,ENSG00000157168,NCBI Info
12886,55652,SLC48A1,HRG1,26035,ENSG00000211584,NCBI Info
7038,9094,UNC119,HRG4,12565,ENSG00000109103,NCBI Info
18486,145957,NRG4,HRG4,29862,ENSG00000169752,NCBI Info
7524,9704,DHX34,HRH1,16719,ENSG00000134815,NCBI Info
1348,1659,DHX8,HRH1,2749,ENSG00000067596,NCBI Info
13229,56341,PRMT8,HRMT1L3,5188,ENSG00000111218,NCBI Info
7951,10196,PRMT3,HRMT1L3,30163,ENSG00000185238,NCBI Info
1465,1822,ATN1,HRS,3033,ENSG00000111676,NCBI Info
7082,9146,HGS,HRS,4897,ENSG00000185359,NCBI Info
2465,3035,HARS1,HRS,4816,ENSG00000170445,NCBI Info
5085,6430,SRSF5,HRS,10787,ENSG00000100650,NCBI Info
1537,1917,EEF1A2,HS1,3192,ENSG00000101210,NCBI Info
6024,7529,YWHAB,HS1,12849,ENSG00000166913,NCBI Info
2488,3059,HCLS1,HS1,4844,ENSG00000180353,NCBI Info
8599,10971,YWHAQ,HS1,12854,ENSG00000134308,NCBI Info
16507,90417,KNSTRN,HSD11,30767,ENSG00000128944,NCBI Info
2677,3290,HSD11B1,HSD11,5208,ENSG00000117594,NCBI Info
19228,163087,ZNF383,HSD17,18609,ENSG00000188283,NCBI Info
25998,643646,HSD17B1P1,HSD17,5216,,NCBI Info
2679,3292,HSD17B1,HSD17,5210,ENSG00000108786,NCBI Info
2681,3294,HSD17B2,HSD17,5211,ENSG00000086696,NCBI Info
4791,6060,RNU1-4,HSD2,10128,ENSG00000207389,NCBI Info
2678,3291,HSD11B2,HSD2,5209,ENSG00000176387,NCBI Info
22399,374875,HSD11B1L,HSD3,30419,ENSG00000167733,NCBI Info
13022,55812,SPATA7,HSD3,20423,ENSG00000042317,NCBI Info
2675,3283,HSD3B1,HSD3B,5217,ENSG00000203857,NCBI Info
2676,3284,HSD3B2,HSD3B,5218,ENSG00000203859,NCBI Info
23978,401427,OR2A7,HSDJ0798C17,8234,ENSG00000243896,NCBI Info
24829,441295,OR2A9P,HSDJ0798C17,8236,,NCBI Info
16387,86614,HSFY1,HSF2L,18568,ENSG00000172468,NCBI Info
19124,159119,HSFY2,HSF2L,23950,ENSG00000169953,NCBI Info
19124,159119,HSFY2,HSFY,23950,ENSG00000169953,NCBI Info
16387,86614,HSFY1,HSFY,18568,ENSG00000172468,NCBI Info
7824,10049,DNAJB6,HSJ-2,14888,ENSG00000105993,NCBI Info
2687,3301,DNAJA1,HSJ-2,5229,ENSG00000086061,NCBI Info
7824,10049,DNAJB6,HSJ2,14888,ENSG00000105993,NCBI Info
2687,3301,DNAJA1,HSJ2,5229,ENSG00000086061,NCBI Info
3772,4802,NFYC,HSM,7806,ENSG00000066136,NCBI Info
16854,94030,LRRC4B,HSM,25042,ENSG00000131409,NCBI Info
2699,3315,HSPB1,HSP27,5246,ENSG00000106211,NCBI Info
2700,3316,HSPB2,HSP27,5247,ENSG00000170276,NCBI Info
2688,3303,HSPA1A,HSP70-1,5232,ENSG00000204389,NCBI Info
2689,3304,HSPA1B,HSP70-1,5233,ENSG00000204388,NCBI Info
2689,3304,HSPA1B,HSP70-2,5233,ENSG00000204388,NCBI Info
2688,3303,HSPA1A,HSP70-2,5232,ENSG00000204389,NCBI Info
2691,3306,HSPA2,HSP70-2,5235,ENSG00000126803,NCBI Info
2689,3304,HSPA1B,HSP70.1,5233,ENSG00000204388,NCBI Info
2688,3303,HSPA1A,HSP70.1,5232,ENSG00000204389,NCBI Info
2688,3303,HSPA1A,HSP70.2,5232,ENSG00000204389,NCBI Info
2689,3304,HSPA1B,HSP70.2,5233,ENSG00000204388,NCBI Info
2688,3303,HSPA1A,HSP72,5232,ENSG00000204389,NCBI Info
2689,3304,HSPA1B,HSP72,5233,ENSG00000204388,NCBI Info
2689,3304,HSPA1B,HSPA1,5233,ENSG00000204388,NCBI Info
2688,3303,HSPA1A,HSPA1,5232,ENSG00000204389,NCBI Info
2705,3324,HSP90AA2P,HSPCA,5256,,NCBI Info
2701,3320,HSP90AA1,HSPCA,5253,ENSG00000080824,NCBI Info
2703,3322,HSP90AA3P,HSPCAL1,5254,,NCBI Info
2701,3320,HSP90AA1,HSPCAL1,5253,ENSG00000080824,NCBI Info
5048,6383,SDC2,HSPG,10659,ENSG00000169439,NCBI Info
2713,3339,HSPG2,HSPG,5273,ENSG00000142798,NCBI Info
15018,80025,PANK2,HSS,15894,ENSG00000125779,NCBI Info
5099,6448,SGSH,HSS,10818,ENSG00000181523,NCBI Info
2150,2671,GFER,HSS,4236,ENSG00000127554,NCBI Info
2172,2697,GJA1,HSS,4274,ENSG00000152661,NCBI Info
6584,8509,NDST2,HSST2,7681,ENSG00000166507,NCBI Info
5423,6820,SULT2B1,HSST2,11459,ENSG00000088002,NCBI Info
1801,2249,FGF4,HST,3682,ENSG00000075388,NCBI Info
5425,6822,SULT2A1,HST,11458,ENSG00000105398,NCBI Info
2683,3297,HSF1,HSTF1,5224,ENSG00000185122,NCBI Info
1801,2249,FGF4,HSTF1,3682,ENSG00000075388,NCBI Info
2730,3359,HTR3A,HTR3,5297,ENSG00000166736,NCBI Info
739,908,CCT6A,HTR3,1620,ENSG00000146731,NCBI Info
4896,6195,RPS6KA1,HU-1,10430,ENSG00000117676,NCBI Info
2620,3215,HOXB5,HU-1,5116,ENSG00000120075,NCBI Info
4897,6196,RPS6KA2,HU-2,10431,ENSG00000071242,NCBI Info
2621,3216,HOXB6,HU-2,5117,ENSG00000108511,NCBI Info
6518,8427,ZNF282,HUB1,13076,ENSG00000170265,NCBI Info
13907,59286,UBL5,HUB1,13736,ENSG00000198258,NCBI Info
5717,7148,TNXB,HXBL,11976,ENSG00000168477,NCBI Info
5716,7146,TNXA,HXBL,11975,,NCBI Info
4512,5714,PSMD8,HYPF,9566,ENSG00000099341,NCBI Info
6302,8074,FGF23,HYPF,3680,ENSG00000118972,NCBI Info
7791,10008,KCNE3,HYPP,6243,ENSG00000175538,NCBI Info
5001,6329,SCN4A,HYPP,10591,ENSG00000007314,NCBI Info
9786,25946,ZNF385A,HZF,17521,ENSG00000161642,NCBI Info
15179,80352,RNF39,HZF,18064,ENSG00000204618,NCBI Info
6050,7564,ZNF16,HZF1,12947,ENSG00000170631,NCBI Info
8436,10781,ZNF266,HZF1,13059,ENSG00000174652,NCBI Info
6730,8681,JMJD7-PLA2G4B,HsT16992,34449,ENSG00000168970,NCBI Info
30552,100137049,PLA2G4B,HsT16992,9036,ENSG00000243708,NCBI Info
11247,29965,CDIP1,I1,13234,ENSG00000089486,NCBI Info
4332,5502,PPP1R1A,I1,9286,ENSG00000135447,NCBI Info
2969,3676,ITGA4,IA4,6140,ENSG00000115232,NCBI Info
3014,3732,CD82,IA4,6210,ENSG00000085117,NCBI Info
19409,170575,GIMAP1,IAN2,23237,ENSG00000213203,NCBI Info
25249,474344,GIMAP6,IAN2,21918,ENSG00000133561,NCBI Info
25249,474344,GIMAP6,IAN6,21918,ENSG00000133561,NCBI Info
18996,155038,GIMAP8,IAN6,21792,ENSG00000171115,NCBI Info
15741,84061,MAGT1,IAP,28880,ENSG00000102158,NCBI Info
207,248,ALPI,IAP,437,ENSG00000163295,NCBI Info
790,961,CD47,IAP,1682,ENSG00000196776,NCBI Info
209,250,ALPP,IAP,439,ENSG00000163283,NCBI Info
2740,3375,IAPP,IAP,5329,ENSG00000121351,NCBI Info
14097,64127,NOD2,IBD1,5331,ENSG00000167207,NCBI Info
17887,130589,GALM,IBD1,24063,ENSG00000143891,NCBI Info
11340,50619,DEF6,IBP,2760,ENSG00000023892,NCBI Info
15621,83696,TRAPPC9,IBP,30832,ENSG00000167632,NCBI Info
576,706,TSPO,IBP,1158,ENSG00000100300,NCBI Info
2809,3476,IGBP1,IBP1,5461,ENSG00000089289,NCBI Info
2816,3484,IGFBP1,IBP1,5469,ENSG00000146678,NCBI Info
12361,54887,BLTP3A,ICBP90,21216,ENSG00000065060,NCBI Info
11149,29128,UHRF1,ICBP90,12556,ENSG00000276043,NCBI Info
9278,23281,MTUS2,ICIS,20595,ENSG00000132938,NCBI Info
13621,57509,MTUS1,ICIS,29789,ENSG00000129422,NCBI Info
63196,123706506,ICAM4-AS1,ICR,55990,ENSG00000267607,NCBI Info
43399,105371045,PERCC1,ICR,52293,ENSG00000284395,NCBI Info
990,1207,CLNS1A,ICln,2080,ENSG00000074201,NCBI Info
989,1204,CLNS1AP1,ICln,2081,ENSG00000213335,NCBI Info
1052,1299,COL9A3,IDD,2219,ENSG00000092758,NCBI Info
7779,9993,DGCR2,IDD,2845,ENSG00000070413,NCBI Info
2933,3630,INS,IDDM1,6081,ENSG00000254647,NCBI Info
2536,3119,HLA-DQB1,IDDM1,4944,ENSG00000179344,NCBI Info
5516,6927,HNF1A,IDDM20,11621,ENSG00000135100,NCBI Info
7801,10019,SH2B3,IDDM20,29605,ENSG00000111252,NCBI Info
2764,3417,IDH1,IDH,5382,ENSG00000138413,NCBI Info
2765,3418,IDH2,IDH,5383,ENSG00000182054,NCBI Info
2764,3417,IDH1,IDP,5382,ENSG00000138413,NCBI Info
2765,3418,IDH2,IDP,5383,ENSG00000182054,NCBI Info
2773,3426,CFI,IF,5394,ENSG00000205403,NCBI Info
2169,2694,CBLIF,IF,4268,ENSG00000134812,NCBI Info
3883,4938,OAS1,IFI-4,8086,ENSG00000089127,NCBI Info
85,103,ADAR,IFI-4,225,ENSG00000160710,NCBI Info
25780,642515,PRRT1B,IFITMD8,53642,ENSG00000283526,NCBI Info
37333,100862671,TMEM265,IFITMD8,51241,ENSG00000281991,NCBI Info
2796,3454,IFNAR1,IFN-alpha-REC,5432,ENSG00000142166,NCBI Info
2797,3455,IFNAR2,IFN-alpha-REC,5433,ENSG00000159110,NCBI Info
2793,3451,IFNA17,IFN-alphaI,5422,ENSG00000234829,NCBI Info
2794,3452,IFNA21,IFN-alphaI,5424,ENSG00000137080,NCBI Info
2783,3440,IFNA2,IFNA,5423,ENSG00000188379,NCBI Info
2793,3451,IFNA17,IFNA,5422,ENSG00000234829,NCBI Info
2781,3438,IFN1@,IFNA,,,NCBI Info
13284,56832,IFNK,IFNT1,21714,ENSG00000147896,NCBI Info
21472,338376,IFNE,IFNT1,18163,ENSG00000184995,NCBI Info
25183,445372,TRIM6-TRIM34,IFP1,33440,ENSG00000258588,NCBI Info
11985,53840,TRIM34,IFP1,10063,ENSG00000258659,NCBI Info
1764,2206,MS4A2,IGEL,7316,ENSG00000149534,NCBI Info
11525,51131,PHF11,IGEL,17024,ENSG00000136147,NCBI Info
1764,2206,MS4A2,IGER,7316,ENSG00000149534,NCBI Info
11525,51131,PHF11,IGER,17024,ENSG00000136147,NCBI Info
3244,4035,LRP1,IGFBP-3R,6692,ENSG00000123384,NCBI Info
17533,124446,TMEM219,IGFBP-3R,25201,ENSG00000149932,NCBI Info
17533,124446,TMEM219,IGFBP3R,25201,ENSG00000149932,NCBI Info
3244,4035,LRP1,IGFBP3R,6692,ENSG00000123384,NCBI Info
1767,2209,FCGR1A,IGFR1,3613,ENSG00000150337,NCBI Info
30293,100132417,FCGR1CP,IGFR1,3615,ENSG00000265531,NCBI Info
1768,2210,FCGR1BP,IGFR1,3614,ENSG00000291135,NCBI Info
7046,9103,FCGR2C,IGFR2,15626,,NCBI Info
1770,2213,FCGR2B,IGFR2,3618,ENSG00000072694,NCBI Info
1769,2212,FCGR2A,IGFR2,3616,ENSG00000143226,NCBI Info
41342,102723407,LOC102723407,IGH,,,NCBI Info
10474,28309,IGHV3OR16-7,IGH,5642,,NCBI Info
10556,28402,IGHV3-69-1,IGH,5631,ENSG00000282600,NCBI Info
10557,28404,IGHV3-38-3,IGH,5629,,NCBI Info
42002,102724971,LOC102724971,IGH,,,NCBI Info
2824,3492,IGH,IGH@,5477,,NCBI Info
42002,102724971,LOC102724971,IGH@,,,NCBI Info
41342,102723407,LOC102723407,IGH@,,,NCBI Info
2167,2692,GHRHR,IGHD1B,4266,ENSG00000106128,NCBI Info
2163,2688,GH1,IGHD1B,4261,ENSG00000259384,NCBI Info
11525,51131,PHF11,IGHER,17024,ENSG00000136147,NCBI Info
1764,2206,MS4A2,IGHER,7316,ENSG00000149534,NCBI Info
10556,28402,IGHV3-69-1,IGHV,5631,ENSG00000282600,NCBI Info
2824,3492,IGH,IGHV,5477,,NCBI Info
10474,28309,IGHV3OR16-7,IGHV,5642,,NCBI Info
16400,89770,IGHV3-30-5,IGHV3-3,5594,,NCBI Info
13531,57290,IGHV3-30-3,IGHV3-3,5593,,NCBI Info
42002,102724971,LOC102724971,IGHV4,,,NCBI Info
41342,102723407,LOC102723407,IGHV4,,,NCBI Info
10551,28397,IGHV4-30-4,IGHV4-3,5648,,NCBI Info
10552,28398,IGHV4-30-2,IGHV4-3,5647,ENSG00000231475,NCBI Info
10553,28399,IGHV4-30-1,IGHV4-3,5646,,NCBI Info
42002,102724971,LOC102724971,IGHV@,,,NCBI Info
2824,3492,IGH,IGHV@,5477,,NCBI Info
2845,3519,IGKV@,IGKV,,,NCBI Info
10467,28299,IGKV1-5,IGKV,5741,ENSG00000243466,NCBI Info
11020,28920,IGKV2-29,IGKV,5784,ENSG00000253998,NCBI Info
16906,96610,BMS1P20,IGL,49153,,NCBI Info
35384,100423062,IGLL5,IGL,38476,ENSG00000254709,NCBI Info
2855,3537,IGLC1,IGLC,5855,ENSG00000211675,NCBI Info
2856,3538,IGLC2,IGLC,5856,ENSG00000211677,NCBI Info
2859,3541,IGLC5,IGLC,5859,ENSG00000254030,NCBI Info
2857,3539,IGLC3,IGLC,5857,ENSG00000211679,NCBI Info
2858,3540,IGLC4,IGLC,5858,ENSG00000254029,NCBI Info
2860,3542,IGLC6,IGLC,5860,ENSG00000222037,NCBI Info
35384,100423062,IGLL5,IGLV,38476,ENSG00000254709,NCBI Info
2863,3546,IGLV@,IGLV,,,NCBI Info
16906,96610,BMS1P20,IGLV,49153,,NCBI Info
42002,102724971,LOC102724971,IGVH,,,NCBI Info
41342,102723407,LOC102723407,IGVH,,,NCBI Info
2861,3543,IGLL1,IGVPB,5870,ENSG00000128322,NCBI Info
5958,7441,VPREB1,IGVPB,12709,ENSG00000169575,NCBI Info
12437,54974,THG1L,IHG1,26053,ENSG00000113272,NCBI Info
1842,2296,FOXC1,IHG1,3800,ENSG00000054598,NCBI Info
2135,2651,GCNT2,II,4204,ENSG00000111846,NCBI Info
5533,6948,TCN2,II,11653,ENSG00000185339,NCBI Info
17851,129685,TAF8,II,17300,ENSG00000137413,NCBI Info
5952,7433,VIPR1,II,12694,ENSG00000114812,NCBI Info
800,972,CD74,II,1697,ENSG00000019582,NCBI Info
3061,3783,KCNN4,IK1,6293,ENSG00000104783,NCBI Info
8064,10320,IKZF1,IK1,13176,ENSG00000185811,NCBI Info
11331,50604,IL20,IL-20,6002,ENSG00000162891,NCBI Info
10358,27190,IL17B,IL-20,5982,ENSG00000127743,NCBI Info
13895,59067,IL21,IL-21,6005,ENSG00000138684,NCBI Info
11337,50616,IL22,IL-21,14900,ENSG00000127318,NCBI Info
11814,51561,IL23A,IL-23,15488,ENSG00000110944,NCBI Info
10349,27178,IL37,IL-23,15563,ENSG00000125571,NCBI Info
2888,3574,IL7,IL-7,6023,ENSG00000104432,NCBI Info
58026,112935892,LINC02605,IL-7,53974,,NCBI Info
2873,3557,IL1RN,IL1RA,6000,ENSG00000136689,NCBI Info
2871,3554,IL1R1,IL1RA,5993,ENSG00000115594,NCBI Info
2893,3579,CXCR2,IL8RA,6027,ENSG00000180871,NCBI Info
2891,3577,CXCR1,IL8RA,6026,ENSG00000163464,NCBI Info
2741,3376,IARS1,ILERS,5330,ENSG00000196305,NCBI Info
12925,55699,IARS2,ILERS,29685,ENSG00000067704,NCBI Info
11831,51594,NBAS,ILFS2,15625,ENSG00000151779,NCBI Info
3335,4141,MARS1,ILFS2,6898,ENSG00000166986,NCBI Info
8645,11025,LILRB3,ILT5,6607,ENSG00000204577,NCBI Info
14542,79168,LILRA6,ILT5,15495,ENSG00000244482,NCBI Info
2514,3092,HIP1,ILWEQ,4913,ENSG00000127946,NCBI Info
6983,9026,HIP1R,ILWEQ,18415,ENSG00000130787,NCBI Info
5667,7094,TLN1,ILWEQ,11845,ENSG00000137076,NCBI Info
15612,83660,TLN2,ILWEQ,15447,ENSG00000171914,NCBI Info
7926,10163,WASF2,IMD2,12733,ENSG00000158195,NCBI Info
5968,7454,WAS,IMD2,12731,ENSG00000015285,NCBI Info
2902,3593,IL12B,IMD28,5970,ENSG00000113302,NCBI Info
2801,3460,IFNGR2,IMD28,5440,ENSG00000159128,NCBI Info
10877,28755,TRAC,IMD7,12029,ENSG00000277734,NCBI Info
5539,6955,TRA,IMD7,12027,,NCBI Info
2918,3612,IMPA1,IMP,6050,ENSG00000133731,NCBI Info
6425,8315,BRAP,IMP,1099,ENSG00000089234,NCBI Info
12394,54928,BPNT2,IMP-3,26019,ENSG00000104331,NCBI Info
8336,10643,IGF2BP3,IMP-3,28868,ENSG00000136231,NCBI Info
15413,81502,HM13,IMP1,16435,ENSG00000101294,NCBI Info
19518,196294,IMMP1L,IMP1,26317,ENSG00000148950,NCBI Info
8335,10642,IGF2BP1,IMP1,28866,ENSG00000159217,NCBI Info
8337,10644,IGF2BP2,IMP2,28867,ENSG00000073792,NCBI Info
17426,121665,SPPL3,IMP2,30424,ENSG00000157837,NCBI Info
15713,83943,IMMP2L,IMP2,14598,ENSG00000184903,NCBI Info
8336,10643,IGF2BP3,IMP3,28868,ENSG00000136231,NCBI Info
16176,84888,SPPL2A,IMP3,30227,ENSG00000138600,NCBI Info
22909,389119,INKA1,INCA,32480,ENSG00000185614,NCBI Info
24602,440068,CARD17P,INCA,33827,,NCBI Info
13284,56832,IFNK,INFE1,21714,ENSG00000147896,NCBI Info
21472,338376,IFNE,INFE1,18163,ENSG00000184995,NCBI Info
10339,27160,INGX,ING2,6064,ENSG00000293133,NCBI Info
12184,54556,ING3,ING2,14587,ENSG00000071243,NCBI Info
3806,4843,NOS2,INOS,7873,ENSG00000007171,NCBI Info
11765,51477,ISYNA1,INOS,29821,ENSG00000105655,NCBI Info
5981,7471,WNT1,INT1,12774,ENSG00000125084,NCBI Info
9932,26173,INTS1,INT1,24555,ENSG00000164880,NCBI Info
13620,57508,INTS2,INT2,29241,ENSG00000108506,NCBI Info
1800,2248,FGF3,INT2,3681,ENSG00000186895,NCBI Info
14372,65123,INTS3,INT3,26153,ENSG00000143624,NCBI Info
3815,4855,NOTCH4,INT3,7884,ENSG00000204301,NCBI Info
5983,7473,WNT3,INT4,12782,ENSG00000108379,NCBI Info
16687,92105,INTS4,INT4,25048,ENSG00000149262,NCBI Info
2945,3646,EIF3E,INT6,3277,ENSG00000104408,NCBI Info
10043,26512,INTS6,INT6,14879,ENSG00000102786,NCBI Info
10320,27130,INVS,INV,17870,ENSG00000119509,NCBI Info
16405,89782,LMLN,INV,15991,ENSG00000185621,NCBI Info
5054,6390,SDHB,IP,10681,ENSG00000117118,NCBI Info
6592,8517,IKBKG,IP,5961,ENSG00000269335,NCBI Info
4536,5739,PTGIR,IP,9602,ENSG00000160013,NCBI Info
16831,93974,ATP5IF1,IP,871,ENSG00000130770,NCBI Info
2998,3708,ITPR1,IP3R,6180,ENSG00000150995,NCBI Info
3000,3710,ITPR3,IP3R,6182,ENSG00000096433,NCBI Info
5276,6648,SOD2,IPOB,11180,ENSG00000291237,NCBI Info
3105,3837,KPNB1,IPOB,6400,ENSG00000108424,NCBI Info
2769,3422,IDI1,IPP1,5387,ENSG00000067064,NCBI Info
4332,5502,PPP1R1A,IPP1,9286,ENSG00000135447,NCBI Info
11765,51477,ISYNA1,IPS,29821,ENSG00000105655,NCBI Info
8622,10999,SLC27A4,IPS,10998,ENSG00000167114,NCBI Info
11765,51477,ISYNA1,IPS-1,29821,ENSG00000105655,NCBI Info
13618,57506,MAVS,IPS-1,29233,ENSG00000088888,NCBI Info
13618,57506,MAVS,IPS1,29233,ENSG00000088888,NCBI Info
7499,9677,PPIP5K1,IPS1,29023,ENSG00000168781,NCBI Info
3231,4012,LNPEP,IRAP,6656,ENSG00000113441,NCBI Info
2873,3557,IL1RN,IRAP,6000,ENSG00000136689,NCBI Info
4698,5949,RBP3,IRBP,9921,ENSG00000265203,NCBI Info
