gene_symbol,ENSG_ID,alias_symbol,source
TNXB,ENSG00000168477,HXBL,NCBI Info
TNXA,,HXBL,NCBI Info
PSMD8,ENSG00000099341,HYPF,NCBI Info
FGF23,ENSG00000118972,HYPF,NCBI Info
SCN4A,ENSG00000007314,HYPP,NCBI Info
KCNE3,ENSG00000175538,HYPP,NCBI Info
ZNF385A,ENSG00000161642,HZF,NCBI Info
RNF39,ENSG00000204618,HZF,NCBI Info
ZNF16,ENSG00000170631,HZF1,NCBI Info
ZNF266,ENSG00000174652,HZF1,NCBI Info
JMJD7-PLA2G4B,ENSG00000168970,HsT16992,NCBI Info
PLA2G4B,ENSG00000243708,HsT16992,NCBI Info
CDIP1,ENSG00000089486,I1,NCBI Info
PPP1R1A,ENSG00000135447,I1,NCBI Info
ITGA4,ENSG00000115232,IA4,NCBI Info
CD82,ENSG00000085117,IA4,NCBI Info
GIMAP6,ENSG00000133561,IAN2,NCBI Info
GIMAP1,ENSG00000213203,IAN2,NCBI Info
GIMAP6,ENSG00000133561,IAN6,NCBI Info
GIMAP8,ENSG00000171115,IAN6,NCBI Info
IAPP,ENSG00000121351,IAP,NCBI Info
CD47,ENSG00000196776,IAP,NCBI Info
ALPP,ENSG00000163283,IAP,NCBI Info
ALPI,ENSG00000163295,IAP,NCBI Info
MAGT1,ENSG00000102158,IAP,NCBI Info
GALM,ENSG00000143891,IBD1,NCBI Info
NOD2,ENSG00000167207,IBD1,NCBI Info
DEF6,ENSG00000023892,IBP,NCBI Info
TSPO,ENSG00000100300,IBP,NCBI Info
TRAPPC9,ENSG00000167632,IBP,NCBI Info
IGBP1,ENSG00000089289,IBP1,NCBI Info
IGFBP1,ENSG00000146678,IBP1,NCBI Info
UHRF1,ENSG00000276043,ICBP90,NCBI Info
BLTP3A,ENSG00000065060,ICBP90,NCBI Info
MTUS2,ENSG00000132938,ICIS,NCBI Info
MTUS1,ENSG00000129422,ICIS,NCBI Info
ICAM4-AS1,ENSG00000267607,ICR,NCBI Info
PERCC1,ENSG00000284395,ICR,NCBI Info
CLNS1A,ENSG00000074201,ICln,NCBI Info
CLNS1AP1,ENSG00000213335,ICln,NCBI Info
COL9A3,ENSG00000092758,IDD,NCBI Info
DGCR2,ENSG00000070413,IDD,NCBI Info
HLA-DQB1,ENSG00000179344,IDDM1,NCBI Info
INS,ENSG00000254647,IDDM1,NCBI Info
SH2B3,ENSG00000111252,IDDM20,NCBI Info
HNF1A,ENSG00000135100,IDDM20,NCBI Info
IDH1,ENSG00000138413,IDH,NCBI Info
IDH2,ENSG00000182054,IDH,NCBI Info
IDH1,ENSG00000138413,IDP,NCBI Info
IDH2,ENSG00000182054,IDP,NCBI Info
CFI,ENSG00000205403,IF,NCBI Info
CBLIF,ENSG00000134812,IF,NCBI Info
ADAR,ENSG00000160710,IFI-4,NCBI Info
OAS1,ENSG00000089127,IFI-4,NCBI Info
PRRT1B,ENSG00000283526,IFITMD8,NCBI Info
TMEM265,ENSG00000281991,IFITMD8,NCBI Info
IFNAR1,ENSG00000142166,IFN-alpha-REC,NCBI Info
IFNAR2,ENSG00000159110,IFN-alpha-REC,NCBI Info
IFNA17,ENSG00000234829,IFN-alphaI,NCBI Info
IFNA21,ENSG00000137080,IFN-alphaI,NCBI Info
IFNA2,ENSG00000188379,IFNA,NCBI Info
IFNA17,ENSG00000234829,IFNA,NCBI Info
IFN1@,,IFNA,NCBI Info
IFNK,ENSG00000147896,IFNT1,NCBI Info
IFNE,ENSG00000184995,IFNT1,NCBI Info
TRIM6-TRIM34,ENSG00000258588,IFP1,NCBI Info
TRIM34,ENSG00000258659,IFP1,NCBI Info
PHF11,ENSG00000136147,IGEL,NCBI Info
MS4A2,ENSG00000149534,IGEL,NCBI Info
PHF11,ENSG00000136147,IGER,NCBI Info
MS4A2,ENSG00000149534,IGER,NCBI Info
LRP1,ENSG00000123384,IGFBP-3R,NCBI Info
TMEM219,ENSG00000149932,IGFBP-3R,NCBI Info
LRP1,ENSG00000123384,IGFBP3R,NCBI Info
TMEM219,ENSG00000149932,IGFBP3R,NCBI Info
FCGR1A,ENSG00000150337,IGFR1,NCBI Info
FCGR1BP,ENSG00000291135,IGFR1,NCBI Info
FCGR1CP,ENSG00000265531,IGFR1,NCBI Info
FCGR2C,,IGFR2,NCBI Info
FCGR2A,ENSG00000143226,IGFR2,NCBI Info
FCGR2B,ENSG00000072694,IGFR2,NCBI Info
LOC102723407,,IGH,NCBI Info
IGHV3-69-1,ENSG00000282600,IGH,NCBI Info
LOC102724971,,IGH,NCBI Info
IGHV3-38-3,,IGH,NCBI Info
IGHV3OR16-7,,IGH,NCBI Info
IGH,,IGH@,NCBI Info
LOC102723407,,IGH@,NCBI Info
LOC102724971,,IGH@,NCBI Info
GH1,ENSG00000259384,IGHD1B,NCBI Info
GHRHR,ENSG00000106128,IGHD1B,NCBI Info
MS4A2,ENSG00000149534,IGHER,NCBI Info
PHF11,ENSG00000136147,IGHER,NCBI Info
IGHV3OR16-7,,IGHV,NCBI Info
IGHV3-69-1,ENSG00000282600,IGHV,NCBI Info
IGH,,IGHV,NCBI Info
IGHV3-30-5,,IGHV3-3,NCBI Info
IGHV3-30-3,,IGHV3-3,NCBI Info
LOC102724971,,IGHV4,NCBI Info
LOC102723407,,IGHV4,NCBI Info
IGHV4-30-1,,IGHV4-3,NCBI Info
IGHV4-30-4,,IGHV4-3,NCBI Info
IGHV4-30-2,ENSG00000231475,IGHV4-3,NCBI Info
IGH,,IGHV@,NCBI Info
LOC102724971,,IGHV@,NCBI Info
IGKV2-29,ENSG00000253998,IGKV,NCBI Info
IGKV@,,IGKV,NCBI Info
IGKV1-5,ENSG00000243466,IGKV,NCBI Info
IGLL5,ENSG00000254709,IGL,NCBI Info
BMS1P20,,IGL,NCBI Info
IGLC2,ENSG00000211677,IGLC,NCBI Info
IGLC6,ENSG00000222037,IGLC,NCBI Info
IGLC1,ENSG00000211675,IGLC,NCBI Info
IGLC4,ENSG00000254029,IGLC,NCBI Info
IGLC3,ENSG00000211679,IGLC,NCBI Info
IGLC5,ENSG00000254030,IGLC,NCBI Info
BMS1P20,,IGLV,NCBI Info
IGLV@,,IGLV,NCBI Info
IGLL5,ENSG00000254709,IGLV,NCBI Info
LOC102723407,,IGVH,NCBI Info
LOC102724971,,IGVH,NCBI Info
IGLL1,ENSG00000128322,IGVPB,NCBI Info
VPREB1,ENSG00000169575,IGVPB,NCBI Info
THG1L,ENSG00000113272,IHG1,NCBI Info
FOXC1,ENSG00000054598,IHG1,NCBI Info
VIPR1,ENSG00000114812,II,NCBI Info
CD74,ENSG00000019582,II,NCBI Info
TAF8,ENSG00000137413,II,NCBI Info
TCN2,ENSG00000185339,II,NCBI Info
GCNT2,ENSG00000111846,II,NCBI Info
KCNN4,ENSG00000104783,IK1,NCBI Info
IKZF1,ENSG00000185811,IK1,NCBI Info
IL17B,ENSG00000127743,IL-20,NCBI Info
IL20,ENSG00000162891,IL-20,NCBI Info
IL22,ENSG00000127318,IL-21,NCBI Info
IL21,ENSG00000138684,IL-21,NCBI Info
IL23A,ENSG00000110944,IL-23,NCBI Info
IL37,ENSG00000125571,IL-23,NCBI Info
LINC02605,,IL-7,NCBI Info
IL7,ENSG00000104432,IL-7,NCBI Info
IL1RN,ENSG00000136689,IL1RA,NCBI Info
IL1R1,ENSG00000115594,IL1RA,NCBI Info
CXCR1,ENSG00000163464,IL8RA,NCBI Info
CXCR2,ENSG00000180871,IL8RA,NCBI Info
IARS2,ENSG00000067704,ILERS,NCBI Info
IARS1,ENSG00000196305,ILERS,NCBI Info
NBAS,ENSG00000151779,ILFS2,NCBI Info
MARS1,ENSG00000166986,ILFS2,NCBI Info
LILRA6,ENSG00000244482,ILT5,NCBI Info
LILRB3,ENSG00000204577,ILT5,NCBI Info
HIP1,ENSG00000127946,ILWEQ,NCBI Info
HIP1R,ENSG00000130787,ILWEQ,NCBI Info
TLN2,ENSG00000171914,ILWEQ,NCBI Info
TLN1,ENSG00000137076,ILWEQ,NCBI Info
WAS,ENSG00000015285,IMD2,NCBI Info
WASF2,ENSG00000158195,IMD2,NCBI Info
IL12B,ENSG00000113302,IMD28,NCBI Info
IFNGR2,ENSG00000159128,IMD28,NCBI Info
TRA,,IMD7,NCBI Info
TRAC,ENSG00000277734,IMD7,NCBI Info
BRAP,ENSG00000089234,IMP,NCBI Info
IMPA1,ENSG00000133731,IMP,NCBI Info
BPNT2,ENSG00000104331,IMP-3,NCBI Info
IGF2BP3,ENSG00000136231,IMP-3,NCBI Info
IGF2BP1,ENSG00000159217,IMP1,NCBI Info
IMMP1L,ENSG00000148950,IMP1,NCBI Info
HM13,ENSG00000101294,IMP1,NCBI Info
SPPL3,ENSG00000157837,IMP2,NCBI Info
IMMP2L,ENSG00000184903,IMP2,NCBI Info
IGF2BP2,ENSG00000073792,IMP2,NCBI Info
IGF2BP3,ENSG00000136231,IMP3,NCBI Info
SPPL2A,ENSG00000138600,IMP3,NCBI Info
CARD17P,,INCA,NCBI Info
INKA1,ENSG00000185614,INCA,NCBI Info
IFNK,ENSG00000147896,INFE1,NCBI Info
IFNE,ENSG00000184995,INFE1,NCBI Info
INGX,ENSG00000293133,ING2,NCBI Info
ING3,ENSG00000071243,ING2,NCBI Info
NOS2,ENSG00000007171,INOS,NCBI Info
ISYNA1,ENSG00000105655,INOS,NCBI Info
INTS1,ENSG00000164880,INT1,NCBI Info
WNT1,ENSG00000125084,INT1,NCBI Info
FGF3,ENSG00000186895,INT2,NCBI Info
INTS2,ENSG00000108506,INT2,NCBI Info
INTS3,ENSG00000143624,INT3,NCBI Info
NOTCH4,ENSG00000204301,INT3,NCBI Info
WNT3,ENSG00000108379,INT4,NCBI Info
INTS4,ENSG00000149262,INT4,NCBI Info
INTS6,ENSG00000102786,INT6,NCBI Info
EIF3E,ENSG00000104408,INT6,NCBI Info
INVS,ENSG00000119509,INV,NCBI Info
LMLN,ENSG00000185621,INV,NCBI Info
PTGIR,ENSG00000160013,IP,NCBI Info
IKBKG,ENSG00000269335,IP,NCBI Info
ATP5IF1,ENSG00000130770,IP,NCBI Info
SDHB,ENSG00000117118,IP,NCBI Info
ITPR3,ENSG00000096433,IP3R,NCBI Info
ITPR1,ENSG00000150995,IP3R,NCBI Info
SOD2,ENSG00000291237,IPOB,NCBI Info
KPNB1,ENSG00000108424,IPOB,NCBI Info
IDI1,ENSG00000067064,IPP1,NCBI Info
PPP1R1A,ENSG00000135447,IPP1,NCBI Info
ISYNA1,ENSG00000105655,IPS,NCBI Info
SLC27A4,ENSG00000167114,IPS,NCBI Info
MAVS,ENSG00000088888,IPS-1,NCBI Info
ISYNA1,ENSG00000105655,IPS-1,NCBI Info
PPIP5K1,ENSG00000168781,IPS1,NCBI Info
MAVS,ENSG00000088888,IPS1,NCBI Info
IL1RN,ENSG00000136689,IRAP,NCBI Info
LNPEP,ENSG00000113441,IRAP,NCBI Info
RBP3,ENSG00000265203,IRBP,NCBI Info
GRB10,ENSG00000106070,IRBP,NCBI Info
PARP3,ENSG00000041880,IRT1,NCBI Info
AIF1,ENSG00000204472,IRT1,NCBI Info
STAT1,ENSG00000115415,ISGF-3,NCBI Info
STAT2,ENSG00000170581,ISGF-3,NCBI Info
SRR,ENSG00000167720,ISO1,NCBI Info
EIF1,ENSG00000173812,ISO1,NCBI Info
CDKL5,ENSG00000008086,ISSX,NCBI Info
ARX,ENSG00000004848,ISSX,NCBI Info
SMARCA5,ENSG00000153147,ISWI,NCBI Info
SMARCA1,ENSG00000102038,ISWI,NCBI Info
LOC102723407,,IgA,NCBI Info
LOC102724971,,IgA,NCBI Info
IGKJ1,ENSG00000211597,J1,NCBI Info
IGLJ1,,J1,NCBI Info
TRGJ1,ENSG00000211690,J1,NCBI Info
IGLJ2,,J2,NCBI Info
TRGJ2,ENSG00000211687,J2,NCBI Info
IGKJ2,ENSG00000211596,J2,NCBI Info
IGLJ3,,J3,NCBI Info
IGKJ3,ENSG00000211595,J3,NCBI Info
DNAJC12,ENSG00000108176,JDP1,NCBI Info
BATF3,ENSG00000123685,JDP1,NCBI Info
TRGJP,ENSG00000211691,JP,NCBI Info
CTSC,ENSG00000109861,JP,NCBI Info
TRGJP1,ENSG00000211692,JP1,NCBI Info
JPH1,ENSG00000104369,JP1,NCBI Info
TRGJP2,ENSG00000211688,JP2,NCBI Info
JPH2,ENSG00000149596,JP2,NCBI Info
RYKP1,,JTK5,NCBI Info
RYK,ENSG00000163785,JTK5,NCBI Info
RAP2A,ENSG00000125249,K-REV,NCBI Info
RAP1B,ENSG00000127314,K-REV,NCBI Info
SECTM1,ENSG00000141574,K12,NCBI Info
KRT12,ENSG00000187242,K12,NCBI Info
KRT13,ENSG00000171401,K13,NCBI Info
KCNG1,ENSG00000026559,K13,NCBI Info
CDK8,ENSG00000132964,K35,NCBI Info
KRT35,ENSG00000197079,K35,NCBI Info
KRT7,ENSG00000135480,K7,NCBI Info
RBPJP4,,K7,NCBI Info
KRT8,ENSG00000170421,K8,NCBI Info
HOXB2,ENSG00000173917,K8,NCBI Info
SERPINA4,ENSG00000100665,KAL,NCBI Info
ANOS1,ENSG00000011201,KAL,NCBI Info
NAPSA,ENSG00000131400,KAP,NCBI Info
CDKN3,ENSG00000100526,KAP,NCBI Info
TRIM28,ENSG00000130726,KAP1,NCBI Info
CDKN3,ENSG00000100526,KAP1,NCBI Info
KRTAP1-1,ENSG00000188581,KAP1.6,NCBI Info
KRTAP1-3,ENSG00000221880,KAP1.6,NCBI Info
KRTAP10-11,ENSG00000243489,KAP10.9,NCBI Info
KRTAP10-9,ENSG00000221837,KAP10.9,NCBI Info
KRTAP2-4,ENSG00000213417,KAP2.3,NCBI Info
KRTAP2-3,ENSG00000212724,KAP2.3,NCBI Info
KRTAP2-3,ENSG00000212724,KAP2.4,NCBI Info
KRTAP2-4,ENSG00000213417,KAP2.4,NCBI Info
KRTAP4-7,ENSG00000240871,KAP4.7,NCBI Info
LOC100996750,,KAP4.7,NCBI Info
HSD17B12,ENSG00000149084,KAR,NCBI Info
MDH1,ENSG00000014641,KAR,NCBI Info
F11R,ENSG00000158769,KAT,NCBI Info
TSTD1,ENSG00000215845,KAT,NCBI Info
KATNB1,ENSG00000140854,KAT,NCBI Info
HAT1,ENSG00000128708,KAT1,NCBI Info
KYAT1,ENSG00000171097,KAT1,NCBI Info
TAF1,ENSG00000147133,KAT4,NCBI Info
GOT2,ENSG00000125166,KAT4,NCBI Info
YWHAB,ENSG00000166913,KCIP-1,NCBI Info
YWHAE,ENSG00000108953,KCIP-1,NCBI Info
YWHAZ,ENSG00000164924,KCIP-1,NCBI Info
KCNA4,ENSG00000182255,KCNA8,NCBI Info
KCNQ1,ENSG00000053918,KCNA8,NCBI Info
KCNJ17,,KCNJN1,NCBI Info
KCNJ12,ENSG00000184185,KCNJN1,NCBI Info
PERP,ENSG00000112378,KCP1,NCBI Info
KCP,ENSG00000135253,KCP1,NCBI Info
ALG10,ENSG00000139133,KCR1,NCBI Info
ALG10B,ENSG00000175548,KCR1,NCBI Info
MBTPS2,ENSG00000012174,KFSD,NCBI Info
SAT1,ENSG00000130066,KFSD,NCBI Info
SAT1,ENSG00000130066,KFSDX,NCBI Info
MBTPS2,ENSG00000012174,KFSDX,NCBI Info
GLS,ENSG00000115419,KGA,NCBI Info
KCNJ3,ENSG00000162989,KGA,NCBI Info
GJB2,ENSG00000165474,KID,NCBI Info
KIF22,ENSG00000079616,KID,NCBI Info
AQP6,ENSG00000086159,KID,NCBI Info
CIB1,ENSG00000185043,KIP1,NCBI Info
CDKN1B,ENSG00000111276,KIP1,NCBI Info
CDKN1C,ENSG00000129757,KIP2,NCBI Info
CIB2,ENSG00000136425,KIP2,NCBI Info
GEM,ENSG00000164949,KIR,NCBI Info
KIR3DL1,ENSG00000167633,KIR,NCBI Info
KIR2DL5B,,KIR2DL5,NCBI Info
KIR2DL5A,,KIR2DL5,NCBI Info
KIR3DL3,ENSG00000242019,KIR2DL5B,NCBI Info
KIR3DL1,ENSG00000167633,KIR2DL5B,NCBI Info
CENPU,ENSG00000151725,KLIP1,NCBI Info
YIPF3,ENSG00000137207,KLIP1,NCBI Info
KMT2D,ENSG00000167548,KMS,NCBI Info
MKKS,ENSG00000125863,KMS,NCBI Info
ANOS1,ENSG00000011201,KMS,NCBI Info
NSD2,ENSG00000109685,KMT3F,NCBI Info
NSD3,ENSG00000147548,KMT3F,NCBI Info
NSD2,ENSG00000109685,KMT3G,NCBI Info
NSD3,ENSG00000147548,KMT3G,NCBI Info
ADAMTS18,ENSG00000140873,KNO2,NCBI Info
PAK2,ENSG00000180370,KNO2,NCBI Info
ZW10,ENSG00000086827,KNTC1AP,NCBI Info
ZWILCH,ENSG00000174442,KNTC1AP,NCBI Info
MIS12,ENSG00000167842,KNTC2AP,NCBI Info
ZWINT,ENSG00000122952,KNTC2AP,NCBI Info
ZNF33B,ENSG00000196693,KOX2,NCBI Info
ZNF33A,ENSG00000189180,KOX2,NCBI Info
ZNF37A,ENSG00000075407,KOX21,NCBI Info
ZNF37BP,ENSG00000293313,KOX21,NCBI Info
ZNF33B,ENSG00000196693,KOX31,NCBI Info
ZNF33A,ENSG00000189180,KOX31,NCBI Info
ZNF45,ENSG00000124459,KOX5,NCBI Info
ZNF33A,ENSG00000189180,KOX5,NCBI Info
KRTAP10-11,ENSG00000243489,KRTAP18-9,NCBI Info
KRTAP10-9,ENSG00000221837,KRTAP18-9,NCBI Info
KRTAP10-5,ENSG00000241123,KRTAP18.1,NCBI Info
KRTAP10-1,ENSG00000215455,KRTAP18.1,NCBI Info
KRTAP2-2,ENSG00000214518,KRTAP2.1A,NCBI Info
KRTAP2-1,ENSG00000212725,KRTAP2.1A,NCBI Info
KRTAP2-4,ENSG00000213417,KRTAP2.3,NCBI Info
KRTAP2-3,ENSG00000212724,KRTAP2.3,NCBI Info
KRTAP2-3,ENSG00000212724,KRTAP2.4,NCBI Info
KRTAP2-4,ENSG00000213417,KRTAP2.4,NCBI Info
LOC100996750,,KRTAP4.7,NCBI Info
KRTAP4-7,ENSG00000240871,KRTAP4.7,NCBI Info
KRT33B,ENSG00000131738,KRTHA3A,NCBI Info
KRT33A,ENSG00000006059,KRTHA3A,NCBI Info
KRT81,ENSG00000205426,KRTHB1,NCBI Info
KRT86,ENSG00000170442,KRTHB1,NCBI Info
COL18A1,ENSG00000182871,KS,NCBI Info
OXSM,ENSG00000151093,KS,NCBI Info
CXCL14,ENSG00000145824,KS1,NCBI Info
ZNF382,ENSG00000161298,KS1,NCBI Info
FGFBP2,ENSG00000137441,KSP37,NCBI Info
TMEM72,ENSG00000187783,KSP37,NCBI Info
KCNG3,ENSG00000171126,KV6.3,NCBI Info
KCNG4,ENSG00000168418,KV6.3,NCBI Info
UBE2L3,ENSG00000185651,L-UBC,NCBI Info
UBE2L1,,L-UBC,NCBI Info
IGKV1-16,ENSG00000240864,L1,NCBI Info
CYRIB,ENSG00000153310,L1,NCBI Info
IGKV3-7,ENSG00000243063,L10,NCBI Info
RPL10,ENSG00000147403,L10,NCBI Info
IGKV1-6,ENSG00000239855,L11,NCBI Info
JPT2,ENSG00000206053,L11,NCBI Info
RPL11,ENSG00000142676,L11,NCBI Info
RSL1D1,ENSG00000171490,L12,NCBI Info
RPL12,ENSG00000197958,L12,NCBI Info
IGKV1-5,ENSG00000243466,L12,NCBI Info
RNF135,ENSG00000181481,L13,NCBI Info
RPL13,ENSG00000167526,L13,NCBI Info
MRPL13,ENSG00000172172,L13,NCBI Info
IGKV2-4,ENSG00000253435,L13,NCBI Info
RPL13A,ENSG00000142541,L13A,NCBI Info
MRPL13,ENSG00000172172,L13A,NCBI Info
IGKV1D-17,ENSG00000242766,L14,NCBI Info
RPL14,ENSG00000188846,L14,NCBI Info
CCDC34,ENSG00000109881,L15,NCBI Info
IGKV1D-16,ENSG00000241244,L15,NCBI Info
RPL15,ENSG00000174748,L15,NCBI Info
MRPL15,ENSG00000137547,L15mt,NCBI Info
MRPL19,ENSG00000115364,L15mt,NCBI Info
RPL17,ENSG00000265681,L17,NCBI Info
TPGS2,ENSG00000134779,L17,NCBI Info
IGKV2D-14,,L17,NCBI Info
IGKV1-13,ENSG00000253497,L18,NCBI Info
RPL18,ENSG00000063177,L18,NCBI Info
IGKV1D-13,ENSG00000276566,L18,NCBI Info
IGKV1D-12,ENSG00000278857,L19,NCBI Info
IGKV1-12,ENSG00000243290,L19,NCBI Info
SIK3,ENSG00000160584,L19,NCBI Info
RPL19,ENSG00000108298,L19,NCBI Info
PPFIBP1,ENSG00000110841,L2,NCBI Info
ZACN,ENSG00000186919,L2,NCBI Info
IGKV3-15,ENSG00000244437,L2,NCBI Info
IGKV2D-10,,L21,NCBI Info
RPL21,ENSG00000122026,L21,NCBI Info
IGKV1D-42,ENSG00000211633,L22,NCBI Info
RPL22,ENSG00000116251,L22,NCBI Info
RPL23,ENSG00000125691,L23,NCBI Info
IGKV1D-43,ENSG00000242580,L23,NCBI Info
RPL24,ENSG00000114391,L24,NCBI Info
IGKV1D-8,ENSG00000239819,L24,NCBI Info
IGKV2-14,,L3,NCBI Info
HEXIM2,ENSG00000168517,L3,NCBI Info
CERS2,ENSG00000143418,L3,NCBI Info
RPL3,ENSG00000100316,L3,NCBI Info
RPL30,ENSG00000156482,L30,NCBI Info
RSL24D1,ENSG00000137876,L30,NCBI Info
LGALS3,ENSG00000131981,L31,NCBI Info
RPL31,ENSG00000071082,L31,NCBI Info
MRPL14,ENSG00000180992,L32mt,NCBI Info
MRPL32,ENSG00000106591,L32mt,NCBI Info
RPL4,ENSG00000174444,L4,NCBI Info
SINHCAF,ENSG00000139146,L4,NCBI Info
KNCN,ENSG00000162456,L5,NCBI Info
PCLAF,ENSG00000166803,L5,NCBI Info
RPL5,ENSG00000122406,L5,NCBI Info
IGKV3-11,ENSG00000241351,L6,NCBI Info
RPL6,ENSG00000089009,L6,NCBI Info
TM4SF1,ENSG00000169908,L6,NCBI Info
MED10,ENSG00000133398,L6,NCBI Info
IGKV2-10,ENSG00000253278,L7,NCBI Info
RPL7,ENSG00000147604,L7,NCBI Info
NPB,ENSG00000183979,L7,NCBI Info
RPL8,ENSG00000161016,L8,NCBI Info
NPW,ENSG00000183971,L8,NCBI Info
IGKV1-9,ENSG00000241755,L8,NCBI Info
MSANTD3,ENSG00000066697,L8,NCBI Info
PDLIM5,ENSG00000163110,L9,NCBI Info
RPL9,ENSG00000163682,L9,NCBI Info
IGKV1-8,ENSG00000240671,L9,NCBI Info
ACSL6,ENSG00000164398,LACS2,NCBI Info
ACSL1,ENSG00000151726,LACS2,NCBI Info
ITGB2,ENSG00000160255,LAD,NCBI Info
DLD,ENSG00000091140,LAD,NCBI Info
CCL4L1,,LAG-1,NCBI Info
CCL4,ENSG00000275302,LAG-1,NCBI Info
GDF1,ENSG00000130283,LAG1,NCBI Info
CERS1,ENSG00000223802,LAG1,NCBI Info
CCL4L1,,LAG1,NCBI Info
CCL4,ENSG00000275302,LAG1,NCBI Info
CTAG1B,ENSG00000184033,LAGE-2,NCBI Info
CTAG1A,ENSG00000268651,LAGE-2,NCBI Info
CTAG1B,ENSG00000184033,LAGE2B,NCBI Info
CTAG2,ENSG00000126890,LAGE2B,NCBI Info
ARL4C,ENSG00000188042,LAK,NCBI Info
ALPK1,ENSG00000073331,LAK,NCBI Info
TSC1,ENSG00000165699,LAM,NCBI Info
TSC2,ENSG00000103197,LAM,NCBI Info
LAMC1,ENSG00000135862,LAMB2,NCBI Info
LMNB2,ENSG00000176619,LAMB2,NCBI Info
LSAMP,ENSG00000185565,LAMP,NCBI Info
LAMP3,ENSG00000078081,LAMP,NCBI Info
ABCB6,ENSG00000115657,LAN,NCBI Info
DGCR2,ENSG00000070413,LAN,NCBI Info
LAP3,ENSG00000002549,LAP,NCBI Info
PDON2,,LAP,NCBI Info
CENPJ,ENSG00000151849,LAP,NCBI Info
ACP2,ENSG00000134575,LAP,NCBI Info
TGFB1,ENSG00000105329,LAP,NCBI Info
PICALM,ENSG00000073921,LAP,NCBI Info
TRAF3,ENSG00000131323,LAP1,NCBI Info
TOR1AIP1,ENSG00000143337,LAP1,NCBI Info
HSPA8,ENSG00000109971,LAP1,NCBI Info
ANPEP,ENSG00000166825,LAP1,NCBI Info
HSP90AA1,ENSG00000080824,LAP2,NCBI Info
TMPO,ENSG00000120802,LAP2,NCBI Info
ERBIN,ENSG00000112851,LAP2,NCBI Info
SEPTIN1,ENSG00000180096,LARP,NCBI Info
LARP1,ENSG00000155506,LARP,NCBI Info
GDF1,ENSG00000130283,LASS1,NCBI Info
CERS1,ENSG00000223802,LASS1,NCBI Info
SPNS1,ENSG00000169682,LAT,NCBI Info
ORC3,ENSG00000135336,LAT,NCBI Info
LAT,ENSG00000213658,LAT1,NCBI Info
SLC7A5,ENSG00000103257,LAT1,NCBI Info
SLC43A1,ENSG00000149150,LAT3,NCBI Info
SLC7A7,ENSG00000155465,LAT3,NCBI Info
SLC7A6,ENSG00000103064,LAT3,NCBI Info
RPSA,ENSG00000168028,LBP,NCBI Info
EHHADH,ENSG00000113790,LBP,NCBI Info
RPSA2,ENSG00000288920,LBP/p40,NCBI Info
RPSA,ENSG00000168028,LBP/p40,NCBI Info
CLTA,ENSG00000122705,LCA,NCBI Info
GUCY2D,ENSG00000132518,LCA,NCBI Info
PTPRC,ENSG00000081237,LCA,NCBI Info
L1CAM-AS1,ENSG00000273769,LCA10,NCBI Info
CEP290,ENSG00000198707,LCA10,NCBI Info
CALD1,ENSG00000122786,LCAD,NCBI Info
ACADL,ENSG00000115361,LCAD,NCBI Info
LCN8,ENSG00000204001,LCN5,NCBI Info
LCN6,ENSG00000267206,LCN5,NCBI Info
FMN1,ENSG00000248905,LD,NCBI Info
FOXC2,ENSG00000176692,LD,NCBI Info
CCL3L3,ENSG00000276085,LD78,NCBI Info
CCL3,ENSG00000277632,LD78,NCBI Info
CCL3L1,,LD78,NCBI Info
CCL3L3,ENSG00000276085,LD78BETA,NCBI Info
CCL3L1,,LD78BETA,NCBI Info
FUT3,ENSG00000171124,LE,NCBI Info
HPS4,ENSG00000100099,LE,NCBI Info
DLEU1,ENSG00000176124,LEU1,NCBI Info
CD5,ENSG00000110448,LEU1,NCBI Info
CD8B,ENSG00000172116,LEU2,NCBI Info
DLEU1,ENSG00000176124,LEU2,NCBI Info
DLEU2,ENSG00000231607,LEU2,NCBI Info
LARS1,ENSG00000133706,LEURS,NCBI Info
LARS2,ENSG00000011376,LEURS,NCBI Info
ITGAL,ENSG00000005844,LFA-1,NCBI Info
ITGB2,ENSG00000160255,LFA-1,NCBI Info
TRPS1,ENSG00000104447,LGCR,NCBI Info
EXT1,ENSG00000182197,LGCR,NCBI Info
LLGL2,ENSG00000073350,LGL2,NCBI Info
IPO13,ENSG00000117408,LGL2,NCBI Info
DNAJB6,ENSG00000105993,LGMD1D,NCBI Info
DES,ENSG00000175084,LGMD1D,NCBI Info
DNAJB6,ENSG00000105993,LGMD1E,NCBI Info
DES,ENSG00000175084,LGMD1E,NCBI Info
EXT1,ENSG00000182197,LGS,NCBI Info
LGSN,ENSG00000146166,LGS,NCBI Info
BCL9,ENSG00000116128,LGS,NCBI Info
PLOD2,ENSG00000152952,LH2,NCBI Info
LHX2,ENSG00000106689,LH2,NCBI Info
LHCGR,ENSG00000138039,LHR,NCBI Info
CD44,ENSG00000026508,LHR,NCBI Info
LHCGR,ENSG00000138039,LHRHR,NCBI Info
GNRHR,ENSG00000109163,LHRHR,NCBI Info
LIG3,ENSG00000005156,LIG2,NCBI Info
LRIG2,ENSG00000198799,LIG2,NCBI Info
MIP,ENSG00000135517,LIM1,NCBI Info
LHX1,ENSG00000273706,LIM1,NCBI Info
